cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
no_body_in_g,15,actual,bottom,67,0.10908876259380312,0.10304633894963051,0.21252259567602358,1.5513976314174596,0.0,0.0,0.0,0.4167891264851414,-0.3386714426257031
no_body_in_g,15,actual,mid,220,0.09629533517767083,0.13141242306340825,0.1741487752307545,1.5652419740503485,0.0,0.0,0.0,0.5184780844233253,0.0832241928971125
no_body_in_g,15,actual,top,313,0.040285987913394314,0.0492093351880868,0.06828523155885002,1.5988311394334982,0.0,0.0,0.0,0.7545852866797401,1.224154138353465
no_body_in_g,15,mean,bottom,67,0.1173780099002283,0.10304633894963051,0.23413526100009235,1.5401478436455798,0.009832774970068861,0.021809445165876132,0.001519403203195934,0.4167891264851414,-0.3386714426257031
no_body_in_g,15,mean,mid,220,0.09578050410544331,0.13141242306340825,0.1696838970550082,1.5675003468990325,0.018002190661023963,0.038555277376012366,0.002832427932827903,0.5184780844233253,0.0832241928971125
no_body_in_g,15,mean,top,313,0.03489971985689368,0.0492093351880868,0.05900744186898771,1.6016989184644657,0.014607263380846086,0.028254542535486312,0.0014913919917998197,0.7545852866797401,1.224154138353465
no_body_in_g,15,random,bottom,67,0.11067076961495984,0.10304633894963051,0.22001093070008862,1.5474324617812882,0.011098499062345989,0.020125713143775713,0.001918733203583814,0.4167891264851414,-0.3386714426257031
no_body_in_g,15,random,mid,220,0.09367070515555415,0.13141242306340825,0.16862473179670898,1.5673131037842143,0.020402442596175453,0.04388646026226607,0.004893467186544017,0.5184780844233253,0.0832241928971125
no_body_in_g,15,random,top,313,0.03785196665567331,0.0492093351880868,0.06402123986056056,1.6000425747027411,0.017141648931220506,0.03294156953549614,0.002567990569044656,0.7545852866797401,1.224154138353465
no_body_in_g,15,shuffled,bottom,67,0.10866000914751593,0.10304633894963051,0.21354244449245396,1.550857869546805,0.012781953967329281,0.017852497189792236,0.0022786275086938115,0.4167891264851414,-0.3386714426257031
no_body_in_g,15,shuffled,mid,220,0.09391642537983981,0.13141242306340825,0.1704934101551771,1.5663272245363755,0.021321406960487364,0.044988217848268425,0.005674346317237099,0.5184780844233253,0.0832241928971125
no_body_in_g,15,shuffled,top,313,0.038871472630019006,0.0492093351880868,0.06567712628041593,1.599663286925124,0.016497706955733202,0.03174586310839882,0.0025968536831728665,0.7545852866797401,1.224154138353465
no_body_in_g,15,zero,bottom,67,0.09597750641961596,0.10304633894963051,0.19755812678764115,1.559400659888538,0.013111256174187161,0.014964468888382413,0.0020003443253278704,0.4167891264851414,-0.3386714426257031
no_body_in_g,15,zero,mid,220,0.11152332245626233,0.13141242306340825,0.20993209555745124,1.5513242168860002,0.016749092665585604,0.03763327578252012,0.0048327244686085825,0.5184780844233253,0.0832241928971125
no_body_in_g,15,zero,top,313,0.05769248603108211,0.0492093351880868,0.09758073084365826,1.5924354532656197,0.01943481844454147,0.03445188196512838,0.002773726628847813,0.7545852866797401,1.224154138353465
