cohort,seed,pre.shock_minus_control.top_occ,pre.shock_minus_control.TR_occ,pre.shock_minus_control.bottom_occ,pre.shock_minus_control.body_state_mean,pre.shock_minus_control.body_u_mean,pre.shock_minus_control.obs_pe_mean,pre.shock_minus_control.q_UP_minus_DOWN_mean,pre.shock_minus_control.pred_trend_UP_minus_DOWN_mean,pre.shock_minus_control.alpha_mean,pre.shock_minus_control.g_norm_mean,pre.shock_minus_control.g_delta_norm_mean,shock.shock_minus_control.top_occ,shock.shock_minus_control.TR_occ,shock.shock_minus_control.bottom_occ,shock.shock_minus_control.body_state_mean,shock.shock_minus_control.body_u_mean,shock.shock_minus_control.obs_pe_mean,shock.shock_minus_control.q_UP_minus_DOWN_mean,shock.shock_minus_control.pred_trend_UP_minus_DOWN_mean,shock.shock_minus_control.alpha_mean,shock.shock_minus_control.g_norm_mean,shock.shock_minus_control.g_delta_norm_mean,recovery.shock_minus_control.top_occ,recovery.shock_minus_control.TR_occ,recovery.shock_minus_control.bottom_occ,recovery.shock_minus_control.body_state_mean,recovery.shock_minus_control.body_u_mean,recovery.shock_minus_control.obs_pe_mean,recovery.shock_minus_control.q_UP_minus_DOWN_mean,recovery.shock_minus_control.pred_trend_UP_minus_DOWN_mean,recovery.shock_minus_control.alpha_mean,recovery.shock_minus_control.g_norm_mean,recovery.shock_minus_control.g_delta_norm_mean,did_residue.top_occ,did_residue.TR_occ,did_residue.bottom_occ,did_residue.body_state_mean,did_residue.body_u_mean,did_residue.obs_pe_mean,did_residue.q_UP_minus_DOWN_mean,did_residue.pred_trend_UP_minus_DOWN_mean,did_residue.alpha_mean,did_residue.g_norm_mean,did_residue.g_delta_norm_mean
no_body_in_g,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19139092415571213,-0.8126218641188101,3.216047189198452e-05,0.058068754523992516,0.02759838216006756,-0.04602000825107097,-0.009457659721374245,-0.00721952188760042,0.0,0.0,0.0,-0.26996832340955734,-1.2549738769229055,0.0006699967590975565,0.06386013152077795,0.03259269208647311,-0.022042656783014536,-0.010310867428779957,0.0003214760392438627,0.0,0.0,0.0,-0.26996832340955734,-1.2549738769229055,0.0006699967590975565,0.06386013152077795,0.03259269208647311,-0.022042656783014536,-0.010310867428779957,0.00032147603924385926
no_body_in_g,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19266757220029834,-0.8139884597191269,0.000580818401067518,0.009931737929582601,0.0018182519823312787,-0.0035206876695156077,-0.012069654464721413,0.0007464380934834487,0.0,0.0,0.0,-0.2592081598937511,-1.2541830026727385,0.0005763858964201061,0.04410894773900509,0.019953992078080768,-0.0017344127409160137,-0.012280467152595342,0.002000261726789177,0.0,0.0,0.0,-0.2592081598937511,-1.2541830026727385,0.0005763858964201061,0.04410894773900509,0.019953992078080768,-0.0017344127409160137,-0.012280467152595342,0.0020002617267891806
no_body_in_g,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19227321445941925,-0.8139884597191269,0.0015113659261260185,0.02785893604159355,0.016505877673625942,-0.02157580442726612,-0.018769669532776145,-0.00445415887515992,0.0,0.0,0.0,-0.2557197995483875,-1.2541764897143364,0.0013281742343679067,0.013993024732917539,0.008572730002924807,-0.012526166532188653,-0.010593461990356268,-0.0008508298720698807,0.0,0.0,0.0,-0.2557197995483875,-1.2541764897143362,0.0013281742343679067,0.013993024732917539,0.008572730002924807,-0.012526166532188653,-0.010593461990356268,-0.000850829872069879
no_body_in_g,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1949136316776276,-0.8139884597191269,-4.832640988752194e-05,0.06370330974459648,0.03367410823702812,-1.748353242874215e-05,-0.00039072036743181826,0.0003021999727934599,0.0,0.0,0.0,-0.2674508858472109,-1.2541830026727376,2.912112831836549e-05,0.069526057690382,0.03789814221672714,2.995561808347494e-05,-0.00019374489784240723,0.0004433745081769292,0.0,0.0,0.0,-0.2674508858472109,-1.2541830026727379,2.912112831836549e-05,0.069526057690382,0.03789814221672714,2.995561808347494e-05,-0.00019374489784240723,0.0004433745081769344
no_body_in_g,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1883629515767098,-0.8139884597191267,0.0003900894313119338,0.023632270097732527,0.009769562631845474,-5.532056093215942e-06,-0.0012325286865233487,0.0008915947750210741,0.0,0.0,0.0,-0.2801885437220335,-1.2541830026727336,0.0007717535976553332,0.007738440949469794,0.0015692227985709961,-4.2686238884911964e-06,-0.00489886701107034,0.001543298736214638,0.0,0.0,0.0,-0.2801885437220335,-1.2541830026727336,0.0007717535976553332,0.007738440949469794,0.0015692227985709961,-4.2686238884911964e-06,-0.00489886701107034,0.0015432987362146364
no_body_in_g,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1934944376349449,-0.8139884597191267,-0.0004321785294450816,0.012377949804067617,0.004753087460994718,-0.008147199079394339,-0.010474991798400612,-0.0005435214843600988,-0.18749999999999997,-0.18749999999999997,0.0375,-0.3506037971004844,-1.5014674970136932,-0.0005387504832469869,0.011806148942559963,0.0031627111136913327,-0.0009239819832146182,-0.008837950229644953,0.001376698614330962,-0.18749999999999997,-0.18749999999999997,0.0375,-0.3506037971004844,-1.5014674970136934,-0.0005387504832469869,0.011806148942559963,0.0031627111136913327,-0.0009239819832146182,-0.008837950229644953,0.0013766986143309637
no_body_in_g,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19661871641874312,-0.8139884597191266,0.002089694119058549,0.03264906592667102,0.01570148039609194,0.02514504007995129,0.06267844438552883,0.00979566399473697,0.0,0.0,0.0,-0.30066478811204433,-1.2542627072805577,0.003758305186056533,0.01743416748940943,0.004629964753985402,-0.0003625551238656058,0.02844001650810224,0.0009322999685537061,0.0,0.0,0.0,-0.30066478811204433,-1.2542627072805577,0.003758305186056533,0.01743416748940943,0.004629964753985402,-0.0003625551238656058,0.02844001650810224,0.000932299968553707
no_body_in_g,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19340576976537704,-0.8139884597191267,0.00018421742133796146,0.006915378198027622,0.00010754913091659546,-8.103996515271966e-06,-0.00027607679367047666,0.00016237809322774618,0.14999999999999997,0.14999999999999997,0.0,-0.26515409294515846,-1.1073915338828118,-6.049090006854385e-05,-0.004019651748239983,-0.005555093288421631,1.4924444258213043e-05,4.3493509292336086e-05,5.746090319007531e-05,0.14999999999999997,0.14999999999999997,0.0,-0.26515409294515846,-1.1073915338828118,-6.049090006854385e-05,-0.004019651748239983,-0.005555093288421631,1.4924444258213043e-05,4.3493509292336086e-05,5.7460903190073576e-05
no_body_in_g,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1979940176010132,-0.8139884597191267,-0.0009617918520234527,0.04735279418528081,0.024155037105083467,-0.0005206875503063202,-0.0034198045730589044,0.0008079041726887226,0.07499999999999996,0.07499999999999996,0.0,-0.25798652581870557,-1.1412340625294946,-0.0008861108020937541,0.042336324322968716,0.02357503934763372,0.00018327105790376386,-0.006337189674377353,0.001342677051434293,0.07499999999999996,0.07499999999999996,0.0,-0.25798652581870557,-1.1412340625294946,-0.0008861108020937541,0.042336324322968716,0.02357503934763372,0.00018327105790376386,-0.006337189674377353,0.0013426770514342948
no_body_in_g,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19779141843318943,-0.8139884597191269,0.0021353111078497022,0.0677839580923319,0.03474325463175773,0.00032141804695129395,0.0007018566131589132,0.0004854278173297647,0.0,0.0,0.0,-0.29054956771433355,-1.2541830026727374,0.0027602365036727868,0.07900075949728488,0.04033406050875783,0.00021857898682355742,0.00046041309833499966,0.0007635356887476519,0.0,0.0,0.0,-0.29054956771433355,-1.2541830026727374,0.0027602365036727868,0.07900075949728488,0.04033406050875783,0.00021857898682355742,0.00046041309833499966,0.0007635356887476519
no_body_in_g,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17494633048772812,-0.8139884597191265,-7.413326529785973e-05,-0.010964120924472798,-0.006087999790906906,9.062141180037064e-06,-0.0006861805915834296,0.0005653726402670145,-0.0875,-0.0875,0.2375,-0.26340080378577113,-1.4262432803748322,0.00014486951113212854,-0.0001644296571612358,-0.0015549437142908656,1.4726631343366103e-05,-0.002297446131706238,0.0008286173717351637,-0.0875,-0.0875,0.2375,-0.26340080378577113,-1.4262432803748322,0.00014486951113212854,-0.0001644296571612358,-0.0015549437142908656,1.4726631343366103e-05,-0.002297446131706238,0.0008286173717351672
no_body_in_g,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18501921817660333,-0.8139884597191267,0.0016336446627974507,0.00695753432810306,0.002505207434296608,-0.0016036450862884494,-0.0029554486274721015,0.0002860795473679893,0.0,0.0,0.0,-0.2546207863837481,-1.2545852811468077,0.0026833388314116725,-0.010399226192384953,-0.004924175329506397,3.5748444497583215e-05,-0.0036675184965133667,0.0010281422873958945,0.0,0.0,0.0,-0.2546207863837481,-1.2545852811468077,0.0026833388314116725,-0.010399226192384953,-0.004924175329506397,3.5748444497583215e-05,-0.0036675184965133667,0.0010281422873958945
no_body_in_g,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1927124291658402,-0.8139884597191268,-0.0002913078467827292,0.011410538852214797,0.0037673860788345337,-0.00276098996400833,-0.007956790924072088,0.00014215493574738433,0.0,0.0,0.0,-0.2985311625525355,-1.256149508557031,0.00015608976245857706,-0.006869399640709151,-0.006977004371583467,-0.0013051385991275297,-0.020597136020660045,0.0013597764133010063,0.0,0.0,0.0,-0.2985311625525355,-1.256149508557031,0.00015608976245857706,-0.006869399640709151,-0.006977004371583467,-0.0013051385991275297,-0.020597136020660045,0.0013597764133010046
no_body_in_g,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19754830449819571,-0.8143332532510317,0.0015975641203112905,0.016515815258026117,0.007265022397041319,0.009362810477614399,0.018427705764770597,0.003778251260519028,-0.26249999999999996,-0.26249999999999996,0.0,-0.3292717542499304,-1.3893865404989079,0.0026654343091649935,0.04287176597863436,0.021734394505620005,-0.0019208633340895148,0.0036572277545929843,0.00018953617545776,-0.26249999999999996,-0.26249999999999996,0.0,-0.3292717542499304,-1.3893865404989079,0.0026654343091649935,0.04287176597863436,0.021734394505620005,-0.0019208633340895148,0.0036572277545929843,0.00018953617545775653
no_body_in_g,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18827115148305895,-0.8139884597191268,0.0025435572490096134,0.0013711400330066702,0.00031180307269096375,-0.02536828853189945,-0.003831839561462491,-0.007592938002198936,0.0,0.0,0.0,-0.26800267565995456,-1.2541830026727334,0.005403393716551366,1.5182979404927688e-05,-0.0004465710371732712,0.00688942419365049,-0.012370806932449518,0.0029525905381888144,0.0,0.0,0.0,-0.26800267565995456,-1.2541830026727334,0.005403393716551366,1.5182979404927688e-05,-0.0004465710371732712,0.00688942419365049,-0.012370806932449518,0.002952590538188811
no_body_in_g,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11434044912457467,-0.8139884597191271,0.0011226330883800997,-0.00461811348795893,-0.003073135763406759,-0.0057268571108579636,-0.014685297012329013,-0.0015167503617703922,0.0,0.0,0.0,-0.13488986231386663,-1.2541830026727419,0.00113003994920291,-0.007054495438933384,-0.003951455838978296,0.0003941361792385578,-0.01128435730934152,0.0004738953255582594,0.0,0.0,0.0,-0.13488986231386663,-1.2541830026727419,0.00113003994920291,-0.007054495438933384,-0.003951455838978296,0.0003941361792385578,-0.01128435730934152,0.00047389532555826286
no_body_in_g,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19125885963439937,-0.813988459719127,0.0006389505288097999,0.0014022670686244798,-0.001105168461799616,-0.029453536123037347,-0.014836597442626775,-0.000601545674726367,0.0,0.0,0.0,-0.28585223089903594,-1.2541830026727343,0.002527399582322686,0.007844728417694569,0.005420463439077136,-0.009680564980953932,-0.008283022046089439,0.0007365452591329823,0.0,0.0,0.0,-0.28585223089903594,-1.254183002672734,0.002527399582322686,0.007844728417694569,0.005420463439077136,-0.009680564980953932,-0.008283022046089439,0.0007365452591329771
no_body_in_g,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1963483497500419,-0.8139884597191267,-0.000146772671723739,0.005097057670354843,0.0017817396670579966,-0.00484891980886459,-0.00963571071624747,-0.0007952076848596334,0.0,0.0,0.0,-0.30127362310886385,-1.2542932787268422,0.0001571757093188353,-0.004561142157763237,-0.0014593477360904245,0.00355097400024533,-0.001912361383437755,0.0010093600023537881,0.0,0.0,0.0,-0.30127362310886385,-1.2542932787268422,0.0001571757093188353,-0.004561142157763237,-0.0014593477360904245,0.00355097400024533,-0.001912361383437755,0.0010093600023537846
no_body_in_g,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1927946597337723,-0.813988459719127,0.00017254695412702824,0.01015874296426772,0.00392989218235016,-0.026973871141672136,-0.028802776336669833,-0.005655862134881317,0.0,0.0,0.0,-0.2569872513413429,-1.2539046694565719,0.0014968726463848725,0.0161626604385674,0.008481840416789059,9.88777726888615e-05,-0.014370709657669067,0.0011067849001847197,0.0,0.0,0.0,-0.2569872513413429,-1.2539046694565719,0.0014968726463848725,0.0161626604385674,0.008481840416789059,9.88777726888615e-05,-0.014370709657669067,0.001106784900184725
no_body_in_g,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1937593802809715,-0.8139884597191273,0.0010168373933993275,0.03241123594343662,0.018545828759670258,-1.2315809726715088e-05,-0.0005325794219968039,0.0009214523248374483,0.0,0.0,0.0,-0.26465180292725554,-1.2541830026727394,0.0018583475932246064,0.0353315694257617,0.020944898272864526,2.0059756934642792e-05,-0.0015449255704877984,0.0014640750800026577,0.0,0.0,0.0,-0.26465180292725554,-1.2541830026727396,0.0018583475932246064,0.0353315694257617,0.020944898272864526,2.0059756934642792e-05,-0.0015449255704877984,0.0014640750800026595
no_body_in_g,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19774689823389052,-0.8139884597191269,0.001204721524845808,0.03206877559423449,0.013922974467277527,-2.802088856697013e-05,-0.0008046627044677734,0.00028094234876334737,0.0,0.0,0.0,-0.286364920809865,-1.2545852811468106,0.004842492128955201,0.031434854306280624,0.014169840980321174,1.6606971621514754e-05,-0.003514283895492465,0.0006967443157918762,0.0,0.0,0.0,-0.286364920809865,-1.2545852811468103,0.004842492128955201,0.031434854306280624,0.014169840980321174,1.6606971621514754e-05,-0.003514283895492465,0.000696744315791871
no_body_in_g,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1835198886692524,-0.8139884597191266,0.0012113396776840084,0.018246765434741963,0.005525102838873863,0.024911380559206005,0.09255632162094107,0.011151076294481754,0.04999999999999999,0.04999999999999999,0.0,-0.2626648388803005,-1.2399447705169606,0.0015377278701635064,-0.002018592320382595,-0.0017731237225234453,-7.993783801794191e-05,0.05231071114540109,-0.00032442616065964103,0.04999999999999999,0.04999999999999999,0.0,-0.2626648388803005,-1.2399447705169606,0.0015377278701635064,-0.002018592320382595,-0.0017731237225234453,-7.993783801794191e-05,0.05231071114540109,-0.00032442616065964103
no_body_in_g,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17375467568635938,-0.8139884597191265,0.0014806960825808346,0.003801859170198457,-0.002049151435494445,-9.198486804962852e-06,-0.00023036003112819614,0.00012215147726237635,0.0,0.0,0.0,-0.23692291788756847,-1.2541830026727339,0.002736412611557172,-0.012593202292919159,-0.00838190438225865,1.0823830962174152e-06,-0.0005871862173081333,0.0002534022263716903,0.0,0.0,0.0,-0.23692291788756847,-1.2541830026727339,0.002736412611557172,-0.012593202292919159,-0.00838190438225865,1.0823830962174152e-06,-0.0005871862173081333,0.000253402226371692
no_body_in_g,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1045244352892041,-0.8139884597191267,0.0024384329561144107,-0.007080480456352248,-0.0035963444039225634,-0.000922530144453048,-0.0038156509399414062,-1.7743930220602555e-05,0.0,0.0,0.012499999999999956,-0.10148235419765114,-1.2860223385506857,0.0032642932201270014,-0.007400617748498914,-0.0038878151215612916,-6.23270869255059e-05,-0.004076224565506159,0.0002160734758945189,0.0,0.0,0.012499999999999956,-0.10148235419765114,-1.2860223385506855,0.0032642932201270014,-0.007400617748498914,-0.0038878151215612916,-6.23270869255059e-05,-0.004076224565506159,0.00021607347589452236
no_body_in_g,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19713306576013567,-0.8139884597191271,-0.0006217385642230504,0.037786888331174856,0.017012943327426908,-0.026755783334374436,-0.005614900588989169,-0.0006120280595496297,0.0,0.0,0.0,-0.2725218579173089,-1.2587545839588192,-0.0010782322380691756,0.03228394845500587,0.016158465389162296,0.006786524690687662,-0.021674931049346924,0.003826873368234375,0.0,0.0,0.0,-0.2725218579173089,-1.2587545839588192,-0.0010782322380691756,0.03228394845500587,0.016158465389162296,0.006786524690687662,-0.021674931049346924,0.003826873368234368
no_body_in_g,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19782098531723025,-0.8139884597191267,0.004631915129721165,0.02719169184565544,0.01431041620671749,0.00044792778789996823,-0.0021328091621399814,0.0009886125102639195,0.0,0.0,0.0,-0.29530634395778177,-1.254183002672736,0.007986828684806827,0.027516004256904127,0.01453522332012653,0.003092599380761382,-0.005018624663352789,0.0018172674230299887,0.0,0.0,0.0,-0.29530634395778177,-1.254183002672736,0.007986828684806827,0.027516004256904134,0.01453522332012653,0.003092599380761382,-0.005018624663352789,0.0018172674230299835
no_conative,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18022159710526464,-0.8129120804914873,0.001047383924014867,0.0019500158727168981,-0.0009135428816079982,-0.020494532957673076,-0.006696760654449463,0.008540155948139727,0.0,0.0,-0.3125,-0.25302684865891933,-1.2574420041333754,0.0027562433533603334,-0.007795289717614645,-0.0033115631900727804,-0.019222568068653342,-0.018213704228401184,0.0005992348102154205,0.0,0.0,-0.3125,-0.25302684865891933,-1.2574420041333754,0.0027562433533603334,-0.007795289717614645,-0.0033115631900727804,-0.019222568068653342,-0.018213704228401184,0.0005992348102154127
no_conative,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08865820541977883,-0.8139884597191278,-8.677170844748582e-05,-0.0014646314084529877,5.038082599639979e-06,-0.05702565684914587,-0.0418131947517395,-0.009912800323218111,0.0,0.0,0.0,-0.07221380567643791,-1.2541830026727396,2.601759770186514e-05,-7.618144154548641e-05,0.00027816593647003165,-0.0014815958216786301,-0.09370640516281092,0.0015777329506818198,0.0,0.0,0.0,-0.07221380567643793,-1.2541830026727396,2.601759770186514e-05,-7.618144154548619e-05,0.00027816593647003165,-0.0014815958216786301,-0.09370640516281092,0.0015777329506818233
no_conative,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,-0.19502491876482964,-0.8227926977873016,-0.00025225045974366315,0.007315118610858928,-0.007165015488862975,-0.004029475897550587,-0.006059432029724476,0.0019251801539212458,-0.6875,-0.6875,0.0,-0.3912782097235322,-1.6698035182783388,0.00018023573938989994,0.027067332156002516,-0.005068150442093605,0.002078927215188743,-0.00018926560878762544,0.0007018377829808731,-0.6875,-0.6875,0.0,-0.3912782097235322,-1.6698035182783388,0.00018023573938989994,0.027067332156002516,-0.005068150442093605,0.002078927215188743,-0.00018926560878762544,0.0007018377829808783
no_conative,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10454717501997948,-0.8139884597191271,0.0009038744494318934,-0.015505310148000717,-0.00843918975442648,0.03061593435704707,-0.1013906240463256,0.07651172196492552,0.0,0.0,0.0,-0.08523766100406648,-1.2543726147139838,-0.0010898138629272525,-0.003990781679749488,-0.002124362811446189,0.03203025180846453,-0.03244898021221143,-0.024097799498122182,0.0,0.0,0.0,-0.08523766100406643,-1.2543726147139838,-0.0010898138629272525,-0.003990781679749485,-0.0021243628114461927,0.03203025180846453,-0.03244898021221143,-0.024097799498122185
no_conative,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14013168029487133,-0.8132177709588697,-0.0002207078272476789,-0.011191406100988385,-0.003999380767345427,-0.004012108221650122,-0.019038951396942227,0.015768677787855265,0.0,0.0,0.0,-0.13246358442120254,-1.2639371060797309,0.0016800270284875306,-0.0011660581454634722,-0.0030372767243534333,0.006816657911986108,0.06226140856742868,0.002153986156918107,0.0,0.0,0.0,-0.13246358442120254,-1.2639371060797306,0.0016800270284875306,-0.0011660581454634722,-0.00303727672435343,0.006816657911986108,0.06226140856742868,0.002153986156918107
no_conative,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11903249919414519,-0.8139884597191265,0.001433486677706243,0.005260189622640632,-0.0014447223395109288,-0.009507819265127171,-0.018112266063690097,0.015281170140951872,0.0,0.0,0.0,-0.12241905243135988,-1.2543619560715527,0.0009042194549692753,-0.0006879271939396747,-0.00313745010644198,-0.018326624017208804,-0.1044473767280576,-0.007849904720205816,0.0,0.0,0.0,-0.12241905243135989,-1.2543619560715527,0.0009042194549692753,-0.0006879271939396747,-0.00313745010644198,-0.018326624017208804,-0.1044473767280576,-0.007849904720205816
no_conative,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16841210871934892,-0.812912080491487,0.0009165766474325213,-0.047571055591106415,-0.021293113380670553,-0.002181687951087953,-0.01156737804412833,0.0007090730592608473,0.0,0.0,0.22499999999999998,-0.20747937159612778,-1.454571451000723,0.006071327053359709,-0.07836545314639806,-0.03626190489158034,-0.001076390314847235,0.019118195772170665,-0.0027551441569812606,0.0,0.0,0.22499999999999998,-0.20747937159612778,-1.454571451000723,0.006071327053359708,-0.07836545314639806,-0.03626190489158034,-0.001076390314847235,0.019118195772170665,-0.0027551441569812554
no_conative,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1803068548440933,-0.8261906867507154,0.001125988934654743,0.020478605479001988,0.003693600371479991,-0.0016354143619537326,-0.0057826161384579855,0.005762446485459805,0.0,0.0,0.5875,-0.360039789788425,-1.7913500209357136,0.006068569325725548,0.009418552182614809,-0.008052367251366377,0.000331714563071725,0.023184770345687777,0.002812976780114695,0.0,0.0,0.5875,-0.360039789788425,-1.7913500209357134,0.006068569325725548,0.009418552182614809,-0.008052367251366377,0.000331714563071725,0.023184770345687777,0.002812976780114697
no_conative,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19418849125504495,-0.8138392084691267,0.00012362890702206572,0.03328109160065651,0.012342054396867752,0.01403347440063954,0.003110456466674627,0.010739466035738589,-0.41250000000000003,-0.41250000000000003,0.0,-0.34820139165967706,-1.4688629262606558,0.000690092859440483,0.07453608438372611,0.0265009818598628,0.025929211545735596,0.018528124690055936,0.005222586489981041,-0.41250000000000003,-0.41250000000000003,0.0,-0.34820139165967706,-1.4688629262606558,0.000690092859440483,0.07453608438372611,0.0265009818598628,0.025929211545735596,0.018528124690055936,0.005222586489981043
no_conative,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18945229947566988,-0.8132177709588692,0.0004156045790296046,0.016629453748464584,0.003185934200882923,-0.03189778737723827,-0.019911241531371804,-0.0011580804828554385,0.26249999999999996,0.26249999999999996,0.0,-0.29236309155821805,-1.2316732967134905,0.0010415551849291662,0.02418674435466528,0.007932711672037837,-0.002159636002033949,-0.05000774264335606,0.002766811271430924,0.26249999999999996,0.26249999999999996,0.0,-0.29236309155821805,-1.2316732967134905,0.0010415551849291662,0.02418674435466528,0.007932711672037837,-0.002159636002033949,-0.05000774264335606,0.0027668112714309204
no_conative,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18271948397159576,-0.8148999036224726,0.0005367832258343641,0.014255400002002733,0.004325148090720175,0.0010467097163200378,-0.0023379445075990546,0.0016008335165679476,0.0,0.0,0.0,-0.23760429285466667,-1.2624254292518473,0.013031458435580137,0.018206699565052997,0.007098260894417764,0.006605770066380495,-0.02721736431121835,0.01440274488995783,0.0,0.0,0.0,-0.23760429285466667,-1.2624254292518473,0.013031458435580137,0.018206699565052997,0.007098260894417764,0.006605770066380495,-0.02721736431121835,0.014402744889957825
no_conative,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17819417715072627,-0.8143332532510319,0.0008444754057563841,-0.021911129355430603,-0.011882103234529484,-0.006374049559235574,-0.014539289474487571,0.004082278860732912,0.0,0.0,-0.16249999999999998,-0.1967351995408535,-1.1574977197577185,0.004156916979991366,-0.02610997185111044,-0.014784583169966947,-0.0015212358906865134,-0.03026984333992022,0.00012042641465086559,0.0,0.0,-0.16249999999999992,-0.1967351995408535,-1.1574977197577185,0.004156916979991366,-0.02610997185111044,-0.014784583169966947,-0.0015212358906865134,-0.03026984333992022,0.00012042641465086212
no_conative,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18242442905902867,-0.8130572575745882,-0.0001420443761162458,0.02836305424571038,0.012781861238181591,-2.0806491374970176e-05,-0.00016367435455322266,8.255215361714294e-05,0.0,0.0,0.0,-0.2377923063933849,-1.2446418466860525,0.0016536115232156593,0.03627313803881407,0.016639860346913338,2.8842315077780983e-05,0.001966449618339805,-0.0007704956631641828,0.0,0.0,0.0,-0.2377923063933849,-1.2446418466860525,0.0016536115232156576,0.03627313803881407,0.016639860346913338,2.8842315077780983e-05,0.001966449618339805,-0.0007704956631641863
