cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
no_body_in_g,25,actual,bottom,200,0.1142205960676074,0.08827635385096073,0.23901765704154967,1.5361528027057647,0.0,0.0,0.0,0.4201905285567045,-0.3423258797083944
no_body_in_g,25,actual,mid,200,0.11784958004951478,0.1309583178907633,0.21537465635687114,1.5439944124221803,0.0,0.0,0.0,0.5603319123387337,0.280487866573359
no_body_in_g,25,actual,top,200,0.05472106831148267,0.05471151453442871,0.09708136275410652,1.5923237591981887,0.0,0.0,0.0,0.7427783347666264,1.1571583550293956
no_body_in_g,25,mean,bottom,200,0.11655532788485289,0.08827635385096073,0.24376352414488792,1.533376985192299,0.003929861783981323,0.00704603224992752,0.0001496042762300931,0.4201905285567045,-0.3423258797083944
no_body_in_g,25,mean,mid,200,0.11416731607168913,0.1309583178907633,0.20640980549156665,1.5480339324474335,0.005566181875765324,0.011544015519320964,0.0004412721096377936,0.5603319123387337,0.280487866573359
no_body_in_g,25,mean,top,200,0.04886660965159535,0.05471151453442871,0.08717941209673881,1.5951479482650757,0.006849528327584267,0.011649029329419136,0.0003523578102021929,0.7427783347666264,1.1571583550293956
no_body_in_g,25,random,bottom,200,0.11197519913315773,0.08827635385096073,0.23308579497039317,1.5390878999233246,0.011209147535264492,0.020318144783377647,0.0010324819505251525,0.4201905285567045,-0.3423258797083944
no_body_in_g,25,random,mid,200,0.11405250480398536,0.1309583178907633,0.20841998893767597,1.5470832580327987,0.00932891907170415,0.01935512848198414,0.0011579388218888199,0.5603319123387337,0.280487866573359
no_body_in_g,25,random,top,200,0.05304972915910185,0.05471151453442871,0.09413318570703268,1.5927234983444214,0.010976992910727859,0.01873969253152609,0.0008096602005844034,0.7427783347666264,1.1571583550293956
no_body_in_g,25,shuffled,bottom,200,0.11169828560203314,0.08827635385096073,0.2345010245591402,1.538605813384056,0.006938620060682296,0.012973472401499748,0.0003966203853224215,0.4201905285567045,-0.3423258797083944
no_body_in_g,25,shuffled,mid,200,0.11705968759953976,0.1309583178907633,0.21300874501466752,1.5451659685373307,0.00580905593931675,0.011930596716701984,0.00046786811140009377,0.5603319123387337,0.280487866573359
no_body_in_g,25,shuffled,top,200,0.05375929251313209,0.05471151453442871,0.09537989217787982,1.592699392437935,0.007309413384646178,0.012441914044320584,0.0003706613771453249,0.7427783347666264,1.1571583550293956
no_body_in_g,25,zero,bottom,200,0.06441814484074712,0.08827635385096073,0.13285669326782226,1.5859652024507522,0.049802451226860285,0.10616096377372741,0.014497633774299174,0.4201905285567045,-0.3423258797083944
no_body_in_g,25,zero,mid,200,0.125264303162694,0.1309583178907633,0.24637650907039643,1.5305602478981017,0.02479133002460003,0.05501057054847479,0.007513634553179145,0.5603319123387337,0.280487866573359
no_body_in_g,25,zero,top,200,0.09698582261800766,0.05471151453442871,0.16857982911169528,1.56585484623909,0.042264754306524994,0.07149846635758877,0.008342188560636715,0.7427783347666264,1.1571583550293956
