valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,12729,0.038145204311370924,1.5933819672366287,0.23270438999459714,0.1375438792977688,0.20627626239017247,0.20687546424104708,0.21660000416772496
mid,2994,0.041590206857594,1.5601658937368859,0.29723311807903036,0.10788589012706447,0.19532151558575186,0.19438144029102566,0.2051780369274602
bottom,277,0.03994007645316072,1.5652999593893113,0.303375019816285,0.12007913187092392,0.19068277958067745,0.1895571599045385,0.19630591081798293
