valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,11812,0.05082511416293587,1.5923456612922682,0.2345925393690003,0.13612757266561862,0.20629903019519125,0.2062387567731311,0.21674210090370571
mid,3625,0.054148536361497024,1.5514646123688796,0.31003026509284975,0.10398326333021296,0.19117635295719937,0.19219350373744964,0.20261661483912632
bottom,563,0.0551105656960506,1.570391230218999,0.299370432037655,0.12786433484478066,0.1885089831390347,0.1868058127048384,0.19745043663847298
