valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BL,RIGHT,1,-0.004088848829269409,-0.016630060468157848,0.43779969215393066,0.43371084332466125,-0.08232294644910443,-0.07164791971445084
bottom,BL,UP,1,-0.003145456314086914,-0.012711650974509797,0.45104894042015076,0.44790348410606384,-0.009720749626144054,-0.002040525898337364
bottom,BM,DOWN,7,-0.005235224962234497,-0.021248042851554155,0.4480278662272862,0.4427926412650517,-0.11766023918965167,-0.11203069026981081
bottom,BM,LEFT,6,-0.003900974988937378,-0.01684454418000492,0.3819882720708847,0.3780872970819473,-0.08338469430975709,-0.0530224684625864
bottom,BM,RIGHT,21,-0.004157673035349164,-0.017533971946926404,0.40430140566258205,0.40014373262723285,-0.08679753368249872,-0.06438652408264932
bottom,BM,STAY,11,-0.0034991909157146106,-0.015463457895618439,0.36172428727149963,0.35822509635578503,-0.07654797279278866,-0.055092631415887314
bottom,BM,UP,16,-0.003209860995411873,-0.013189636272858908,0.450512170791626,0.4473023097962141,-0.012662649938523885,-0.012407815869664773
bottom,BR,DOWN,69,-0.004229411374831545,-0.019568700238952418,0.336817417671715,0.33258800629688345,-0.10653461427012499,-0.11869265517030937
bottom,BR,LEFT,67,-0.003741286138990032,-0.017524284296922463,0.3398658548718068,0.33612456873281676,-0.08674957739911542,-0.07785967262044771
bottom,BR,RIGHT,150,-0.0036468380689620972,-0.017221772316957137,0.3276705205440521,0.32402368247509,-0.08525206765917298,-0.07876398739715418
bottom,BR,STAY,99,-0.003581849312541461,-0.01634244860607006,0.34003128803739646,0.336449438724855,-0.08089919600838195,-0.07617543690433407
bottom,BR,UP,112,-0.0031469554773398806,-0.014399348049856157,0.3391809011144297,0.3360339456370899,-0.025806331099056133,-0.03124285753749843
mid,ML,DOWN,25,-0.0016135478019714356,-0.006488564572449418,0.4855509340763092,0.48393738627433774,-0.07451062732474079,-0.060949737988412384
mid,ML,LEFT,20,-0.0012171909213066102,-0.004878587466396623,0.48837472647428515,0.4871575355529785,-0.02415022455946183,-0.013320541102439165
mid,ML,RIGHT,30,-0.0007708430290222168,-0.003091075167009104,0.4792447825272878,0.4784739394982656,-0.015301592915496752,-0.009399682531754177
mid,ML,STAY,16,-0.0007048975676298141,-0.0028242814936029095,0.4885979238897562,0.4878930263221264,-0.013980897700297052,-0.008822015020996332
mid,ML,UP,27,0.000578691562016805,0.0023219326557060685,0.4811932897126233,0.4817719812746401,0.0518603356835782,0.03275815535474707
mid,MM,DOWN,179,-0.001652214780200127,-0.006677092535354768,0.49655578339566064,0.49490356861546053,-0.075623637398446,-0.059355977839431286
mid,MM,LEFT,174,-0.0005077824167821599,-0.0020339615746889574,0.49388887330718423,0.4933810908904021,-0.010068617015149255,-0.003872473531498991
mid,MM,RIGHT,348,-0.0005769683369274797,-0.002327493880469259,0.49679774542649585,0.4962207770895684,-0.011521675128563958,-0.0014548014298124217
mid,MM,STAY,243,-0.0004418105990798385,-0.0017742512750082715,0.49426656201052566,0.49382475141144583,-0.008782986266311556,0.00030571977328125834
mid,MM,UP,276,0.0009627942589746006,0.003852097356444434,0.4954313807513403,0.4963941750103149,0.05719280913369051,0.049855839768154685
mid,MR,DOWN,331,-0.0013813425046799767,-0.006427137291704485,0.5249152049827431,0.5235338624780632,-0.07511541380457215,-0.062010270337999045
mid,MR,LEFT,309,-0.00020455364077608178,-0.0010729478091533883,0.5129331044105264,0.5127285507697503,-0.00531135922233977,-0.0014756791019348073
mid,MR,RIGHT,650,-0.00010257647587702824,-0.0005819503450273306,0.5141603775437061,0.5140578010678292,-0.002880799332116304,0.00042638057699570287
mid,MR,STAY,480,5.322111149628957e-05,5.101596298677575e-06,0.51176625493293,0.5118194760444263,2.5254173892221717e-05,0.0027379748586099594
mid,MR,UP,509,0.0010176728422843168,0.004322288257416615,0.5174482948419388,0.518465967684223,0.057509465083149136,0.043338616589936915
top,TL,DOWN,9,0.0029332240422566733,0.012002209019204214,0.549190104007721,0.5521233280499777,0.01887565490479962,0.012741465638909075
top,TL,LEFT,7,0.004106479031699044,0.016855038440411373,0.5725266422544207,0.5766331212861198,0.08343664351578177,0.07111576252749988
top,TL,RIGHT,18,0.0037816696696811253,0.015842801005697484,0.5906490700112449,0.594430739680926,0.07842581578660507,0.07672690144843525
top,TL,STAY,19,0.004248490459040592,0.017747574783682708,0.5939386361523679,0.5981871266114084,0.08785492099178331,0.08716841473391182
top,TL,UP,15,0.004068501790364583,0.01656389241716128,0.5571015278498331,0.5611700296401978,0.0898020390515228,0.09257713208595912
top,TM,DOWN,120,0.002583610266447067,0.011596451677288365,0.6370901179810365,0.6396737282474836,0.01939141296889711,0.013672782092665632
top,TM,LEFT,119,0.003116191936140301,0.01382154194870932,0.6201016845322457,0.623217876468386,0.06842007940177304,0.06435501940172761
top,TM,RIGHT,252,0.0031844297098735023,0.01412161679365867,0.6240543587103723,0.6272387884202457,0.06990552471562435,0.06567124781080537
top,TM,STAY,173,0.0032655867193475624,0.0147743438274973,0.6372212846844183,0.6404868714037658,0.0731366863073376,0.06983555853366852
top,TM,UP,191,0.003569423060142557,0.015646105318703953,0.6188887931913606,0.6224582162515031,0.08335378974708874,0.08558867467050466
top,TR,DOWN,1400,0.0019963912878717695,0.010641748394695425,0.7424924343079329,0.7444888255958046,0.019627383368318804,0.0178449559015488
top,TR,LEFT,1418,0.0024546850761674524,0.01287815040067654,0.7271536836145795,0.729608368690747,0.0637500559801539,0.06207065912073922
top,TR,RIGHT,3187,0.002362741949343554,0.012701459581512206,0.7391442869818244,0.7415070289311679,0.06287539236290697,0.06117069191563258
top,TR,STAY,2171,0.002487108077062873,0.013511748768639965,0.7443928918438757,0.7468799999209386,0.06688652590556184,0.06511324032315773
top,TR,UP,2644,0.0025156589165758257,0.013534535275561125,0.7411412909097191,0.743656949826295,0.06958957978676422,0.072774264383103
