valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BL,DOWN,3,-0.0049239397048950195,-0.019999016574065862,0.4463292062282562,0.4414052665233612,-0.11502696736663247,-0.11761593570311864
bottom,BL,LEFT,5,-0.004684364795684815,-0.018914740373750058,0.455897730588913,0.4512133657932281,-0.0936326817252652,-0.05784338116645813
bottom,BL,RIGHT,7,-0.004436999559402466,-0.018055864797621213,0.44057766028812956,0.4361406607287271,-0.0893810334407938,-0.05552459454962185
bottom,BL,STAY,1,-0.003915220499038696,-0.015843284557112952,0.44832223653793335,0.44440701603889465,-0.07842820948669754,-0.03563002869486809
bottom,BL,UP,5,-0.0035131752490997316,-0.01426088146826487,0.44495806097984314,0.4414448857307434,-0.01923223935109573,-0.03383005280047655
bottom,BM,DOWN,9,-0.005114843448003133,-0.02067056511187555,0.4541095263428158,0.4489946828948127,-0.11690080899943599,-0.09662969907124837
bottom,BM,LEFT,10,-0.004329824447631836,-0.01753009841503824,0.45526228845119476,0.4509324640035629,-0.08677835873368786,-0.04719652887433767
bottom,BM,RIGHT,21,-0.004416833321253459,-0.017991928052173936,0.43964130254018874,0.43522446921893526,-0.08906453060656394,-0.04236765170381183
bottom,BM,STAY,19,-0.00405227824261314,-0.01641835327427684,0.45436488797790126,0.45031260973528814,-0.0812749430447796,-0.03398784906848481
bottom,BM,UP,21,-0.00358017711412339,-0.01458838903804646,0.440319109530676,0.4367389324165526,-0.021714196109053428,-0.023077213604535376
bottom,BR,DOWN,34,-0.004203888423302595,-0.019800925998193546,0.3427394895869143,0.3385356011636117,-0.10753359146305877,-0.12482979017145493
bottom,BR,LEFT,33,-0.0037353734175364175,-0.01760208019846333,0.35468377353567065,0.3509484001181342,-0.08713468651214429,-0.06805862825025212
bottom,BR,RIGHT,92,-0.004042434141687725,-0.01849052897899435,0.38794058755688043,0.38389815341519273,-0.09153272953324275,-0.07617048979939325
bottom,BR,STAY,57,-0.003446654008145918,-0.016641751738490636,0.34316105826904897,0.33971440426090305,-0.0823808211527695,-0.06370037735292786
bottom,BR,UP,64,-0.0031727950554341078,-0.01489884853784655,0.3802032715175301,0.377030476462096,-0.027884981027409026,-0.040593588826595806
mid,ML,DOWN,24,-0.0013638536135355632,-0.0058619887926044155,0.5588020570576191,0.5574382034440836,-0.07398907458400865,-0.05048139664965371
mid,ML,LEFT,16,-0.0003898255527019501,-0.0018648732863579135,0.5737819690257311,0.5733921434730291,-0.009231587821413022,-0.003851365647278726
mid,ML,RIGHT,33,-0.00043667717413468796,-0.0018838222022362122,0.5475805329554009,0.5471438557812662,-0.009325389680408323,-0.002416923585714716
mid,ML,STAY,26,0.00018527874579796425,0.000759630399300716,0.5643364225442593,0.5645217012900573,0.003760359909844133,0.0052707262981969575
mid,ML,UP,34,0.0009598749525406782,0.0039030551593122083,0.5409293718197766,0.5418892467723173,0.055733521797833,0.030343670617131627
mid,MM,DOWN,225,-0.0016953741179572212,-0.00685256716633527,0.4969289645883772,0.49523359047042,-0.07629417729111326,-0.047080032171474565
mid,MM,LEFT,189,-0.00033382401264533794,-0.0013340912901109675,0.5025968912732665,0.5022630672606211,-0.006604084575898573,0.00527702026542217
mid,MM,RIGHT,359,-0.0004360291453125085,-0.0017687898831725104,0.5000862147980746,0.4996501856527621,-0.008755951014786536,0.006488011112244681
mid,MM,STAY,253,-4.7159878161584906e-05,-0.0001735741576036442,0.49500795480290893,0.4949607949247473,-0.0008592353653020733,0.01449372134035225
mid,MM,UP,302,0.0008488235292055749,0.0034103146491182143,0.4939220521031626,0.49477087563236816,0.05559950495519816,0.034319085582461675
mid,MR,DOWN,380,-0.001154778662480806,-0.005198875442569104,0.5603266630125673,0.5591718843500865,-0.0718187572033298,-0.0547319274934891
mid,MR,LEFT,350,-0.0001349008083343506,-0.0007250152730738045,0.5402417760235922,0.5401068752152579,-0.0035890064028522,0.0007216155928160464
mid,MR,RIGHT,832,-2.9132593996249714e-05,-0.00036618903340587377,0.5516605815814378,0.5516314489874415,-0.0018127270339781455,0.0018893701523596134
mid,MR,STAY,627,0.00011881102215160023,0.00032371432837323795,0.5622960332858316,0.5624148443079832,0.0016024666519104864,0.006890046802398406
mid,MR,UP,658,0.0010857434665903132,0.004620466185351367,0.5332661463813941,0.5343518898479844,0.05819287593611177,0.03838444871425991
top,TL,DOWN,13,0.002047944527405959,0.00932046217022022,0.6626553627160879,0.6647033072434939,0.003211094550941903,0.004055341777320092
top,TL,LEFT,11,0.00285472111268477,0.012842648219451802,0.6634086478840221,0.6662633689967069,0.06357431132971275,0.06732388992201198
top,TL,RIGHT,18,0.0032728446854485404,0.013785112321222474,0.5913007391823663,0.5945735838678148,0.06823974366105207,0.060645274300542146
top,TL,STAY,12,0.0034313201904296875,0.014723022405580372,0.6120109607776006,0.6154422809680303,0.07288263247053715,0.06952102668583393
top,TL,UP,15,0.00363162358601888,0.01563339162070305,0.6147154132525127,0.6183470368385315,0.08419625009012367,0.08784874056776365
top,TM,DOWN,137,0.002563473734542401,0.011223754073200842,0.6082404216710668,0.6108038954056092,0.014351574539021002,0.010483606990399586
top,TM,LEFT,113,0.0031090009528978737,0.013567896882848365,0.6094251042973678,0.6125341052502657,0.06716447307286452,0.06065630273217649
top,TM,RIGHT,226,0.0031521147595042678,0.013675889857343297,0.605554974184627,0.6087070889441313,0.06769906522742994,0.061569913368738065
top,TM,STAY,167,0.00327371016233981,0.014440686095609024,0.6147123766159583,0.6179860867782981,0.0714849973283852,0.06492709998643684
top,TM,UP,181,0.0034603446886684354,0.01526270103708904,0.6217658078472917,0.6252261525359601,0.08238404488407412,0.08592990105611514
top,TR,DOWN,1395,0.0020072033969304893,0.01043923332129636,0.726536662881947,0.7285438662788774,0.016658088853392948,0.0119437178089467
top,TR,LEFT,1277,0.002422825260468545,0.012618142692363112,0.7258906968072139,0.7283135220676824,0.062462952984417654,0.05970286630304091
top,TR,RIGHT,3035,0.0023880374490527385,0.012550153657676142,0.7299139681473202,0.732302005596373,0.062126390307909146,0.05923917985642467
top,TR,STAY,2238,0.002564978723391771,0.013567120980042176,0.7309683337474743,0.7335333124708661,0.06716063216048261,0.06362078876639912
top,TR,UP,2393,0.0026176974420212724,0.01369749149494302,0.7300407575156168,0.732658454957638,0.07102109973166151,0.07922281117271515
