valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BM,DOWN,3,-0.0026089797417322793,-0.017711048813202773,0.17847943057616553,0.17587045083443323,-0.08908518494311102,-0.0935966894030571
bottom,BM,LEFT,1,-0.0020786523818969727,-0.013731500497126126,0.18700121343135834,0.18492256104946136,-0.0679743517622926,-0.08098013699054718
bottom,BM,RIGHT,7,-0.002893525574888502,-0.016072736130228134,0.2684202098420688,0.2655266842671803,-0.07956405199324733,-0.0660644748381206
bottom,BM,STAY,1,-0.004058927297592163,-0.02028542120891952,0.2786318063735962,0.27457287907600403,-0.10041789367374387,-0.09592187404632568
bottom,BM,UP,5,-0.001727619767189026,-0.011580456123561117,0.21597534120082856,0.21424772143363952,-0.015145441445316574,-0.018768755719065666
bottom,BR,DOWN,756,-0.0025518212920774227,-0.01679078815003344,0.19102089341591905,0.18846907212384165,-0.0871968257839477,-0.09275709713745132
bottom,BR,LEFT,471,-0.002480504658634749,-0.015627352153357577,0.20422802320552985,0.2017475185468951,-0.07735929023983033,-0.07499564656564638
bottom,BR,RIGHT,2003,-0.002835714455863207,-0.01608240956992676,0.2435504112483797,0.24071469679251647,-0.07961193793207548,-0.0760881872554749
bottom,BR,STAY,439,-0.0024262535765529492,-0.014884759240078475,0.21331644499491995,0.21089019141836698,-0.07368327013452691,-0.0722917647361925
bottom,BR,UP,432,-0.002192177421723803,-0.013424142646729626,0.21548314123517937,0.21329096381345558,-0.027907797637276393,-0.02498212024241824
mid,MM,DOWN,35,-0.0023257843085697717,-0.009304365535997812,0.49803126539502823,0.49570548108645845,-0.08565970871207547,-0.07595546602138452
mid,MM,LEFT,21,-0.0006644846428008307,-0.00244542598670565,0.477894399137724,0.4772299144949232,-0.01210546846382681,-0.013248925585122336
mid,MM,RIGHT,273,-0.0008401902931513803,-0.003355300903877525,0.49452435080603363,0.4936841605128823,-0.01660957620445372,-0.010611631032488831
mid,MM,STAY,23,-0.0009350362031356148,-0.0037504085798251425,0.493372856274895,0.49243782007175946,-0.018565457730618053,-0.014976595163993214
mid,MM,UP,31,0.000644714601578251,0.0027277378613799557,0.4867871980513296,0.4874319126529078,0.054320319983172126,0.04646421103708206
mid,MR,DOWN,600,-0.0015939897671341896,-0.0068346788069812165,0.4263252383843064,0.42473124861717226,-0.07341510140561863,-0.06484968978290756
mid,MR,LEFT,546,-0.00027286846722875325,-0.0009372196756783947,0.4054416916418425,0.4051688231746137,-0.004639471114350441,-0.005909944006033761
mid,MR,RIGHT,6488,-0.00045384780840279876,-0.0018991591652742848,0.463908812382549,0.4634549645741462,-0.009401311472111522,-0.00990196149382119
mid,MR,STAY,587,-8.638858084378088e-05,-0.0002784005593609138,0.4311625311941264,0.4310761426132826,-0.001378152195150018,-0.0015252895099531346
mid,MR,UP,567,0.0007977738477145133,0.003566166320328807,0.4237067273553507,0.4245045012030652,0.05828954375896408,0.051701574821215665
top,TM,RIGHT,3,0.002932945887247721,0.011735449216957886,0.507254163424174,0.5101871093114217,0.05809340015892467,0.025830720240871113
top,TR,DOWN,125,0.0022721632719039917,0.009800508972104119,0.5579331188201905,0.5602052820920944,0.0012189601280944182,-0.006401451457291841
top,TR,LEFT,76,0.003182825289274517,0.01353182550868186,0.5574950399367433,0.5606778652260178,0.06698591077541882,0.060685876070668825
top,TR,RIGHT,2214,0.002333281136032904,0.011263500041689252,0.6872691866262819,0.6896024677623147,0.055757134048724385,0.0533412175939537
top,TR,STAY,107,0.0033817419381899252,0.014723086219830272,0.567287394655085,0.570669136593275,0.07288294836698785,0.06497183036511746
top,TR,UP,106,0.003637922541150507,0.015610785511184532,0.5579799017253911,0.5616178242665417,0.08787417113078563,0.09860185653252422
