cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
no_body_in_g,1,actual,bottom,123,0.12393864704583718,0.09259073230309214,0.2602081273387118,1.5219936186705179,0.0,0.0,0.0,0.4096946122685099,-0.37080597208115657
no_body_in_g,1,actual,mid,218,0.13423148443529365,0.1311927940525593,0.2604903319013228,1.520119814150924,0.0,0.0,0.0,0.527909550508228,0.13380245404199753
no_body_in_g,1,actual,top,259,0.060732224100344886,0.053180723878982906,0.10846870283247421,1.588728235034869,0.0,0.0,0.0,0.7212545771626432,1.035942769271373
no_body_in_g,1,mean,bottom,123,0.13245310343620254,0.09259073230309214,0.27807554651082045,1.5105740684803908,0.00981379742544841,0.019436996521019354,0.0008205885810121704,0.4096946122685099,-0.37080597208115657
no_body_in_g,1,mean,mid,218,0.13554602143687938,0.1311927940525593,0.26224190857979135,1.5191968564593463,0.004440068754307721,0.01016185808619228,0.0003591616476098035,0.527909550508228,0.13380245404199753
no_body_in_g,1,mean,top,259,0.060590382981829664,0.053180723878982906,0.10812436714480743,1.5890789759205115,0.006721226218009087,0.012188990086201995,0.00036121863817924384,0.7212545771626432,1.035942769271373
no_body_in_g,1,random,bottom,123,0.13151276965693728,0.09259073230309214,0.275756258426643,1.5120344481817105,0.010747159399637362,0.020963456087965307,0.0008883638458531842,0.4096946122685099,-0.37080597208115657
no_body_in_g,1,random,mid,218,0.13481504716184162,0.1311927940525593,0.2611309615297055,1.5196891443445049,0.005422842441075439,0.012697718422347253,0.0005810120236165282,0.527909550508228,0.13380245404199753
no_body_in_g,1,random,top,259,0.06022712352423134,0.053180723878982906,0.10747666116156633,1.5892656641116933,0.008134494992296668,0.014746402019929702,0.000499905139535834,0.7212545771626432,1.035942769271373
no_body_in_g,1,shuffled,bottom,123,0.12924066682656607,0.09259073230309214,0.2713974469560918,1.514842677891739,0.01041553605620454,0.020285833778420116,0.0009159926571389472,0.4096946122685099,-0.37080597208115657
no_body_in_g,1,shuffled,mid,218,0.13495770277916838,0.1311927940525593,0.26185677791817474,1.5194335645491923,0.007145852055571495,0.016115381937781604,0.0009143682342222112,0.527909550508228,0.13380245404199753
no_body_in_g,1,shuffled,top,259,0.06241890258770652,0.053180723878982906,0.11148860432121284,1.587958446800939,0.009081934582312596,0.016428887441351608,0.0006359044469155628,0.7212545771626432,1.035942769271373
no_body_in_g,1,zero,bottom,123,0.08435788617386081,0.09259073230309214,0.17531826849875412,1.5696025776669262,0.03958076087197637,0.0848898588399577,0.009482728555889391,0.4096946122685099,-0.37080597208115657
no_body_in_g,1,zero,mid,218,0.12958941912842453,0.1311927940525593,0.26571457846722474,1.5185291373401606,0.024970579037972545,0.05344056351742613,0.00643864380934814,0.527909550508228,0.13380245404199753
no_body_in_g,1,zero,top,259,0.10517216361627615,0.053180723878982906,0.19258962065326662,1.5577920555608153,0.04443993951593127,0.0841209178207924,0.010610045646730825,0.7212545771626432,1.035942769271373
