valence_name,zone3,n,body_state,body_u,pred_UP_minus_DOWN,true_UP_minus_DOWN,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,abs_err_trend_UP,abs_err_trend_DOWN
bottom,BM,68,0.4550507677828564,-0.18067719757446296,0.006155504899866441,0.0015933247389550962,0.11919806053971543,0.09521698644203522,0.025684952509918195,0.007353516624254339
bottom,BR,165,0.35641360960223456,-0.613933421767852,0.005771268046263493,0.0014400951060767747,0.12970536730506205,0.09570874814993802,0.04179098237249436,0.011239065997528308
mid,ML,39,0.5022022823492686,0.010970201135703376,0.008263238729574742,0.002527250525892807,0.1263700272792425,0.13030369682247947,0.01566623839048239,0.02134433479454273
mid,MM,200,0.5024136571586132,0.011302165571481811,0.008946263790130615,0.0026197280678593206,0.13857129152864217,0.1331069705117085,0.015357423014938832,0.01594699755311012
mid,MR,200,0.528068575784564,0.1432392074743547,0.007905094921588897,0.0023035317564867363,0.1327058005705476,0.12989216437082307,0.013701898725703359,0.01823782831430435
top,TL,13,0.671726786173307,0.7417819324601372,0.0005967915058135986,0.001120117384341872,0.05146495195535513,0.08342723642868183,0.010582727881578298,0.043538268082416974
top,TM,200,0.6454221525788307,0.6561467599449038,0.0018038180470466613,0.0007729582954774147,0.0632629138417542,0.057509007336433465,0.006261695940047503,0.017175439439015464
top,TR,200,0.7415374058485031,1.143934693044714,0.001562478244304657,0.0005459593888094738,0.058838672544807194,0.05133452645067094,0.004755060374736786,0.01928812105790712
