valence_name,zone3,n,body_state_mean,body_u_mean,body_delta_mean,body_u_delta_mean,body_drive_mean,body_pe_mean,body_loss_mean,body_loss_tendency_mean,tendency_target_mean,tendency_pred_mean,obs_pe_mean,alpha_mean,g_norm_mean
bottom,BL,19,0.13167207570452438,-1.9577795089525671,-0.0011546596100455836,-0.009997122878473827,0.8683279242954756,0.00020064801535263062,0.0005887839937426371,0.0007709726811825883,-0.03177794851407296,-0.04834370312624072,0.17553130233366238,0.13581829792574832,3.4598321412739
bottom,BM,471,0.19899072619886662,-1.5625594033953403,-0.0025600448108402786,-0.016297101579076174,0.8010092738011334,0.00017882638502897657,0.00034418467395750144,0.0003103421779411795,-0.07564489065277144,-0.07172483520784007,0.047454626183767036,0.10466512873167698,3.480935868184278
bottom,BR,2543,0.25712730962602914,-1.223212488744219,-0.0029922565719976324,-0.016503295492266475,0.7428726903739709,5.6930640282574605e-05,0.00017639493755483308,0.00023104113468503442,-0.0771087160509016,-0.07458023260473162,0.010837464806977351,0.042680140389872966,3.48243659169853
mid,ML,35,0.1680332784141813,-1.6511476174108224,0.0009911434991019114,0.006400848613735142,0.8319667215858187,0.0001027133951148126,0.0004499189497567256,0.0006742273938349871,0.039642201867407446,0.028642516749511873,0.1606241443327495,0.11984022515160697,3.4687396594456263
mid,MM,726,0.42395632049022625,-0.35754162501292563,-0.00018778166248778667,-0.0004815505181664759,0.5760436795097738,0.0011063925210736331,0.0015111958858551964,0.0007268826381487105,0.0012547379817016637,0.008055763896721474,0.05151547135377287,0.13448029725758498,3.452814760286946
mid,MR,5519,0.488332867249779,-0.05793795584536501,-0.0005053207534749259,-0.0020759584290020567,0.511667132750221,0.00010241891388484862,0.00024342253376224225,0.0002723303634653076,-0.010384156396851607,-0.009874892727487539,0.008110322452180956,0.04810621836064929,3.4719478060184428
top,TL,9,0.2718859910964966,-1.005606329814931,0.0037733465433120728,0.019459385059159735,0.7281140089035034,0.00012075830672605055,0.0002588113037644588,0.00024369647920094748,0.09810956963445724,0.08766078535053465,0.08757363673713472,0.13845453162988028,3.453293694390191
top,TM,187,0.5071581807684771,0.024925086320174636,0.004169597663981392,0.01717995243218926,0.4928418192315229,0.0003528746418608797,0.0005703931625889295,0.0004195558163487036,0.08468026541425909,0.0757217181810392,0.05834793228715818,0.09873611862487335,3.451791559311158
top,TR,6411,0.7120679820444817,1.0026275900823385,0.002413639543376685,0.012374624746901066,0.2879320179555182,5.478850861778366e-05,0.00012174605698133734,0.00012732170749308529,0.05943845535099866,0.05838935413915952,0.007051882228006803,0.05135304373291684,3.4591939802605656
