valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,11855,0.04588965428046464,1.5922912793841255,0.23457147858531,0.13550798085571994,0.2071206452988814,0.20671173055455536,0.21608816469107836
mid,3653,0.05799939899274235,1.5470380781123059,0.3141626924349777,0.09889939477141511,0.192860839503483,0.1936501280929564,0.2004269444262071
bottom,492,0.04579219873237416,1.556073975272295,0.3241820167598686,0.12312415264910315,0.1813614213369726,0.18199683725833893,0.1893355712839743
