valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BL,DOWN,3,-0.005433966716130574,-0.021905230580069563,0.46459199984868366,0.4591580331325531,-0.12011172876808761,-0.13239070773124695
bottom,BL,LEFT,3,-0.004968613386154175,-0.02003059897685605,0.46257615089416504,0.45760753750801086,-0.09915646007857648,-0.08170854548613231
bottom,BL,RIGHT,5,-0.004810982942581176,-0.020068538191529244,0.40490042567253115,0.40008944272994995,-0.0993442686523241,-0.08693006336688995
bottom,BL,STAY,6,-0.00497165322303772,-0.020132404923200817,0.45273753503958386,0.44776588181654614,-0.09966042490090453,-0.08617616569002469
bottom,BL,UP,3,-0.004331111907958984,-0.017585842698830886,0.44869162638982135,0.44436051448186237,-0.0420236836527102,-0.027201414108276367
bottom,BM,DOWN,35,-0.005017319747379848,-0.021358726601431257,0.3964893000466483,0.39147198029926844,-0.11433536422152096,-0.12448625266551971
bottom,BM,LEFT,24,-0.004524577409029007,-0.019718899473705042,0.37126901497443515,0.36674443756540615,-0.09761346980772051,-0.09144799193988244
bottom,BM,RIGHT,42,-0.004466608876273746,-0.01944337602949318,0.3801996466659364,0.37573303778966266,-0.0962495600500407,-0.08645966267656713
bottom,BM,STAY,39,-0.004282059577795176,-0.018378201346646104,0.3921951216000777,0.38791306202228254,-0.09097667974134538,-0.08237440100847146
bottom,BM,UP,46,-0.003781580406686534,-0.016442858988362286,0.3872372909732487,0.38345571056656214,-0.03874674686758719,-0.03231456114546112
bottom,BR,DOWN,52,-0.004837637050793721,-0.020882329525261402,0.39691265987662167,0.39207502282582796,-0.11327640362913706,-0.12547552642913964
bottom,BR,LEFT,37,-0.004452014694342742,-0.01888887580120734,0.42251277171276713,0.4180607570184244,-0.09350464564118477,-0.08717369016360592
bottom,BR,RIGHT,57,-0.004117746363606369,-0.017772312091054114,0.39011454895923015,0.38599680259562374,-0.08797737683215329,-0.08289854404957671
bottom,BR,STAY,60,-0.0040700850387414295,-0.017548024327270418,0.3976062866548697,0.3935362016161283,-0.08686709646952269,-0.08060945036510626
bottom,BR,UP,78,-0.003373846602745545,-0.014865041271161962,0.36903610806434584,0.3656622614616003,-0.02689961192280062,-0.02767048678241479
mid,ML,DOWN,10,-0.0006665408611297608,-0.00266361825029096,0.5209427863359452,0.5202762454748153,-0.061422956671241646,-0.04750482030212879
mid,ML,LEFT,14,0.0009087643453053065,0.0036523000578462454,0.5148958010332925,0.5158045653785978,0.018079796080948524,0.016898848648582186
mid,ML,RIGHT,28,8.569764239447457e-05,0.0003522995131989391,0.508055546454021,0.5081412440964154,0.0017439704452460393,0.0003431475322161402
mid,ML,STAY,12,0.000719510018825531,0.0028894472272010846,0.5084237828850746,0.5091432929039001,0.01430348433235356,0.018103189300745726
mid,ML,UP,18,0.0012949721680747138,0.005235885943724092,0.5212321413887872,0.5225271135568619,0.0609930568461402,0.05468661938276556
mid,MM,DOWN,208,-0.0017737438185856892,-0.007292210462733057,0.5098525843081566,0.5080788404895709,-0.07804312224699551,-0.06252570319562577
mid,MM,LEFT,199,-0.00028753205759441433,-0.001290735195035414,0.5084935034339751,0.5082059713763807,-0.006389461093321268,0.0031305030643490692
mid,MM,RIGHT,377,-0.00017091497502213132,-0.0006972079597957644,0.5059797805721628,0.5058088655971406,-0.0034513532676597645,0.008465217006459476
mid,MM,STAY,263,-2.9251715982821505e-05,-0.00016987027668923023,0.5063860858347933,0.5063568341188105,-0.0008409002311181095,0.008999195927222871
mid,MM,UP,329,0.0010323481900351389,0.004193931533385519,0.5064239972992871,0.5074563454893223,0.05789670009591968,0.05340991054851233
mid,MR,DOWN,299,-0.0011931180355939579,-0.0052880538042322294,0.5383369404835047,0.5371438224479107,-0.0714537052140049,-0.06274612408667105
mid,MR,LEFT,311,-0.00024145424749306927,-0.001072856961491386,0.5409261204326268,0.5406846661851337,-0.005310909503757669,-0.0015563041965965289
mid,MR,RIGHT,566,0.00010193020842521857,0.0003802819640238007,0.5356365641309179,0.5357384943393431,0.0018824905549702665,0.005680677253924073
mid,MR,STAY,478,0.00016535460076072726,0.0006271222386066159,0.540475143579509,0.5406404981802697,0.0031044114701029523,0.005578493262995736
mid,MR,UP,540,0.0011274161438147227,0.004831926290559772,0.5353964535174547,0.5365238696612694,0.0586449287668623,0.049170445892269966
top,TL,DOWN,8,0.0021848678588867188,0.008965760281954097,0.5600560754537582,0.562240943312645,-0.005562368744100028,-0.0017183884046971798
top,TL,LEFT,16,0.002893887460231781,0.012213737586231458,0.5998512357473373,0.6027451232075691,0.06046104686028986,0.05427240510471165
top,TL,RIGHT,22,0.0031389404426921497,0.013736820009716384,0.6186744611371647,0.6218134015798569,0.0680006846761715,0.06219488771801645
top,TL,STAY,12,0.002971172332763672,0.012374602138465978,0.5862971196571986,0.5892682919899622,0.061257366509549015,0.05908874049782753
top,TL,UP,16,0.003450896590948105,0.015100405071668327,0.6290780492126942,0.6325289458036423,0.08206949667353931,0.08265001443214715
top,TM,DOWN,152,0.0023800160147641834,0.010507052391628148,0.6335612027660796,0.6359412187808439,0.011371695145907712,0.009049150541326717
top,TM,LEFT,111,0.0030782088503107296,0.013475507384002472,0.6151560851045557,0.6182342939548664,0.06670712201388831,0.0619556377935517
top,TM,RIGHT,224,0.0030682983675173353,0.013453961246592134,0.623338901437819,0.6264071998053363,0.06660046326062566,0.062365775146255534
top,TM,STAY,158,0.0033166591502443144,0.014885784482731859,0.6339042458353163,0.6372209049855606,0.07368834534133167,0.06954627667989911
top,TM,UP,187,0.0034874848184738567,0.015449065829264837,0.6302595152893168,0.6337470001077907,0.08220898585650806,0.08207773726015168
top,TR,DOWN,1588,0.0020359026019459107,0.010714497599075843,0.729880273970834,0.7319161765727799,0.019102660180969393,0.018304317632469556
top,TR,LEFT,1329,0.002419604427209916,0.012650111676476297,0.7299126689599097,0.7323322733871196,0.0626212074280633,0.06118021794980948
top,TR,RIGHT,2907,0.00239554997937229,0.01265236451919073,0.7334207957568839,0.7358163457362562,0.06263235956130381,0.06095628926961701
top,TR,STAY,2349,0.002542969557821827,0.01354179027936833,0.7346495674830287,0.7371925370408505,0.06703523887528776,0.06528251160930552
top,TR,UP,2699,0.002580552244239403,0.013625696697961601,0.7313514848623774,0.7339320371066168,0.07064114895647476,0.07277069894356081
