valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BL,DOWN,4,-0.005324043333530426,-0.02187093192679131,0.43423841893672943,0.428914375603199,-0.11808140564998573,-0.1250933613628149
bottom,BL,LEFT,8,-0.004821572452783585,-0.020885239763150265,0.3780544474720955,0.3732328750193119,-0.10338714509731303,-0.10549531877040863
bottom,BL,RIGHT,16,-0.0041330475360155106,-0.018941269944285462,0.329966738820076,0.3258336912840605,-0.09376400971524369,-0.08444104657974094
bottom,BL,STAY,4,-0.004058659076690674,-0.018984178036526106,0.31036677211523056,0.3063081130385399,-0.09397641547206737,-0.09474979713559151
bottom,BL,UP,2,-0.0036043599247932434,-0.016145909771984754,0.3466867730021477,0.34308241307735443,-0.0351550547596825,-0.03441590070724487
bottom,BM,DOWN,4,-0.003993555903434753,-0.019460415369928624,0.2963635064661503,0.29236995056271553,-0.10377383803934472,-0.12882699258625507
bottom,BM,LEFT,22,-0.003617061810059981,-0.017242881556602495,0.3016048405658115,0.2979877787557515,-0.08535656365954729,-0.08488148146054962
bottom,BM,RIGHT,22,-0.003191985867240212,-0.01619777274728396,0.2704929011789235,0.2673009153116833,-0.080183014428758,-0.07080314520069143
bottom,BM,STAY,15,-0.0030974924564361574,-0.01557952441098243,0.271790811419487,0.2686933189630508,-0.07712253098800018,-0.07805663794279098
bottom,BM,UP,8,-0.002614859491586685,-0.013545318773585925,0.25669366493821144,0.25407880544662476,-0.02490509300157734,-0.02831929922103882
bottom,BR,DOWN,51,-0.003212228563486361,-0.01724940919121066,0.2671315503471038,0.26391932178361743,-0.09608167406334066,-0.10516049902813107
bottom,BR,LEFT,42,-0.0027134844235011508,-0.014791300963741098,0.2503985214446272,0.24768503702112607,-0.07322062836044091,-0.06788102963141032
bottom,BR,RIGHT,109,-0.003026793309307973,-0.015213223170902896,0.30550802745130085,0.30248123414199285,-0.07530924850300584,-0.0652404694108788
bottom,BR,STAY,65,-0.0025273725390434266,-0.01323416815239437,0.26893622336479334,0.2664088508257499,-0.06551243263330653,-0.06106971496572861
bottom,BR,UP,73,-0.002424623153797568,-0.012664982897975945,0.29989494454779037,0.2974703213939928,-0.016118151227613904,-0.023111305646088025
mid,ML,DOWN,2,-0.003208853304386139,-0.014628175376135692,0.354440338909626,0.35123148560523987,-0.09623388981387596,-0.09837913140654564
mid,ML,LEFT,3,0.0002094904581705729,0.0008371525406834779,0.4863763451576233,0.4865858356157939,0.004144113841821259,0.011679425835609436
mid,ML,RIGHT,9,0.00032321943177117244,0.001293946616923129,0.49473783042695785,0.49506104985872906,0.006405358432515804,0.02111941720876429
mid,ML,STAY,5,0.000765874981880188,0.0026703149678155213,0.43631678223609927,0.43708265721797945,0.01321872500215088,0.017099862918257713
mid,ML,UP,3,0.0019034345944722493,0.007616713810465899,0.48902053634325665,0.4909239709377289,0.07021174775334364,0.04280200352271398
mid,MM,DOWN,50,-0.001560586392879486,-0.0064128883075152444,0.4834143036603928,0.48185371726751325,-0.07481112173204135,-0.027277152128517626
