cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
full,17,actual,bottom,185,0.07193915288190583,0.09146249298308347,0.1378355855877335,1.5839597605370186,0.0,0.0,0.0,0.3925284019998602,-0.4434881383299725
full,17,actual,mid,201,0.06818941867544283,0.1319655651476846,0.12906194611716626,1.585565989883385,0.0,0.0,0.0,0.48489247121621126,-0.04858715732280455
full,17,actual,top,214,0.039812627735887174,0.04481399575439848,0.07222996129889354,1.5993474916877033,0.0,0.0,0.0,0.7546215184102548,1.2321566565994364
full,17,mean,bottom,185,0.07153987296529718,0.09146249298308347,0.13669789183784176,1.5843709185316757,0.0008218960987555014,0.0015450726489763002,5.809425318000502e-06,0.3925284019998602,-0.4434881383299725
full,17,mean,mid,201,0.06829604235899389,0.1319655651476846,0.12925633035637252,1.5855517980471179,0.0007937685285338122,0.0016442922069065606,9.952057971712753e-06,0.48489247121621126,-0.04858715732280455
full,17,mean,top,214,0.03951999400611793,0.04481399575439848,0.0717348782258613,1.5994027892005778,0.0011298390209814099,0.0022439660730763015,1.3253496026727674e-05,0.7546215184102548,1.2321566565994364
full,17,random,bottom,185,0.07146103929828954,0.09146249298308347,0.13655631904666488,1.5844218563389134,0.0008984655947298617,0.0017180984890138782,8.361104739772084e-06,0.3925284019998602,-0.4434881383299725
full,17,random,mid,201,0.06836925739820916,0.1319655651476846,0.12945535222985852,1.5855047690927686,0.0011533765835845056,0.0024496283178305745,1.8021086374284633e-05,0.48489247121621126,-0.04858715732280455
full,17,random,top,214,0.0394754243631647,0.04481399575439848,0.0716479227086094,1.5994183460128641,0.0014378868704922846,0.0028869774993334975,2.1026468115978277e-05,0.7546215184102548,1.2321566565994364
full,17,shuffled,bottom,185,0.07159082829146772,0.09146249298308347,0.13697690399917398,1.5842570601282893,0.0008399679451375395,0.0014961511702150912,7.235256527958366e-06,0.3925284019998602,-0.4434881383299725
full,17,shuffled,mid,201,0.0681874200664646,0.1319655651476846,0.12914210120540354,1.5855742159174449,0.0010481713645493806,0.0021947225305571486,1.5636537224298678e-05,0.48489247121621126,-0.04858715732280455
full,17,shuffled,top,214,0.039029736324239554,0.04481399575439848,0.07085692234964014,1.5995696331853064,0.0016938533076894617,0.003296942215099513,2.6890541940068703e-05,0.7546215184102548,1.2321566565994364
full,17,zero,bottom,185,0.06938804198761245,0.09146249298308347,0.13399091290461052,1.5855612368197054,0.0025553825336533625,0.003947721220351554,6.0571533214061744e-05,0.3925284019998602,-0.4434881383299725
full,17,zero,mid,201,0.07151288483569872,0.1319655651476846,0.13729258185595422,1.5833146186610358,0.003796388019821537,0.008832062172949018,0.0001744681725160344,0.48489247121621126,-0.04858715732280455
full,17,zero,top,214,0.04429273101910253,0.04481399575439848,0.08150353338395323,1.5976666563025146,0.004480103283215349,0.009273572085059691,0.00016797813706570001,0.7546215184102548,1.2321566565994364
