episode,t,x,y,zone3,valence_name,body_state,body_u,logged_action,pred_UP,pred_DOWN,pred_STAY,pred_UP_minus_DOWN,true_UP,true_DOWN,true_STAY,true_UP_minus_DOWN,pred_trend_UP,pred_trend_DOWN,pred_trend_STAY,pred_trend_UP_minus_DOWN,true_trend_UP,true_trend_DOWN,true_trend_STAY,true_trend_UP_minus_DOWN,abs_err_trend_UP,abs_err_trend_DOWN
120,31,4,10,BL,bottom,0.422985702753067,-0.31052870304679414,RIGHT,0.41792070865631104,0.41384607553482056,0.4147908091545105,0.0040746331214904785,0.42002521631681455,0.4182270869882585,0.41924911555351374,0.001798129328556053,-0.03259647265076637,-0.10589146614074707,-0.07061700522899628,0.073294997215271,-0.006896750376349348,-0.11269001813191731,-0.07587692954308012,0.10579326775556797,0.02569972164928913,0.006798550486564636
144,23,4,10,BL,bottom,0.48046720027923584,-0.07817102079686845,UP,0.5131364464759827,0.5075271129608154,0.5094413757324219,0.005609333515167236,0.47714743665474973,0.4753051744601683,0.4763524780505996,0.0018422621945814455,-0.05143119767308235,-0.11370807886123657,-0.08196631073951721,0.06227688118815422,-0.012647892733746183,-0.11844116048931409,-0.08162807190047709,0.10579326775556791,0.03878330439329147,0.004733078181743622
120,22,2,10,BL,bottom,0.4551156163215637,-0.18002208886775453,UP,0.45843297243118286,0.45340538024902344,0.45496922731399536,0.005027592182159424,0.45194484125715323,0.4501161158919941,0.4511556404780123,0.0018287253651591562,-0.03788479045033455,-0.10831929743289948,-0.07393555343151093,0.07043451070785522,-0.01012695180312298,-0.11592021955869095,-0.07910713096985386,0.10579326775556797,0.027757838368415833,0.007600918412208557
120,27,2,10,BL,bottom,0.4371168315410614,-0.2528715391027223,RIGHT,0.43676912784576416,0.4326190948486328,0.43364205956459045,0.004150032997131348,0.43406105443316634,0.43224762004029244,0.43327839385758565,0.0018134343928739027,-0.03575904294848442,-0.10684487223625183,-0.07230737805366516,0.07108582556247711,-0.008323837075421614,-0.11411710483098952,-0.07730401624215244,0.10579326775556791,0.02743520587682724,0.0072722360491752625
120,26,2,10,BL,bottom,0.4409821927547455,-0.2371768795532688,STAY,0.44251522421836853,0.4381474554538727,0.43930089473724365,0.00436776876449585,0.43790107877735235,0.4360839633147799,0.43711684212481505,0.0018171154625724606,-0.036327943205833435,-0.10726241767406464,-0.07275404036045074,0.0709344744682312,-0.008712299468598222,-0.11450556722416613,-0.0776924786353291,0.10579326775556791,0.02761564403772354,0.007243148982524872
120,28,3,10,BL,bottom,0.4330328702926636,-0.2694877253544285,UP,0.43519318103790283,0.4308706223964691,0.4319944381713867,0.004322558641433716,0.4300041782449229,0.42819486906270676,0.42922328477726956,0.0018093091822161123,-0.035307373851537704,-0.1070757508277893,-0.07228238135576248,0.0717683732509613,-0.007912565747332734,-0.11370583350290064,-0.0768927449140635,0.10579326775556791,0.02739480882883072,0.0066300854086875916
120,25,2,10,BL,bottom,0.4448741674423218,-0.22140335236788838,STAY,0.4461613595485687,0.441653847694397,0.4428994655609131,0.004507511854171753,0.44176791004852706,0.439947307616143,0.4409821812278469,0.0018206024323840775,-0.03679576888680458,-0.10751418769359589,-0.07307230681180954,0.0707184225320816,-0.009102713934102419,-0.1148959816896703,-0.07808289310083327,0.10579326775556788,0.02769305557012558,0.007381796836853027
168,35,8,12,BM,bottom,0.344785213470459,-0.6420413974389152,STAY,0.3491791784763336,0.35010412335395813,0.3483836054801941,-0.0009249448776245117,0.3407596576050969,0.33988502499324086,0.3404666103710671,0.0008746326118560521,-0.050345368683338165,-0.10457691550254822,-0.07632330805063248,0.05423154681921005,-0.04751442908830428,-0.1119765377894607,-0.09491678417521288,0.06446210870115643,0.00283094123005867,0.007399618625640869
168,27,8,12,BM,bottom,0.3781264126300812,-0.49750823164453484,UP,0.381991982460022,0.3821444809436798,0.3808957040309906,-0.00015249848365783691,0.37376457375307737,0.37285313960411304,0.3734592221925957,0.0009114341489643296,-0.05459859222173691,-0.10754451155662537,-0.07941034436225891,0.05294591933488846,-0.05109180515695799,-0.11555391385811431,-0.09849416024386648,0.06446210870115632,0.003506787121295929,0.008009403944015503
168,29,8,10,BM,bottom,0.3701903522014618,-0.5314003060325512,RIGHT,0.37293219566345215,0.3718317151069641,0.3709430992603302,0.0011004805564880371,0.3676208277255825,0.3659055037581539,0.36688030430372626,0.001715323967428628,-0.04222414270043373,-0.10574346780776978,-0.07419227063655853,0.06351932883262634,-0.0014299028024816751,-0.10722317055804964,-0.07041008196921239,0.10579326775556797,0.040794238448143005,0.0014797002077102661
175,10,7,10,BM,bottom,0.48519691824913025,-0.05922966015374392,LEFT,0.50804603099823,0.49776390194892883,0.5012745261192322,0.010282129049301147,0.48185114427760023,0.4800073938813507,0.48105555920651993,0.0018437503962495105,-0.020860278978943825,-0.11113269627094269,-0.0682808980345726,0.09027241915464401,-0.013116715027231766,-0.11890998278279968,-0.08209689419396266,0.10579326775556791,0.007743563503026962,0.007777288556098938
125,16,7,10,BM,bottom,0.4552868902683258,-0.17933148820675426,STAY,0.4712589979171753,0.4629647433757782,0.46633803844451904,0.008294254541397095,0.45211504695633525,0.45028619873022335,0.45132579371937454,0.001828848226111901,-0.03706713393330574,-0.11256155371665955,-0.07619751989841461,0.0754944235086441,-0.010144045030577586,-0.11593731278614555,-0.07912422419730852,0.10579326775556797,0.02692309021949768,0.0033757612109184265
178,15,8,12,BM,bottom,0.4390670955181122,-0.24494901562854468,RIGHT,0.4230993986129761,0.41521596908569336,0.4175155460834503,0.007883429527282715,0.434183185894347,0.4332263431548993,0.4338626715590579,0.0009568427394477386,-0.018329840153455734,-0.10718095302581787,-0.0654132217168808,0.08885110914707184,-0.057342960663915504,-0.12180506936507166,-0.10474531575082399,0.06446210870115615,0.03901312127709389,0.01462411880493164
178,10,6,11,BM,bottom,0.4667564630508423,-0.13317060522779875,RIGHT,0.47694510221481323,0.4686262309551239,0.4712792634963989,0.008318871259689331,0.4624743717988869,0.4611064568354262,0.4619277564963401,0.0013679149634606702,-0.023357663303613663,-0.10969088971614838,-0.06876718252897263,0.08633323013782501,-0.0366179514114254,-0.12196185827831271,-0.09610275476349595,0.08534390686688731,0.013260286301374435,0.0122709721326828
