cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
full,9,actual,bottom,133,0.07019769546008647,0.09299567229765698,0.14526809751987457,1.5819141031207895,0.0,0.0,0.0,0.39665223198725763,-0.4251610150654908
full,9,actual,mid,210,0.12200726235196704,0.1308396159538201,0.23291845527433214,1.5381169813019888,0.0,0.0,0.0,0.508594753912517,0.03997356399966056
full,9,actual,top,257,0.045497004413825065,0.04903242534120723,0.08225122308684694,1.5962388251078268,0.0,0.0,0.0,0.7372453584977161,1.134128752912808
full,9,mean,bottom,133,0.07325278687521927,0.09299567229765698,0.15212900779749217,1.5793055116682124,0.0032529732338467936,0.007322644156620915,8.770125522890961e-05,0.39665223198725763,-0.4251610150654908
full,9,mean,mid,210,0.12200728431344032,0.1308396159538201,0.23297146402654192,1.5381068360237848,0.0017814279666968755,0.003740444424606505,4.836799583115083e-05,0.508594753912517,0.03997356399966056
full,9,mean,top,257,0.04562696890637336,0.04903242534120723,0.08247472554561229,1.5960799019624288,0.0020567112482707322,0.00362776956205702,3.679610069946237e-05,0.7372453584977161,1.134128752912808
full,9,random,bottom,133,0.07309742459565177,0.09299567229765698,0.1518022497569708,1.5793548481804984,0.004138853008809842,0.009231242918430414,0.0001622186921993393,0.39665223198725763,-0.4251610150654908
full,9,random,mid,210,0.12179961463525182,0.1308396159538201,0.2325640604609535,1.538284577074505,0.0024477597148645494,0.0051384182912962775,8.935207606555195e-05,0.508594753912517,0.03997356399966056
full,9,random,top,257,0.04569383100370952,0.04903242534120723,0.0826047803873218,1.596023574877342,0.002538379999276265,0.004469424486160278,5.5704911342563156e-05,0.7372453584977161,1.134128752912808
full,9,shuffled,bottom,133,0.07216316044218558,0.09299567229765698,0.14967883574335197,1.5801614451229125,0.0037806197944888495,0.008418417626753785,0.0001606965298358267,0.39665223198725763,-0.4251610150654908
full,9,shuffled,mid,210,0.12212290912866593,0.1308396159538201,0.23341586107299442,1.5379149062292916,0.002586685972554343,0.005507779050441015,0.00010928019827198504,0.508594753912517,0.03997356399966056
full,9,shuffled,top,257,0.04594702127204795,0.04903242534120723,0.08305993763157365,1.5959451857243994,0.002790818135852016,0.004866484190239517,6.673331364548137e-05,0.7372453584977161,1.134128752912808
full,9,zero,bottom,133,0.05388135429387702,0.09299567229765698,0.1126868141100819,1.5928566491693483,0.016316341166209457,0.032581283409792675,0.0014036572065652536,0.39665223198725763,-0.4251610150654908
full,9,zero,mid,210,0.1193162390696151,0.1308396159538201,0.23637889155319758,1.5369874324117387,0.011350630667238008,0.02352549625294549,0.0012943827861731517,0.508594753912517,0.03997356399966056
full,9,zero,top,257,0.0606726754877122,0.04903242534120723,0.1083172512483504,1.5887815335381357,0.015175671073887134,0.02606602816150346,0.001142114864713023,0.7372453584977161,1.134128752912808
