cohort,seed,sample_id,g_mode,episode,t,x,y,zone3,valence_name,body_state,body_u,true_trend_UP_minus_DOWN,pred_trend_UP,pred_trend_DOWN,pred_trend_STAY,pred_trend_UP_minus_DOWN,pred_body_UP_minus_DOWN,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,g_norm_mode,g_norm_actual
full,29,0,actual,146,80,14,0,TR,top,0.7488443851470947,1.0924585730273362,0.029043719172477722,0.06847400218248367,0.03330983221530914,0.07274384796619415,0.03516416996717453,-0.001561284065246582,0.21234987676143646,0.14997923374176025,0.20708714425563812,0.20955343544483185,0.22103022038936615,0.06237064301967621,1.6007928848266602,0.0,0.0,0.0,3.5417909622192383,3.5417909622192383
full,29,0,zero,146,80,14,0,TR,top,0.7488443851470947,1.0924585730273362,0.029043719172477722,0.06524443626403809,0.01737542450428009,0.06121668964624405,0.047869011759757996,0.005229771137237549,0.2291875183582306,0.1401587873697281,0.20505337417125702,0.20818381011486053,0.21741653978824615,0.0890287309885025,1.5964300632476807,0.012704841792583466,0.026658087968826294,0.0010147856082767248,0.0,3.5417909622192383
full,29,0,mean,146,80,14,0,TR,top,0.7488443851470947,1.0924585730273362,0.029043719172477722,0.06801755726337433,0.03296377509832382,0.0723695307970047,0.03505378216505051,-0.0009077191352844238,0.21243783831596375,0.14996187388896942,0.20708510279655457,0.20947711169719696,0.2210380584001541,0.062475964426994324,1.600785493850708,0.00011038780212402344,0.00010532140731811523,-4.1208295442629606e-08,3.5284297466278076,3.5417909622192383
full,29,0,shuffled,146,80,14,0,TR,top,0.7488443851470947,1.0924585730273362,0.029043719172477722,0.08194775879383087,0.05084574595093727,0.088359534740448,0.0311020128428936,-0.0024913549423217773,0.20850658416748047,0.15372705459594727,0.20745646953582764,0.20897364616394043,0.22133629024028778,0.0547795295715332,1.6020028591156006,0.0040621571242809296,0.007591113448143005,8.24650633148849e-05,3.5753672122955322,3.5417909622192383
full,29,0,random,146,80,14,0,TR,top,0.7488443851470947,1.0924585730273362,0.029043719172477722,0.06334537267684937,0.028100544586777687,0.06733150035142899,0.03524482995271683,-0.0004324913024902344,0.21288730204105377,0.1498141884803772,0.2069735825061798,0.20956280827522278,0.22076217830181122,0.06307311356067657,1.6007425785064697,8.065998554229736e-05,0.0007024705410003662,7.836497388780117e-07,3.4866104125976562,3.5417909622192383
full,29,1,actual,162,107,5,2,TM,top,0.7234455347061157,0.9616175804998939,0.06446211040019989,0.07064272463321686,0.03243083879351616,0.07277607917785645,0.0382118858397007,0.0018696784973144531,0.21715126931667328,0.14749599993228912,0.2066538780927658,0.2087448090314865,0.21995405852794647,0.06965526938438416,1.5998717546463013,0.0,0.0,0.0,3.578782796859741,3.578782796859741
full,29,1,zero,162,107,5,2,TM,top,0.7234455347061157,0.9616175804998939,0.06446211040019989,0.05772896111011505,-0.00118337944149971,0.04558064043521881,0.05891234055161476,0.01195603609085083,0.24618886411190033,0.1325666755437851,0.20219175517559052,0.20583444833755493,0.2132183313369751,0.11362218856811523,1.5910316705703735,0.020700454711914062,0.04396691918373108,0.0027694012969732285,0.0,3.578782796859741
full,29,1,mean,162,107,5,2,TM,top,0.7234455347061157,0.9616175804998939,0.06446211040019989,0.06392955034971237,0.020897895097732544,0.06322857737541199,0.04303165525197983,0.004142403602600098,0.2227858155965805,0.14338569343090057,0.20611147582530975,0.20868505537509918,0.21903198957443237,0.07940012216567993,1.5981316566467285,0.004819769412279129,0.009744852781295776,0.00013286032481119037,3.5284297466278076,3.578782796859741
full,29,1,shuffled,162,107,5,2,TM,top,0.7234455347061157,0.9616175804998939,0.06446211040019989,0.06267578154802322,0.019370773807168007,0.06164953112602234,0.043305009603500366,0.004242897033691406,0.22322095930576324,0.1432376205921173,0.2061270922422409,0.2086133062839508,0.21880103647708893,0.07998333871364594,1.5980583429336548,0.005093123763799667,0.01032806932926178,0.0001496912445873022,3.545917510986328,3.578782796859741
full,29,1,random,162,107,5,2,TM,top,0.7234455347061157,0.9616175804998939,0.06446211040019989,0.0771389752626419,0.03693016245961189,0.07866878807544708,0.040208812803030014,0.002359449863433838,0.21905066072940826,0.14566601812839508,0.206656813621521,0.20859892666339874,0.2200276255607605,0.07338464260101318,1.599137783050537,0.001996926963329315,0.0037293732166290283,1.9752980733755976e-05,3.0212414264678955,3.578782796859741
