cohort,seed,probe_id,x,y,x_zone,y_zone,body_level,body_state,shock_minus_control.pred_trend_UP_minus_DOWN,shock_minus_control.body_pred_UP_minus_DOWN,shock_minus_control.q_UP_minus_DOWN,shock_minus_control.q_entropy,shock_minus_control.metric_eig_entropy,shock_minus_control.metric_cond,shock_minus_control.metric_top1_mass,shock_minus_control.metric_trace,shock_minus_control.g_norm,shock_minus_control.metric_eig_0,shock_minus_control.metric_eig_1,shock_minus_control.metric_eig_2,shock_minus_control.metric_eig_3,shock_minus_control.metric_eig_4,shock_minus_control.metric_eig_5,shock_minus_control.metric_eig_6,shock_minus_control.metric_eig_7,shock_minus_control.metric_eig_8,shock_minus_control.metric_eig_9,shock_minus_control.metric_eig_10,shock_minus_control.metric_eig_11,shock_minus_control.metric_eig_12,shock_minus_control.metric_eig_13,shock_minus_control.metric_eig_14,shock_minus_control.metric_eig_15,shock_minus_control.metric_eig_16,shock_minus_control.metric_eig_17,shock_minus_control.metric_eig_18,shock_minus_control.metric_eig_19,s_distance_shock_control,g_distance_shock_control
full,7,12,7,7,M,M,low,0.25,-0.0023562833666801453,0.000299699604511261,0.0016867667436599731,-0.001697540283203125,-0.01306605339050293,1.6795401573181152,0.0118260458111763,0.0030870437622070312,-0.06218767166137695,-0.012285798788070679,-0.02524036169052124,0.013164788484573364,0.0013969838619232178,-0.011472642421722412,-0.015724599361419678,-0.012650340795516968,-0.021530449390411377,-0.018685072660446167,-0.02085357904434204,-0.015429675579071045,-0.0176088809967041,0.0016180872917175293,-0.005042016506195068,-0.007468521595001221,-0.008187949657440186,0.005488038063049316,0.017141997814178467,0.03530478477478027,0.12115252017974854,0.24765958686305306,0.4896291636020066
full,7,13,7,7,M,M,mid,0.5,0.010865271091461182,0.001911759376525879,0.028826147317886353,-0.01618039608001709,-0.013190746307373047,1.6892776489257812,0.011889472603797913,0.004748344421386719,-0.06201434135437012,-0.012307964265346527,-0.02536924183368683,0.012835472822189331,0.001466304063796997,-0.01141667366027832,-0.015719175338745117,-0.012804776430130005,-0.021343231201171875,-0.018907606601715088,-0.020932674407958984,-0.015424191951751709,-0.017595231533050537,0.0016262531280517578,-0.004823267459869385,-0.007343709468841553,-0.008162081241607666,0.005398154258728027,0.017769694328308105,0.03583085536956787,0.12197065353393555,0.1866385230245484,0.48986439293606604
full,7,14,7,7,M,M,high,0.8,0.017047040164470673,9.566545486450195e-05,0.030902743339538574,-0.009323835372924805,-0.013274431228637695,1.6935677528381348,0.011909253895282745,0.006579399108886719,-0.06166672706604004,-0.012286782264709473,-0.02543279528617859,0.012375205755233765,0.001598447561264038,-0.011289417743682861,-0.015616238117218018,-0.012894779443740845,-0.021040290594100952,-0.019055694341659546,-0.021063804626464844,-0.015367329120635986,-0.01748836040496826,0.0016512274742126465,-0.004477083683013916,-0.007197022438049316,-0.00811004638671875,0.005217313766479492,0.01850515604019165,0.03619319200515747,0.12235778570175171,0.17193679208291837,0.48867621347637524
full,7,15,7,12,M,B,low,0.25,-0.015864267945289612,-0.00110606849193573,-0.034578174352645874,0.017193913459777832,-0.013175249099731445,1.687685489654541,0.011875510215759277,0.004619598388671875,-0.06207752227783203,-0.012296095490455627,-0.025347813963890076,0.012846112251281738,0.0015101134777069092,-0.011417299509048462,-0.01570877432823181,-0.012805789709091187,-0.021331757307052612,-0.01890680193901062,-0.020923078060150146,-0.015426933765411377,-0.017602145671844482,0.001635134220123291,-0.004799485206604004,-0.007353067398071289,-0.008169472217559814,0.0054084062576293945,0.017737746238708496,0.035751521587371826,0.1218184232711792,0.18458330164444572,0.4898296483273941
full,7,16,7,12,M,B,mid,0.5,-0.014564476907253265,-0.0005684792995452881,-0.02733662724494934,0.016376495361328125,-0.013193368911743164,1.6895222663879395,0.011886604130268097,0.00482177734375,-0.06201052665710449,-0.01231473684310913,-0.025389522314071655,0.012745857238769531,0.0015070140361785889,-0.01137232780456543,-0.015724539756774902,-0.01278752088546753,-0.021285563707351685,-0.01887097954750061,-0.021035075187683105,-0.015389740467071533,-0.01760244369506836,0.0016524791717529297,-0.00476151704788208,-0.007359504699707031,-0.00815582275390625,0.005371809005737305,0.017836391925811768,0.03580588102340698,0.12195122241973877,0.1706584541150951,0.48988637501065785
full,7,17,7,12,M,B,high,0.8,0.004852816462516785,-0.0017878413200378418,0.019163459539413452,-0.0111771821975708,-0.013257503509521484,1.692784309387207,0.011900998651981354,0.006299018859863281,-0.06170988082885742,-0.012297891080379486,-0.02543644607067108,0.01236039400100708,0.0016084611415863037,-0.01125258207321167,-0.015649378299713135,-0.012834548950195312,-0.02104780077934265,-0.018968284130096436,-0.021169006824493408,-0.01533132791519165,-0.017505943775177002,0.0016783475875854492,-0.004480540752410889,-0.0072599053382873535,-0.00811845064163208,0.0052298903465271,0.018431127071380615,0.036097943782806396,0.12224441766738892,0.18455521437738304,0.48887638582523124
full,7,18,12,2,R,T,low,0.25,0.01617838442325592,0.0018059760332107544,0.03360530734062195,-0.016010284423828125,-0.01321721076965332,1.68861722946167,0.011879287660121918,0.005847930908203125,-0.06186699867248535,-0.012256063520908356,-0.02534240484237671,0.012630194425582886,0.0015630722045898438,-0.011348336935043335,-0.015599846839904785,-0.012879490852355957,-0.021135658025741577,-0.01908200979232788,-0.020840346813201904,-0.015406012535095215,-0.017541944980621338,0.0016219019889831543,-0.0046160221099853516,-0.0072290897369384766,-0.008157610893249512,0.005298256874084473,0.018194735050201416,0.03599190711975098,0.12198388576507568,0.210067531223435,0.48864608991100034
full,7,19,12,2,R,T,mid,0.5,0.017761290073394775,0.003023505210876465,0.03156862407922745,-0.011160612106323242,-0.013262033462524414,1.6911225318908691,0.011892125010490417,0.006751060485839844,-0.06171393394470215,-0.012250490486621857,-0.02538035809993744,0.012396812438964844,0.001628786325454712,-0.011286377906799316,-0.015542060136795044,-0.012927651405334473,-0.02098482847213745,-0.019144535064697266,-0.02091306447982788,-0.01537942886352539,-0.017499089241027832,0.0016283392906188965,-0.00445103645324707,-0.0071482062339782715,-0.008126139640808105,0.0051885247230529785,0.018561720848083496,0.03617215156555176,0.12220728397369385,0.18420065656392487,0.4881438422473644
full,7,20,12,2,R,T,high,0.8,0.008583351969718933,0.00037860870361328125,0.015582159161567688,-0.0021924972534179688,-0.01337289810180664,1.698103427886963,0.011931903660297394,0.008823394775390625,-0.06138157844543457,-0.012234784662723541,-0.025457262992858887,0.011939376592636108,0.0017567276954650879,-0.011164337396621704,-0.015456289052963257,-0.013049453496932983,-0.02069932222366333,-0.019355595111846924,-0.02101290225982666,-0.015341401100158691,-0.017417609691619873,0.0016363263130187988,-0.0041234493255615234,-0.006987571716308594,-0.008075118064880371,0.005002498626708984,0.019358456134796143,0.0366816520690918,0.12282359600067139,0.19172645935418783,0.48744217182101407
full,7,21,12,7,R,M,low,0.25,-0.0030648335814476013,0.0004216432571411133,0.0007758438587188721,-0.001154780387878418,-0.01321864128112793,1.6882967948913574,0.011873669922351837,0.0059032440185546875,-0.06189084053039551,-0.012252338230609894,-0.02535092830657959,0.012592405080795288,0.001596897840499878,-0.011335253715515137,-0.015557020902633667,-0.012913376092910767,-0.0210895836353302,-0.019071459770202637,-0.020824909210205078,-0.015389204025268555,-0.017566263675689697,0.0016146302223205566,-0.00459134578704834,-0.007184922695159912,-0.008146107196807861,0.005249977111816406,0.018237829208374023,0.03594130277633667,0.12194257974624634,0.17933825981709653,0.4885729868206806
full,7,22,12,7,R,M,mid,0.5,0.0027226507663726807,0.00275382399559021,0.016681015491485596,-0.010808825492858887,-0.013280868530273438,1.6922593116760254,0.01189635694026947,0.007031440734863281,-0.0617368221282959,-0.012247540056705475,-0.02540053427219391,0.012332379817962646,0.0016629993915557861,-0.011264622211456299,-0.015508592128753662,-0.012982457876205444,-0.02092576026916504,-0.019177109003067017,-0.020886480808258057,-0.015361487865447998,-0.017530500888824463,0.0016167163848876953,-0.004415750503540039,-0.007093071937561035,-0.008119583129882812,0.005142033100128174,0.018684089183807373,0.03621721267700195,0.12228989601135254,0.17209525482192112,0.4881856681673872
full,7,23,12,7,R,M,high,0.8,0.016056843101978302,-0.00047892332077026367,0.03217756748199463,-0.01260232925415039,-0.013344526290893555,1.696702480316162,0.011923141777515411,0.008154869079589844,-0.0615382194519043,-0.01225067675113678,-0.02545580267906189,0.012055635452270508,0.0017212331295013428,-0.011190056800842285,-0.015500277280807495,-0.013018637895584106,-0.02077960968017578,-0.01926681399345398,-0.021018385887145996,-0.01533430814743042,-0.01746159791946411,0.0016376972198486328,-0.004228472709655762,-0.007039546966552734,-0.008080542087554932,0.005058169364929199,0.019120514392852783,0.03651595115661621,0.12266987562179565,0.20595146041254625,0.48783553224491255
full,7,24,12,12,R,B,low,0.25,-0.016984589397907257,-0.0009099841117858887,-0.03748612105846405,0.017943978309631348,-0.013222217559814453,1.688826560974121,0.011877425014972687,0.00588226318359375,-0.06191706657409668,-0.012256905436515808,-0.025360986590385437,0.012599140405654907,0.0015982091426849365,-0.011346191167831421,-0.015552163124084473,-0.012936562299728394,-0.021102845668792725,-0.01906287670135498,-0.020814359188079834,-0.015391349792480469,-0.0175819993019104,0.0016064047813415527,-0.0046045780181884766,-0.007169365882873535,-0.008138775825500488,0.005247950553894043,0.018227458000183105,0.03594118356704712,0.12198221683502197,0.16248061564030894,0.4886831619259765
full,7,25,12,12,R,B,mid,0.5,-0.016875512897968292,0.0004515349864959717,-0.033880963921546936,0.01943385601043701,-0.013279438018798828,1.6924810409545898,0.011897437274456024,0.006875038146972656,-0.06179022789001465,-0.012257874011993408,-0.025415807962417603,0.012344121932983398,0.0016656816005706787,-0.011274099349975586,-0.01551675796508789,-0.01299738883972168,-0.020933300256729126,-0.019158273935317993,-0.020888566970825195,-0.015359818935394287,-0.01755344867706299,0.0016169548034667969,-0.0044362545013427734,-0.007090508937835693,-0.008106827735900879,0.0051389336585998535,0.01863718032836914,0.03617173433303833,0.12228959798812866,0.17818345958398996,0.48837926036761314
full,7,26,12,12,R,B,high,0.8,0.006975099444389343,-0.0016562938690185547,0.02209232747554779,-0.01213061809539795,-0.013354778289794922,1.6973562240600586,0.011925525963306427,0.008294105529785156,-0.06156659126281738,-0.012250654399394989,-0.025466129183769226,0.012015700340270996,0.0017330646514892578,-0.011167734861373901,-0.015509307384490967,-0.013030916452407837,-0.02074018120765686,-0.019289106130599976,-0.021018922328948975,-0.015315413475036621,-0.017478883266448975,0.0016363859176635742,-0.004219233989715576,-0.007031917572021484,-0.008079886436462402,0.005047321319580078,0.019191384315490723,0.036556243896484375,0.12271273136138916,0.22705890589661493,0.4878960899337867
full,8,0,2,2,L,T,low,0.25,-0.056103840470314026,-0.0030895620584487915,-0.10243168473243713,0.03964805603027344,0.028493642807006836,2.92791748046875,-0.026463061571121216,0.3481712341308594,-0.0943608283996582,-0.009909197688102722,-0.024844296276569366,-0.02197873592376709,-0.04384744167327881,-0.03404495120048523,-0.009595721960067749,-0.0168878436088562,-0.003411203622817993,0.0006837844848632812,0.01963818073272705,0.0233650803565979,0.008400022983551025,0.008561432361602783,-0.09117615222930908,0.18214309215545654,0.11238205432891846,0.28384268283843994,0.14127278327941895,0.2801685333251953,-0.45659351348876953,0.7527935749472109,1.0902259243130654
full,8,1,2,2,L,T,mid,0.5,-0.05904335528612137,-0.006677359342575073,-0.10507997870445251,0.038797855377197266,0.02099156379699707,4.315093994140625,-0.02372264862060547,0.6574172973632812,-0.09364771842956543,-0.00906643271446228,-0.023606784641742706,-0.022540897130966187,-0.04447868466377258,-0.03358998894691467,-0.009093642234802246,-0.016714036464691162,-0.0024054348468780518,-0.0017700791358947754,0.024638652801513672,0.024442315101623535,0.012516438961029053,0.010374605655670166,-0.09740638732910156,0.2042074203491211,0.13593840599060059,0.30215156078338623,0.17286908626556396,0.31872987747192383,-0.2877798080444336,0.6816711915880347,1.1032456600431853
full,8,2,2,2,L,T,high,0.8,-0.041215378791093826,-0.009425163269042969,-0.07510629296302795,0.01785743236541748,0.014056921005249023,5.9039306640625,-0.02132958173751831,0.9450855255126953,-0.09243655204772949,-0.008813798427581787,-0.023346684873104095,-0.023571401834487915,-0.04455152153968811,-0.03454521298408508,-0.00862044095993042,-0.016933292150497437,-0.0021773576736450195,-0.0028839707374572754,0.028208136558532715,0.025181949138641357,0.016402602195739746,0.012914121150970459,-0.09343129396438599,0.21828508377075195,0.1550765037536621,0.3222389221191406,0.19666528701782227,0.3543241024017334,-0.125335693359375,0.7658359426431999,1.1126696151037188
full,8,3,2,7,L,M,low,0.25,-0.02716362476348877,0.0008197277784347534,-0.06717026233673096,0.03141498565673828,0.031308650970458984,2.3492355346679688,-0.02697613835334778,0.21985816955566406,-0.09663081169128418,-0.009944431483745575,-0.024922683835029602,-0.021496057510375977,-0.04302293062210083,-0.03434446454048157,-0.00964459776878357,-0.01634564995765686,-0.003293067216873169,0.0014687776565551758,0.01692068576812744,0.02304971218109131,0.0055370330810546875,0.007045745849609375,-0.08633381128311157,0.17686372995376587,0.09664857387542725,0.27744531631469727,0.12307918071746826,0.2536754608154297,-0.5125274658203125,0.8993488322151654,1.0723477765480947
full,8,4,2,7,L,M,mid,0.5,0.024309903383255005,0.006726890802383423,0.028386831283569336,-0.017650604248046875,0.023053407669067383,3.7921981811523438,-0.024213403463363647,0.5759353637695312,-0.09368062019348145,-0.008898243308067322,-0.023323550820350647,-0.02203698456287384,-0.04407885670661926,-0.03312501311302185,-0.009067118167877197,-0.016485005617141724,-0.002306133508682251,-0.0015380382537841797,0.023577392101287842,0.024079978466033936,0.011052608489990234,0.009225130081176758,-0.09804266691207886,0.2033516764640808,0.1274787187576294,0.297731876373291,0.1630706787109375,0.305553674697876,-0.33028602600097656,0.831144713059028,1.0922672062502095
full,8,5,2,7,L,M,high,0.8,-0.02235495299100876,-0.006698489189147949,-0.0638245940208435,0.026972293853759766,0.01281285285949707,6.112785339355469,-0.021083801984786987,1.0264225006103516,-0.09107685089111328,-0.008515596389770508,-0.022783294320106506,-0.023579105734825134,-0.04522550106048584,-0.033826589584350586,-0.008590728044509888,-0.016760319471359253,-0.001807570457458496,-0.003276646137237549,0.029629826545715332,0.025680601596832275,0.01801455020904541,0.013432025909423828,-0.1000434160232544,0.22631365060806274,0.16342294216156006,0.3255746364593506,0.20879757404327393,0.36945533752441406,-0.08949089050292969,0.8922637755548549,1.1196325323155853
full,8,6,2,12,L,B,low,0.25,0.05442342907190323,0.01487821340560913,0.11575217545032501,-0.05048203468322754,0.023913145065307617,3.5830001831054688,-0.024879097938537598,0.5388298034667969,-0.0940089225769043,-0.009158603847026825,-0.02355242520570755,-0.022170335054397583,-0.044879764318466187,-0.032694101333618164,-0.009494006633758545,-0.01659262180328369,-0.0028073489665985107,-0.0001627206802368164,0.022489845752716064,0.02413761615753174,0.011148273944854736,0.009772777557373047,-0.09850198030471802,0.20021796226501465,0.12386000156402588,0.2951807975769043,0.16038668155670166,0.306854248046875,-0.3552064895629883,0.8717094657854135,1.091727755206218
full,8,7,2,12,L,B,mid,0.5,0.0589076429605484,0.01343873143196106,0.12299579381942749,-0.05417788028717041,0.0203857421875,4.3437957763671875,-0.023545265197753906,0.7051143646240234,-0.09175229072570801,-0.008711084723472595,-0.02295907586812973,-0.02237185835838318,-0.044528037309646606,-0.03294402360916138,-0.00895431637763977,-0.016716092824935913,-0.0021250545978546143,-0.002029716968536377,0.02562713623046875,0.024466872215270996,0.01341027021408081,0.010512590408325195,-0.10147136449813843,0.21110528707504272,0.13920390605926514,0.30455708503723145,0.17892670631408691,0.3285036087036133,-0.2683877944946289,0.9016295327892513,1.101848575682148
full,8,8,2,12,L,B,high,0.8,0.03302304446697235,-0.0002765059471130371,0.04357236623764038,-0.024945378303527832,0.013133049011230469,5.985572814941406,-0.021271467208862305,1.0097007751464844,-0.09110736846923828,-0.008533202111721039,-0.022750496864318848,-0.02352207899093628,-0.04541084170341492,-0.033479273319244385,-0.008670270442962646,-0.01674783229827881,-0.0019295215606689453,-0.002939373254776001,0.029270410537719727,0.02559560537338257,0.01798427104949951,0.013450264930725098,-0.10124021768569946,0.22592288255691528,0.1618814468383789,0.3239835500717163,0.20744240283966064,0.36954474449157715,-0.10015201568603516,0.7653605981942214,1.1174234742881881
full,8,9,7,2,M,T,low,0.25,-0.05655200779438019,-0.0029963403940200806,-0.10111624002456665,0.03765666484832764,0.0226743221282959,3.956939697265625,-0.024661213159561157,0.5928821563720703,-0.09412908554077148,-0.00934581458568573,-0.02393428236246109,-0.0225360244512558,-0.04486203193664551,-0.03324291110038757,-0.009276151657104492,-0.016736745834350586,-0.002937793731689453,-0.0007579326629638672,0.02353304624557495,0.02420443296432495,0.012356162071228027,0.010508239269256592,-0.09868103265762329,0.19862616062164307,0.13269007205963135,0.2970695495605469,0.16894197463989258,0.3177495002746582,-0.3304872512817383,0.679317494117425,1.1040868161021908
full,8,10,7,2,M,T,mid,0.5,-0.05841603875160217,-0.006351292133331299,-0.10231415927410126,0.036199212074279785,0.018256425857543945,4.8723907470703125,-0.023011088371276855,0.7789230346679688,-0.0929877758026123,-0.008942224085330963,-0.023366793990135193,-0.022945553064346313,-0.04507869482040405,-0.033410340547561646,-0.009007364511489868,-0.016677021980285645,-0.002329885959625244,-0.0020803511142730713,0.02623206377029419,0.02490323781967163,0.014672815799713135,0.011652350425720215,-0.10017555952072144,0.21092712879180908,0.14620184898376465,0.30867302417755127,0.1868041753768921,0.3391284942626953,-0.2262582778930664,0.629540958580908,1.1113454210513103
full,8,11,7,2,M,T,high,0.8,-0.0404689647257328,-0.009684503078460693,-0.07396819442510605,0.016982555389404297,0.010101318359375,6.744049072265625,-0.020613372325897217,1.1504364013671875,-0.09036469459533691,-0.008613146841526031,-0.022891834378242493,-0.02422676980495453,-0.04631984233856201,-0.03380894660949707,-0.008687734603881836,-0.016788214445114136,-0.001939922571182251,-0.0031622648239135742,0.030831217765808105,0.02626967430114746,0.02058720588684082,0.01517575979232788,-0.10239231586456299,0.23089599609375,0.17519593238830566,0.33247804641723633,0.22432291507720947,0.3936285972595215,-0.030121803283691406,0.6531056065686285,1.1333507475993594
full,8,12,7,7,M,M,low,0.25,-0.028091028332710266,0.000844806432723999,-0.06767800450325012,0.03149247169494629,0.01535487174987793,5.431083679199219,-0.02239212393760681,0.9171772003173828,-0.0921483039855957,-0.008764155209064484,-0.02299780398607254,-0.023390889167785645,-0.04635939002037048,-0.03281450271606445,-0.009111136198043823,-0.01648154854774475,-0.0021549463272094727,-0.0022602975368499756,0.027943015098571777,0.025695621967315674,0.01733916997909546,0.013137102127075195,-0.1059577465057373,0.22001123428344727,0.15860271453857422,0.3159593343734741,0.20444715023040771,0.3640885353088379,-0.15975475311279297,0.8601055590737811,1.1232175617497984
full,8,13,7,7,M,M,mid,0.5,-0.021432951092720032,0.00014889240264892578,-0.061446353793144226,0.028971195220947266,0.011817216873168945,6.249855041503906,-0.02128833532333374,1.0730514526367188,-0.09115839004516602,-0.008643276989459991,-0.02284395694732666,-0.023949339985847473,-0.04669630527496338,-0.03312331438064575,-0.00894087553024292,-0.016617506742477417,-0.0020466744899749756,-0.002635747194290161,0.029778242111206055,0.026183247566223145,0.019694983959197998,0.014619886875152588,-0.1053762435913086,0.22820889949798584,0.1696760654449463,0.3266570568084717,0.21851086616516113,0.3858785629272461,-0.07528305053710938,0.5836331553601358,1.1307380335204098
full,8,14,7,7,M,M,high,0.8,-0.03419666737318039,-0.008053421974182129,-0.08205541968345642,0.0343853235244751,0.009039878845214844,6.959693908691406,-0.020442336797714233,1.2169876098632812,-0.08963918685913086,-0.008464403450489044,-0.02260628342628479,-0.024349436163902283,-0.04693534970283508,-0.03341943025588989,-0.008709520101547241,-0.016662031412124634,-0.0017173290252685547,-0.0033325552940368652,0.03175538778305054,0.02671605348587036,0.02193748950958252,0.01576995849609375,-0.10649192333221436,0.23619431257247925,0.1820152997970581,0.3357924222946167,0.23404324054718018,0.40625667572021484,-0.0008039474487304688,0.5910734025728751,1.1405808667494357
full,8,15,7,12,M,B,low,0.25,0.047583118081092834,0.012534871697425842,0.09436045587062836,-0.045281171798706055,0.012938976287841797,5.9701385498046875,-0.021638810634613037,1.0359001159667969,-0.0899038314819336,-0.008545003831386566,-0.02263714373111725,-0.02362583577632904,-0.046550750732421875,-0.03279238939285278,-0.008947610855102539,-0.016539543867111206,-0.0018625259399414062,-0.002742558717727661,0.029527127742767334,0.02601546049118042,0.019212186336517334,0.014068007469177246,-0.10806620121002197,0.22769051790237427,0.16824233531951904,0.3227959871292114,0.21723175048828125,0.38184380531311035,-0.0984201431274414,0.8959535497409123,1.1290974952359742
full,8,16,7,12,M,B,mid,0.5,0.05907778814435005,0.01381579041481018,0.12717610597610474,-0.05009746551513672,0.010932207107543945,6.4477081298828125,-0.02104291319847107,1.1257247924804688,-0.08988213539123535,-0.008502863347530365,-0.02259627729654312,-0.02399478852748871,-0.04683920741081238,-0.03299036622047424,-0.008876234292984009,-0.016609549522399902,-0.0018319189548492432,-0.002902299165725708,0.03056168556213379,0.02636486291885376,0.02060091495513916,0.014983892440795898,-0.10747426748275757,0.23222333192825317,0.17455649375915527,0.32930588722229004,0.22527790069580078,0.3945178985595703,-0.05005073547363281,0.6208387041127367,1.1341273395280653
full,8,17,7,12,M,B,high,0.8,0.034797340631484985,0.0001786351203918457,0.047022297978401184,-0.026810526847839355,0.00950169563293457,6.824562072753906,-0.02054619789123535,1.1940555572509766,-0.08976483345031738,-0.008440211415290833,-0.022548578679561615,-0.024216532707214355,-0.046838581562042236,-0.033284008502960205,-0.008730441331863403,-0.016620486974716187,-0.001703709363937378,-0.0032694637775421143,0.03147697448730469,0.026620686054229736,0.02152639627456665,0.015498161315917969,-0.10682851076126099,0.23558735847473145,0.17984402179718018,0.33400893211364746,0.2315586805343628,0.40256524085998535,-0.012151718139648438,0.5801396074033166,1.1377362798047388
full,8,18,12,2,R,T,low,0.25,-0.05364416539669037,-0.0025825053453445435,-0.09744444489479065,0.03721606731414795,0.00920724868774414,6.8502197265625,-0.02068305015563965,1.2019195556640625,-0.08915925025939941,-0.008552469313144684,-0.02266499400138855,-0.024359911680221558,-0.04746061563491821,-0.03298836946487427,-0.008907884359359741,-0.016579091548919678,-0.0018617808818817139,-0.002956211566925049,0.031329214572906494,0.02674877643585205,0.0221368670463562,0.01596653461456299,-0.10880488157272339,0.23482072353363037,0.18203353881835938,0.3333010673522949,0.23467135429382324,0.408052921295166,-0.012006759643554688,0.7708111564101005,1.141662327059544
full,8,19,12,2,R,T,mid,0.5,-0.05502140522003174,-0.004702210426330566,-0.09514778852462769,0.03160083293914795,0.009055852890014648,6.9028778076171875,-0.02059420943260193,1.2143077850341797,-0.08901500701904297,-0.008496314287185669,-0.02260080724954605,-0.024336382746696472,-0.047348618507385254,-0.03301355242729187,-0.008820682764053345,-0.016601860523223877,-0.0017834305763244629,-0.003129035234451294,0.031591951847076416,0.026735544204711914,0.02228754758834839,0.01593881845474243,-0.10902917385101318,0.23588865995407104,0.18325746059417725,0.33416736125946045,0.23589277267456055,0.40917396545410156,-0.005469322204589844,0.6638635877641497,1.1421368456776775
full,8,20,12,2,R,T,high,0.8,-0.04785377159714699,-0.010474562644958496,-0.08678606152534485,0.023134350776672363,0.008710861206054688,7.0312652587890625,-0.020372122526168823,1.2377910614013672,-0.0889444351196289,-0.008408777415752411,-0.022515982389450073,-0.024319112300872803,-0.047003090381622314,-0.03323531150817871,-0.00864410400390625,-0.016694247722625732,-0.0016465187072753906,-0.003447592258453369,0.03208208084106445,0.02667158842086792,0.022456645965576172,0.01589357852935791,-0.10836970806121826,0.23757141828536987,0.18499469757080078,0.336106538772583,0.2374628782272339,0.41048574447631836,0.008349418640136719,0.528489761427269,1.1424150027459956
full,8,21,12,7,R,M,low,0.25,-0.009412214159965515,0.0032895654439926147,-0.03405384719371796,0.015318989753723145,0.009180545806884766,6.843467712402344,-0.020665735006332397,1.2109909057617188,-0.08867406845092773,-0.00846097618341446,-0.022506341338157654,-0.024273380637168884,-0.047445446252822876,-0.03281170129776001,-0.008862316608428955,-0.016546130180358887,-0.0017396509647369385,-0.0030599236488342285,0.03152185678482056,0.026740968227386475,0.022324323654174805,0.015927433967590332,-0.11023139953613281,0.23626136779785156,0.1832261085510254,0.3333548307418823,0.2363872528076172,0.40973401069641113,-0.008549690246582031,0.6611504965282489,1.142006859681255
full,8,22,12,7,R,M,mid,0.5,0.026475943624973297,0.008941203355789185,0.035502299666404724,-0.021016478538513184,0.009069681167602539,6.884300231933594,-0.020598173141479492,1.2179031372070312,-0.0888364315032959,-0.008440949022769928,-0.022492200136184692,-0.024288684129714966,-0.04736202955245972,-0.03290566802024841,-0.008825987577438354,-0.016581237316131592,-0.0017075538635253906,-0.003129631280899048,0.03165251016616821,0.026745855808258057,0.022349119186401367,0.015932321548461914,-0.10977786779403687,0.23680275678634644,0.18348348140716553,0.334189772605896,0.23662543296813965,0.4100069999694824,-0.004370689392089844,0.5431850061294757,1.1422150104217401
full,8,23,12,7,R,M,high,0.8,-0.03328564018011093,-0.007853269577026367,-0.08179852366447449,0.0346226692199707,0.008751392364501953,7.006492614746094,-0.020403027534484863,1.2371845245361328,-0.08898186683654785,-0.008392013609409332,-0.022475063800811768,-0.02430671453475952,-0.04707375168800354,-0.03314793109893799,-0.008670210838317871,-0.01666504144668579,-0.001632988452911377,-0.0033978521823883057,0.03205519914627075,0.026701152324676514,0.022480487823486328,0.015908777713775635,-0.10880160331726074,0.2378949522972107,0.1848597526550293,0.33602261543273926,0.23760390281677246,0.41085124015808105,0.0073699951171875,0.4935012423190851,1.14255916723527
full,8,24,12,12,R,B,low,0.25,0.05012175440788269,0.012470901012420654,0.10295134782791138,-0.04652583599090576,0.00912618637084961,6.845550537109375,-0.02063712477684021,1.2157421112060547,-0.0885167121887207,-0.008418016135692596,-0.022426046431064606,-0.024239003658294678,-0.04743903875350952,-0.032738834619522095,-0.008857190608978271,-0.01653909683227539,-0.0016813576221466064,-0.0030787289142608643,0.0315934419631958,0.02674013376235962,0.02238750457763672,0.015928268432617188,-0.1107335090637207,0.23700952529907227,0.18354105949401855,0.33346259593963623,0.23703324794769287,0.4103975296020508,-0.0062007904052734375,0.6270029275123656,1.1419058035505676
full,8,25,12,12,R,B,mid,0.5,0.05873609334230423,0.014135211706161499,0.12571017444133759,-0.051069021224975586,0.009124755859375,6.858238220214844,-0.020602494478225708,1.2223987579345703,-0.08829808235168457,-0.008357711136341095,-0.02234046906232834,-0.024182841181755066,-0.0473153293132782,-0.03273800015449524,-0.008783459663391113,-0.01653406023979187,-0.0015842616558074951,-0.0032410621643066406,0.03178858757019043,0.026726365089416504,0.02245110273361206,0.01584392786026001,-0.11125409603118896,0.23791074752807617,0.1844121217727661,0.3336782455444336,0.2380610704421997,0.41099095344543457,-0.0031347274780273438,0.7422342587898823,1.1420465437799152
full,8,26,12,12,R,B,high,0.8,0.03754153102636337,0.0015811324119567871,0.05356438457965851,-0.030107975006103516,0.008996248245239258,6.927391052246094,-0.020502358675003052,1.2321491241455078,-0.08849310874938965,-0.00833507627248764,-0.022357098758220673,-0.02419227361679077,-0.047089457511901855,-0.03291696310043335,-0.008662223815917969,-0.016635894775390625,-0.0015610158443450928,-0.0034109652042388916,0.03205227851867676,0.02664971351623535,0.022522926330566406,0.01580202579498291,-0.11043238639831543,0.2383822202682495,0.18518877029418945,0.3349175453186035,0.23824429512023926,0.4112973213195801,0.002681732177734375,0.8471715515413122,1.1424408438638196
