cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
full,15,actual,bottom,37,0.11084538436419256,0.10468789673334844,0.22563059346095934,1.5452083413665358,0.0,0.0,0.0,0.4280725975294371,-0.29095142854504075
full,15,actual,mid,227,0.11577195027588748,0.13052218384417144,0.22046918740356547,1.5458167108670204,0.0,0.0,0.0,0.5117303715928536,0.057927638532521766
full,15,actual,top,336,0.07115395647651028,0.04882066213481483,0.1251534543532346,1.5849703663871402,0.0,0.0,0.0,0.7484617944629419,1.1949924079237622
full,15,mean,bottom,37,0.11169367948093929,0.10468789673334844,0.2271685998987507,1.544347724399051,0.0012204044976749935,0.002352328316585438,1.573618339682218e-05,0.4280725975294371,-0.29095142854504075
full,15,mean,mid,227,0.11586550547688018,0.13052218384417144,0.22017415832843024,1.545879669126435,0.0016172429144645053,0.003502354354060169,4.047171914221648e-05,0.5117303715928536,0.057927638532521766
full,15,mean,top,336,0.07149294919023912,0.04882066213481483,0.12573017332968967,1.5847687235190755,0.002252276088776333,0.0043524447385044325,4.57410266568288e-05,0.7484617944629419,1.1949924079237622
full,15,random,bottom,37,0.11145676732868762,0.10468789673334844,0.22667711691276446,1.5445854534973968,0.002408296272561357,0.004828405138608572,4.1837815449587255e-05,0.4280725975294371,-0.29095142854504075
full,15,random,mid,227,0.11574331109744336,0.13052218384417144,0.2200670287603849,1.5459131758643667,0.0022537168033322573,0.00486439486169605,7.295849752759021e-05,0.5117303715928536,0.057927638532521766
full,15,random,top,336,0.07158292806707323,0.04882066213481483,0.12594273435838876,1.5846757612058096,0.0028522413756166187,0.005467562936246395,7.34434685417303e-05,0.7484617944629419,1.1949924079237622
full,15,shuffled,bottom,37,0.11119829762626339,0.10468789673334844,0.226059027620264,1.5449196970140613,0.002406881266349071,0.004813837843972283,5.077894526973093e-05,0.4280725975294371,-0.29095142854504075
full,15,shuffled,mid,227,0.1158785347043155,0.13052218384417144,0.22034579751775127,1.5457882996697783,0.0021696601735862867,0.00479439767446812,7.268441116405439e-05,0.5117303715928536,0.057927638532521766
full,15,shuffled,top,336,0.07189278101681598,0.04882066213481483,0.12653148968127512,1.584513934950034,0.003228942220587106,0.0062375217010932306,9.244618174112215e-05,0.7484617944629419,1.1949924079237622
full,15,zero,bottom,37,0.08208149510460931,0.10468789673334844,0.1617646229428214,1.5763446994729944,0.02876388925958324,0.06386597051813796,0.005391601548605674,0.4280725975294371,-0.29095142854504075
full,15,zero,mid,227,0.11450041866643838,0.13052218384417144,0.22510831832623165,1.5447126453668536,0.013298461320379233,0.03027829993926481,0.002022921384900956,0.5117303715928536,0.057927638532521766
full,15,zero,top,336,0.09735607433443268,0.04882066213481483,0.1791380120086528,1.5660384173194568,0.0262021178579224,0.0539845576554182,0.004336096415673161,0.7484617944629419,1.1949924079237622
