valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,12675,0.0393716021308297,1.5912036443556083,0.23767569732031174,0.13407794400432407,0.20611677705536227,0.2060517135456469,0.21607786767346385
mid,3145,0.033383877696217715,1.5688556913351597,0.28349352506461695,0.11235621965983335,0.1976217873572166,0.19809696093936036,0.20843150597687557
bottom,180,0.032444186922576695,1.5724176466464996,0.28411896642711426,0.11821759161021975,0.1917781444059478,0.19744332548644808,0.20844197273254395
