cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
no_conative,24,actual,bottom,200,0.11428934551775455,0.07771282935515046,0.24811761967837812,1.528719856739044,0.0,0.0,0.0,0.2923880608007312,-1.0024324487224252
no_conative,24,actual,mid,200,0.13465062934905292,0.13240720707923173,0.27031766302883625,1.5148906177282333,0.0,0.0,0.0,0.4735908704251051,-0.1104105716966315
no_conative,24,actual,top,200,0.10031967896968126,0.0687573631759733,0.18311778634786605,1.5617587733268739,0.0,0.0,0.0,0.6776335847377777,0.8169198232775607
no_conative,24,mean,bottom,200,0.10665577944368124,0.07771282935515046,0.23246538944542408,1.5378423130512238,0.012987939827144145,0.026958557218313216,0.0012490905227605254,0.2923880608007312,-1.0024324487224252
no_conative,24,mean,mid,200,0.13548409298062325,0.13240720707923173,0.27207764342427254,1.5138179868459702,0.0033107822015881537,0.007385339066386223,0.00030649049654130067,0.4735908704251051,-0.1104105716966315
no_conative,24,mean,top,200,0.0996639284491539,0.0687573631759733,0.18169403038918971,1.5625110203027726,0.0050758286193013195,0.009401158466935157,0.00019496794076985678,0.6776335847377777,0.8169198232775607
no_conative,24,random,bottom,200,0.10600939467549324,0.07771282935515046,0.23082148611545564,1.5386777555942535,0.013328636065125465,0.02766708590090275,0.001433672853195276,0.2923880608007312,-1.0024324487224252
no_conative,24,random,mid,200,0.1350563419610262,0.13240720707923173,0.2712882574647665,1.5142976838350295,0.00372389268130064,0.008737734109163285,0.00041029001276911005,0.4735908704251051,-0.1104105716966315
no_conative,24,random,top,200,0.09862597217783332,0.0687573631759733,0.18010055541992187,1.563090479373932,0.006751656960695982,0.012601779699325561,0.00036914881850407254,0.6776335847377777,0.8169198232775607
no_conative,24,shuffled,bottom,200,0.10792742166668176,0.07771282935515046,0.2342762403935194,1.5365867966413498,0.014124905802309512,0.02866222083568573,0.0015286610686735002,0.2923880608007312,-1.0024324487224252
no_conative,24,shuffled,mid,200,0.13391881808638573,0.13240720707923173,0.2673144660145044,1.516587165594101,0.006057177372276783,0.013401389420032501,0.0009424298387239105,0.4735908704251051,-0.1104105716966315
no_conative,24,shuffled,top,200,0.09732720891013741,0.0687573631759733,0.1779625331237912,1.5638616520166397,0.010063611436635256,0.018452399335801603,0.0008513577929443272,0.6776335847377777,0.8169198232775607
no_conative,24,zero,bottom,200,0.11504293158650399,0.07771282935515046,0.25028389468789103,1.5274059909582138,0.011583159640431405,0.023190999403595924,0.0008409155668778112,0.2923880608007312,-1.0024324487224252
no_conative,24,zero,mid,200,0.13350243143737317,0.13240720707923173,0.2631246892362833,1.5194117665290832,0.0057339869812130925,0.013827712237834931,0.0007133145976376909,0.4735908704251051,-0.1104105716966315
no_conative,24,zero,top,200,0.08935679566115141,0.0687573631759733,0.1620764836668968,1.571120166182518,0.01124100960791111,0.021387951225042345,0.0008474745630701364,0.6776335847377777,0.8169198232775607
