cohort,seed,window,n_steps,max_episode,top_occ,mid_occ,bottom_occ,TR_occ,MR_occ,BR_occ,body_state_mean,body_state_last,body_pe_mean,obs_pe_mean,alpha_mean,g_norm_mean,g_norm_last,body_u_mean,body_u_last,body_u_delta_mean,trend_abs_err,trend_pred_mean,trend_target_logged_mean,conative_loss_mean,metric_eig_entropy_mean,metric_cond_mean,metric_cond_p95,g_top_bottom_dist,g_centroid_spread
no_conative,25,last50,10000,179,0.659,0.2364,0.1046,0.5367,0.184,0.0926,0.6304696342650801,0.039400216192007065,0.00016308168174295257,0.018908821890648686,0.07606789599880576,3.3518974757909774,3.341946601867676,0.6174714608682558,-3.1937865381950195,0.0063445521737323755,0.01032299502331345,0.03052093381284503,0.030210638021516138,0.0,2.8052951465958182,15.76578859240972,36.37340701896746,0.14050911315971026,0.12465682920035424
no_conative,26,last50,10000,179,0.1621,0.0844,0.7535,0.1621,0.0608,0.6769,0.27484893184155224,0.0987195149064064,0.00046542304931476133,0.01243195744434779,0.0642820835635066,3.3807793051958086,3.3519792556762695,-1.2674624040621736,-2.2115338710198587,-0.010106157180811369,0.011208215632513679,-0.04748170576840639,-0.047950664697668004,0.0,2.8683224675220678,12.581807920943074,26.811780596513717,0.7533179228522174,0.5080634672621785
no_conative,27,last50,10000,179,0.4355,0.4126,0.1519,0.4232,0.3751,0.1287,0.5481895588677377,0.1923590451478958,0.00016731976723699396,0.011140231863674126,0.1332601932965219,3.386801349711418,3.322356700897217,0.22030281379560693,-1.4347539269642033,0.0026609632072848674,0.010065429339080102,0.013699556263303384,0.01327351103068678,0.0,2.9040857061754495,8.717094095097016,15.80361854206411,0.07464254671106656,0.10908929966626431
no_conative,28,last50,10000,179,0.7167,0.2734,0.0099,0.706,0.2385,0.0051,0.674796193292737,0.9065737128257751,0.00013225652542149123,0.00979035584082012,0.035588748809695245,3.3277662554502485,3.2785069942474365,0.822727995269188,2.272499798465154,0.008650934034810933,0.008907118499959185,0.04311816767482087,0.04235185596708034,0.0,2.8855624568778278,10.64177335522012,16.405424513151928,0.42672823378669134,0.29048258049826364
no_conative,29,last50,10000,179,0.8864,0.084,0.0296,0.7577,0.0227,0.002,0.7351000062346459,0.9119897484779358,0.00019653145207114745,0.019195178395701805,0.03504229485169053,3.4295554831743242,3.4338035583496094,1.1719922003131773,2.3381755396754,0.010959783478129984,0.009334070068817205,0.05364792438596487,0.05270489833830081,0.0,2.8504723981080304,12.831691062160541,20.304517144457684,0.3774993775062747,0.2589817031792589
no_body_in_g,0,last50,10000,179,0.6548,0.2917,0.0535,0.5808,0.2057,0.0467,0.6405351901873946,0.7109069228172302,0.00015064669230795914,0.01756751178901759,0.03815651052966714,3.2122789184093476,3.1786093711853027,0.6603800977426639,0.8997928455407581,0.007031543919477044,0.010600682420093096,0.0327578307941556,0.032591167680207325,0.048044536527991295,2.9296007373591415,6.644567581973429,10.08105035117714,0.41172783308940736,0.28234368990441366
no_body_in_g,1,last50,10000,179,0.7742,0.2136,0.0122,0.723,0.1318,0.0089,0.6830265989482402,0.8304399847984314,0.00010978757443858846,0.015914837651891868,0.030313249111175538,3.3505007766008377,3.290087938308716,0.8686163068655315,1.588748837670076,0.009634017253961416,0.008422443425954572,0.045514295257255435,0.045380557103413655,0.05015732033550739,2.855318528816792,12.482600430844228,18.154103301660232,0.09808042583977168,0.07015829390639061
no_body_in_g,2,last50,10000,179,0.7719,0.2081,0.02,0.7021,0.1254,0.0076,0.6835041716620326,0.9084039926528931,9.204245409239488e-05,0.018353830483474304,0.044230546902865174,3.4334376980781554,3.4045989513397217,0.8703953733231843,2.294301661903951,0.009505931008379051,0.00906450450658808,0.04445908505492844,0.04442509187865605,0.03918046753704548,2.9202265405212904,8.123232114560581,12.952907565881041,0.17626016872771758,0.12397445425005053
no_body_in_g,3,last50,10000,179,0.7545,0.2254,0.0201,0.6401,0.1238,0.0172,0.6758630837857723,0.6869832873344421,0.00014251914189945342,0.02131363691841252,0.04447531821131706,3.470589327263832,3.4649510383605957,0.8357113276215902,0.7860534415986685,0.009089617507599047,0.009405114429067267,0.042700169613212345,0.04252687682693264,0.03914233718514443,2.916211104684451,8.531708899025226,12.86406896562421,0.14456157772683795,0.10712915929954288
no_body_in_g,4,last50,10000,179,0.7204,0.2388,0.0408,0.6748,0.1486,0.0299,0.6638807883426547,0.8712852597236633,0.00013261479339923376,0.017510035241718288,0.06081693135127425,3.221461429977417,3.140451431274414,0.7799802169717069,1.91237103969752,0.008344337803190204,0.009073449601262256,0.03937673082991969,0.03921137775844792,0.0707608204305172,2.8693657271592503,11.59931338509481,17.545676033447727,0.2032189397667479,0.14397203881850934
no_body_in_g,5,last50,10000,179,0.7767,0.2066,0.0167,0.7156,0.0941,0.015,0.6847637104675174,0.9032934308052063,0.00013701371192221902,0.02006730499989353,0.03677790654227137,3.4687629608392716,3.4490809440612793,0.8792748161727092,2.234366300605359,0.009669331786968298,0.010263548346887308,0.046081358597928196,0.045734042939223736,0.03686833501011133,2.829879983213899,14.77518183043334,26.00241827714528,0.1063302952648959,0.0824659196467341
no_body_in_g,6,last50,10000,179,0.7673,0.1893,0.0434,0.7179,0.1083,0.0356,0.6714563176378607,0.9048953056335449,0.00017792358410709873,0.01616768006880884,0.044759264190495016,3.2987709309339524,3.286163091659546,0.8250685657028325,2.2528405907643303,0.009137081810376767,0.009213161013361563,0.043061036258051175,0.0429154180663445,0.05022985722720623,2.9099080922434126,8.649209057503136,12.161456240334914,0.12250205894153633,0.09994006879703815
no_body_in_g,7,last50,10000,179,0.7843,0.194,0.0217,0.7181,0.1181,0.0167,0.6902835432082415,0.9149976372718811,0.00013393294235253866,0.016287220553826774,0.03128063329011202,3.5241298953294753,3.542748212814331,0.9083969367168966,2.376242391952569,0.009634800910781829,0.009063078899581448,0.04539916078266688,0.04519507255767132,0.04161458022147417,2.9104547114292325,9.343943395953625,11.401029211315192,0.06197795267915288,0.045017158863588265
no_body_in_g,8,last50,10000,179,0.6784,0.2647,0.0569,0.6333,0.1884,0.0458,0.6436358194917441,0.9005616903305054,0.00015113043323881242,0.015514329350629123,0.031538448325544595,3.352988266539574,3.4427802562713623,0.6853604393708219,2.203481255526818,0.0074261227651203745,0.01190801334938516,0.03492658378980123,0.034589015701092685,0.05196837493926287,2.900673743085446,8.705328424078747,11.298240584890804,0.21923257282719183,0.16264399329045084
no_body_in_g,9,last50,10000,179,0.793,0.1985,0.0085,0.7152,0.1176,0.0022,0.6941849335581064,0.88232421875,0.00012315382154973192,0.017174595585322822,0.03207581667006016,3.304761124396324,3.2927029132843018,0.9246357785954857,2.0146264959824616,0.010101417442386709,0.009023843954586159,0.04767465005144477,0.04752871931403587,0.04484055909067392,2.898894381548435,10.472175130996687,13.006456495711147,0.08426411456677715,0.058566471773152745
no_body_in_g,10,last50,10000,179,0.7536,0.2265,0.0199,0.7066,0.1334,0.0094,0.6776554388180375,0.8525615930557251,0.00016608124570803326,0.017542215114994906,0.042289351138472556,3.296257694363594,3.3924238681793213,0.839819841517609,1.7548351752367388,0.009458482014417766,0.009166694039614329,0.04481660623028874,0.04444942012798033,0.05349526452422142,2.890508286041967,9.032946607089299,13.79307834210365,0.4701599244930628,0.3240500018907572
no_body_in_g,11,last50,10000,179,0.7439,0.2365,0.0196,0.6991,0.1465,0.014,0.675299761711061,0.2881094813346863,0.00015173658523811548,0.016133899209761875,0.03000215625166893,3.399766819190979,3.323103904724121,0.8274332057737481,-0.9045835520719799,0.009037425690737913,0.01150024307460939,0.04276950697923312,0.04236574213745514,0.04279515396207571,2.8954254116697786,9.98235311042999,12.38885900475248,0.14573920632162293,0.09947058938846425
no_body_in_g,12,last50,10000,179,0.7839,0.1893,0.0268,0.7257,0.1083,0.0146,0.6824904615491628,0.8940257430076599,0.00013023899741245205,0.016304337157157716,0.0385209493778646,3.2926121025800703,3.2457377910614014,0.8755342697718892,2.132538547722079,0.009693814702423574,0.009098073892104272,0.04645825570653251,0.04619306036546169,0.045056969186663624,2.883950062585657,10.00137056206048,14.118623790097164,0.1836370603945549,0.130791315063699
no_body_in_g,13,last50,10000,179,0.7154,0.2653,0.0193,0.6363,0.1647,0.0151,0.66435191796422,0.8407745361328125,0.00015300652493539842,0.018835419776660273,0.032934251746535304,3.4632259721279146,3.469195604324341,0.7789284559296946,1.664002176494915,0.008614788756253822,0.009490822638306886,0.040286977623030545,0.040138099327238934,0.04884582534879446,2.718744288166243,20.498280553194732,35.96812708724852,0.12648564265134862,0.08849766688664747
no_body_in_g,14,last50,10000,179,0.7502,0.2249,0.0249,0.6966,0.1487,0.0164,0.6726654737979174,0.3899303078651428,0.00011906696423433853,0.01601981253787817,0.030106957325339318,3.3365255207538604,3.3273746967315674,0.8229646557192735,-0.4476051359854509,0.009182796781176485,0.008890957221543467,0.04375318088177592,0.04357407634848213,0.05015992884635925,2.9105492609696486,7.82616437542337,9.717932537116958,0.09829308188278292,0.06760750817202711
no_body_in_g,15,last50,10000,179,0.8268,0.1667,0.0065,0.7317,0.0863,0.0049,0.7065345521330834,0.8756534457206726,0.00014930299696083287,0.019947661949176108,0.04372860619574785,3.312211426448822,3.441514015197754,0.9897106066151282,1.9518979903870686,0.010433076560231472,0.008837072995082226,0.04938004445000552,0.04910455240462087,0.037786986272037026,2.8639477481112907,11.829669823475783,17.464795310192116,0.2723098565499612,0.20889671165567728
no_body_in_g,16,last50,10000,179,0.7978,0.1974,0.0048,0.7125,0.0995,0.0025,0.700331713181734,0.8055222034454346,0.00010929755743763492,0.01971870706009795,0.04340748621225357,3.0195107401609422,2.929579734802246,0.9516479042135632,1.421172796790895,0.010005299759575126,0.00940523664740646,0.04721681962318253,0.046970791320590684,0.04371749293655157,2.7047836941022116,24.099359312773448,42.497947188666174,0.2270918882975309,0.1560690480224018
no_body_in_g,17,last50,10000,179,0.7961,0.1938,0.0101,0.7171,0.1131,0.0069,0.6905578706383705,0.915370523929596,0.0001446737114738334,0.01674839446332189,0.03378725372850895,3.148743087553978,3.140124797821045,0.9149044446351158,2.3810459766349212,0.010076174586631785,0.008039864444435562,0.047782909803185614,0.04770729513029333,0.041554383099079134,2.8747003330535,10.169845485364618,13.578978083985401,0.11173944712870441,0.07824978675702243
no_body_in_g,18,last50,10000,179,0.7873,0.1838,0.0289,0.7229,0.1096,0.0274,0.6926122641041875,0.9041983485221863,9.693759192498214e-05,0.01605588439379935,0.031214109236747025,3.2181927110671995,3.227675676345825,0.9329940712608992,2.2447685365133827,0.009477011896266006,0.008258556984501689,0.04499506379509112,0.04494747481612118,0.04542772786617279,2.9266649211542517,6.774902088372826,8.606497556167373,0.30634929102529146,0.20858293021651245
no_body_in_g,19,last50,10000,179,0.7982,0.1744,0.0274,0.7079,0.0873,0.0099,0.6913474046282471,0.8832886815071106,0.0001249200952444709,0.019759170746401652,0.03288566318526864,3.5134973079442977,3.493192434310913,0.9181964803110424,2.0239486509158238,0.009763115464134959,0.008871688571004037,0.046126031255270934,0.04598799043180453,0.03925852390825749,2.8850354558085565,11.48332110056861,16.964115238168418,0.13464658186704054,0.0996553815693293
no_body_in_g,20,last50,10000,179,0.7868,0.1987,0.0145,0.7137,0.1186,0.0124,0.6861139446601272,0.8963432908058167,0.00012879242034118335,0.016848731970757945,0.04804997472092509,3.448357140827179,3.4253530502319336,0.8883029756627826,2.157239229565796,0.009612887230533699,0.008810274134064289,0.04513681450295262,0.044953367725546055,0.039462872940301895,2.8818260832651124,11.434192127559314,14.235334337833434,0.10727967001715467,0.08490398599280484
no_body_in_g,21,last50,10000,179,0.7324,0.2322,0.0354,0.6695,0.1502,0.0328,0.6615047763004899,0.8783917427062988,8.308736130433241e-05,0.017324980634293753,0.03858327990919352,3.380082166981697,3.3676321506500244,0.7772930316203787,1.9772878902647142,0.00881146970257997,0.00922329405889985,0.04176043091798201,0.04164707357374206,0.04906492284834385,2.8978179336546375,9.468678265000266,12.65895179009761,0.18833392286717007,0.1311443942946158
no_body_in_g,22,last50,10000,179,0.7478,0.2171,0.0351,0.6341,0.1095,0.0261,0.6691630746260285,0.9050646424293518,0.00012036079642587288,0.023313006464843057,0.043787029293179514,3.3236635820627214,3.2788360118865967,0.8063019272959913,2.2548102518581663,0.008923881921739913,0.009387775987727406,0.0418712089644745,0.04170708829533443,0.04284383319318295,2.918841126657425,10.036052869617013,13.400970125163754,0.08356623387491766,0.07778633380963758
no_body_in_g,23,last50,10000,179,0.7527,0.2256,0.0217,0.6813,0.1402,0.0208,0.6742122842788696,0.9032068848609924,0.0001409745190104622,0.017529631544084986,0.030539462630450726,3.295984915161133,3.3448991775512695,0.8314408651900425,2.2333757139718933,0.009339017653502235,0.008478740959561719,0.04444442171244882,0.04432294032689838,0.04549436612874269,2.8661289313230056,10.944827768990741,16.23179447122506,0.3359401914263378,0.22721252766533961
no_body_in_g,24,last50,10000,179,0.757,0.2288,0.0142,0.6833,0.1324,0.0112,0.6856231505781412,0.7904825806617737,0.00013369031901864725,0.018429091808508383,0.03001523046940565,3.316109226870537,3.2364330291748047,0.879821737176078,1.327836707123911,0.009196207734842792,0.011070691948828133,0.04352076536845416,0.0431301130074746,0.03122945681810379,2.8554190351626447,11.636130032667584,20.295767956871476,0.127297375589378,0.08940609373879056
no_body_in_g,25,last50,10000,179,0.7462,0.2308,0.023,0.6927,0.1525,0.0222,0.6823252842918038,0.8827296495437622,0.00019669670974910929,0.016138121630111708,0.04124037476629019,3.3914347282648087,3.2961878776550293,0.8612255615453354,2.0185370997733005,0.008949626273078487,0.009947413588904,0.041954008831596,0.04177536570528317,0.047087255534529686,2.8887178222970404,9.38426190302152,12.405612361665993,0.34993356003504245,0.2912327079055151
no_body_in_g,26,last50,10000,179,0.8101,0.1795,0.0104,0.7353,0.0863,0.0039,0.7045010965675116,0.8341689109802246,0.00016419005161200122,0.01898428192123538,0.03000706949532032,3.3246890901565553,3.3061306476593018,0.9802330702208899,1.6154662120654772,0.010131260614949808,0.008444137864754805,0.048112519597867505,0.047797215169219934,0.042824579179286955,2.8744663041978646,9.12998928601639,13.161282413367053,0.07556600867171051,0.05317128988366218
no_body_in_g,27,last50,10000,179,0.7041,0.2662,0.0297,0.638,0.1762,0.0245,0.6609398274734616,0.8537131547927856,0.00011385366021866021,0.018263145169749622,0.03147353071793914,3.4660196213006973,3.444089889526367,0.7597198782484422,1.7640259819156714,0.008368982018827504,0.012708363739410197,0.03967766937976703,0.03922826022642883,0.046579497234523294,2.885019637926107,8.879903514810342,12.119509912419351,0.11364913953399869,0.08246287612485678
no_body_in_g,28,last50,10000,179,0.7474,0.2244,0.0282,0.6705,0.1315,0.0135,0.6748355183407664,0.874801754951477,0.00014670079697812888,0.020600614267482886,0.032577570670843124,3.3410353027105333,3.3131182193756104,0.8400856047601645,1.9440987386173505,0.009000685684820526,0.008974263772483653,0.04275724778547883,0.04257999494857449,0.041392349384725094,2.869364855145813,11.097506736292376,17.338046215083345,0.2702770684673225,0.1852795616765643
no_body_in_g,29,last50,10000,179,0.7277,0.2125,0.0598,0.6831,0.1416,0.0455,0.6535520848318934,0.8589807748794556,0.00015689238178789793,0.01572642479412898,0.03140974973365664,3.210714656209946,3.2273213863372803,0.7302275571985025,1.8068502810997022,0.008255963885241219,0.009417918167842959,0.03864061350170523,0.0384579973107792,0.05840125712305307,2.908905391658346,8.426134636624083,12.385361089419304,0.1595480369459127,0.12474500562966008
