cohort,seed,window,n_steps,max_episode,top_occ,mid_occ,bottom_occ,TR_occ,MR_occ,BR_occ,body_state_mean,body_state_last,body_u_mean,body_u_last,body_delta_mean,body_delta_last,body_u_delta_mean,body_u_delta_last,obs_pe_mean,obs_pe_last,body_pe_mean,body_pe_last,body_loss_mean,body_loss_last,body_loss_action_mean,body_loss_action_last,body_loss_tendency_mean,body_loss_tendency_last,body_loss_state_aux_mean,body_loss_state_aux_last,alpha_mean,alpha_last,g_norm_mean,g_norm_last,tendency_pred_mean,tendency_pred_last,tendency_target_mean,tendency_target_last,conative_loss_mean,conative_loss_last,conative_target_entropy_mean,conative_target_entropy_last,trend_abs_err,q_UP_mean,q_DOWN_mean,q_LEFT_mean,q_RIGHT_mean,q_STAY_mean,q_UP_minus_DOWN,q_RIGHT_minus_LEFT,metric_eig_entropy_mean,metric_cond_mean,metric_cond_p95,g_top_bottom_dist,g_centroid_spread
full,0,last30,6000,179,0.701,0.25516666666666665,0.043833333333333335,0.6165,0.18816666666666668,0.034333333333333334,0.6568093373229106,0.8336019515991211,0.7404379700050056,1.6113731394271575,0.0014841925284171623,0.0015277266502380371,0.0077739339292845246,0.010973436803444203,0.016856736434453828,0.008838639594614506,0.00011028983538033247,3.2279972401738632e-06,0.00020740254838679266,6.657644917140715e-06,0.00011028983538033247,3.2279972401738632e-06,0.00018226733778557074,1.3579775668404181e-06,5.9790439206312956e-05,2.750658677541651e-05,0.07653303399930397,0.06290367245674133,3.3700284545024237,3.3570775985717773,0.03627683658339083,0.05783456936478615,0.0360699767269968,0.05899989181691101,0.04773086234678825,0.04895889759063721,1.5748721790512403,1.5949573516845703,0.009908309382805673,0.2638731674402952,0.12487711667517822,0.20105651403218508,0.200243128610154,0.2099500733613968,0.138996050765117,-0.0008133854220310847,2.925254663212743,7.857778983470969,10.034188777821466,0.22743455199551044,0.1537639782957179
full,1,last30,6000,179,0.7598333333333334,0.227,0.013166666666666667,0.6895,0.13166666666666665,0.01,0.6756500977377097,0.8510140776634216,0.8337348211487835,1.742576665024907,0.0017857998459782432,0.0014494061470031738,0.009398404240783968,0.011385758706168758,0.01793260667185435,0.027348246425390244,9.043271643650878e-05,8.891461789062305e-09,0.00016695533067887305,6.831453447375679e-07,9.043271643650878e-05,8.891461789062305e-09,0.00013526802402023827,2.6644173090062395e-07,8.88860184613612e-05,5.4103302318253554e-06,0.03062297134225567,0.030218124389648438,3.3196581858793897,3.2582359313964844,0.04444109124519552,0.05556435510516167,0.04437148164797685,0.05608053320159745,0.05216774777074655,0.029595762491226196,1.579481770892938,1.5985029935836792,0.008326361350139819,0.2553150318140785,0.1275695136698584,0.20149799300233523,0.20268539064625898,0.21293206995228928,0.1277455181442201,0.0011873976439237596,2.603800145444333,30.9653214383864,47.92184387135149,0.08290962961658084,0.06936975308698805
full,2,last30,6000,179,0.7965,0.18433333333333332,0.019166666666666665,0.7506666666666667,0.11316666666666667,0.009333333333333334,0.6862313020875057,0.9072000980377197,0.8905876507772559,2.2799177736088656,0.00186025709962126,0.0005075931549072266,0.009823559820384326,0.006014834232044297,0.016004606257129732,0.005774996243417263,7.874962158359189e-05,6.710012030453072e-07,0.00015544948763549608,1.608150159881916e-05,7.874962158359189e-05,6.710012030453072e-07,0.00014610087575318186,2.9407556212390773e-05,3.6494282131442164e-05,7.067232672852697e-06,0.03057703661546111,0.030227214097976685,3.3989927024841307,3.3489763736724854,0.04631386627304407,0.03504892811179161,0.04618350297890188,0.029626054754656295,0.04011655246466398,0.03958320617675781,1.5820795608758926,1.5991551876068115,0.008587523767962447,0.25014346712082625,0.1283502619812886,0.2038400648906827,0.20376949386298657,0.21389671205480892,0.12179320513953765,-7.057102769613266e-05,2.874445887482497,11.602340873271434,15.116065923585584,0.07434660358711845,0.05228007009539281
full,3,last30,6000,179,0.7283333333333334,0.21216666666666667,0.0595,0.6711666666666667,0.096,0.015,0.6388447834327817,0.8473750352859497,0.6758437347316263,1.7141594822543997,0.001619038030729821,-0.0020921826362609863,0.008595344703214266,-0.016268950473792065,0.02147517999182067,0.01517749298363924,9.549223513590207e-05,8.489031642966438e-06,0.0001747352870812826,3.0305032851174474e-05,9.549223513590207e-05,8.489031642966438e-06,0.00015200445289239925,4.2565738112898543e-05,3.240825870628953e-05,5.331318334356183e-06,0.0510049799370269,0.03790406882762909,3.5263178557952246,3.5039455890655518,0.0415457980716601,-0.07855869084596634,0.04129847706233388,-0.08508293449096316,0.07365796229119102,0.06272068619728088,1.581439265847206,1.5094773769378662,0.008665261284026133,0.25390451941390835,0.13340413731212417,0.20050880183527867,0.2011189203709364,0.2110636201625069,0.12050038210178415,0.0006101185356577238,2.88838292874273,9.72958702419909,14.668976575637187,0.11135132581209586,0.08035029805924697
full,4,last30,6000,179,0.7193333333333334,0.2465,0.034166666666666665,0.6876666666666666,0.18483333333333332,0.025666666666666667,0.6651162508142491,0.8592678904533386,0.7810746805258821,1.809222634231231,0.0015688560403870977,0.0013416409492492676,0.008328211546912406,0.011050854338297667,0.01392941779824711,0.00670256931334734,9.753383096961076e-05,1.9666642856464023e-06,0.00017782693965678694,5.067856181995012e-05,9.753383096961076e-05,1.9666642856464023e-06,0.00015093212854799454,9.697955829324201e-05,4.82704384889362e-05,2.221156591986073e-06,0.03284071403120955,0.031490445137023926,3.2765608334541323,3.218179702758789,0.039213028854253935,0.06427878141403198,0.039001583030650294,0.05443096236433953,0.06343908882141114,0.050875499844551086,1.5770535353422166,1.5946708917617798,0.008849904252821152,0.2598880949616432,0.1256106927941243,0.20136403355995813,0.20156683994084595,0.2115703389743964,0.13427740216751893,0.00020280638088782628,2.898797398137007,10.015936723303213,14.161325050430818,0.08356909328817684,0.05751881755681328
full,5,last30,6000,179,0.8035,0.19133333333333333,0.005166666666666667,0.7541666666666667,0.09116666666666666,0.0045,0.6961258524606625,0.8857215642929077,0.9305791831898571,2.0477645900659476,0.0019159191417534348,0.0010010600090026855,0.010188922557540048,0.009852151042645918,0.01804997034572686,0.006253726314753294,0.00011672633117059943,4.2310691839020365e-08,0.00019224219778963942,8.420687436228036e-07,0.00011672633117059943,4.2310691839020365e-08,0.00014137761553700774,1.3559119906858541e-06,4.827058777133371e-05,1.2180203157186043e-06,0.03125818207239111,0.030344903469085693,3.406247844894727,3.3634331226348877,0.04806369680166245,0.0473623163998127,0.048016464070444013,0.04852675152468455,0.043297059945762155,0.05400601029396057,1.5815780234734218,1.6044682264328003,0.008481392637461583,0.2491456233859062,0.12845105590298772,0.20445792452494305,0.2028305936927597,0.21511480242510636,0.1206945674829185,-0.001627330832183361,2.8506017161312593,13.218988095091662,17.313294562767588,0.06444716382587251,0.04617920118017968
full,6,last30,6000,179,0.7726666666666666,0.196,0.03133333333333333,0.7113333333333334,0.10666666666666667,0.019333333333333334,0.6811217157368858,0.9024489521980286,0.8726866354813255,2.224736474792929,0.0017804790381810173,0.0008810162544250488,0.009455462329964276,0.009967870214872221,0.017240704437785703,0.005767667666077614,0.00010567632359166712,2.4764474915173196e-07,0.0001887781974772184,4.7033990995259956e-06,0.00010567632359166712,2.4764474915173196e-07,0.00015441598992855336,8.176481060218066e-06,5.8938788909405736e-05,3.6751350762642687e-06,0.036076254746566214,0.03166145086288452,3.4481414227883023,3.423491954803467,0.04450668772201364,0.04700593277812004,0.04426267346750903,0.04414647671532057,0.04410389410952727,0.10905563831329346,1.5813498336275418,1.6022851467132568,0.008899169541510588,0.2510633964166045,0.1284352578520775,0.20339617194980383,0.20335110635807116,0.2137540677189827,0.12262813856452703,-4.506559173266093e-05,2.8950980011459957,10.120554121958536,12.968985216789878,0.13230685773765527,0.09268110909385156
full,7,last30,6000,179,0.7018333333333333,0.264,0.034166666666666665,0.628,0.163,0.023333333333333334,0.6548311246881883,0.9149982333183289,0.7430395825915586,2.3762504518489806,0.0015935590768379581,0.0006400346755981445,0.00841423147208879,0.008201468320118366,0.01791703713463115,0.004370101727545261,0.00012439863223488498,7.31481748061924e-07,0.0002105794724932529,7.765118425595574e-06,0.00012439863223488498,7.31481748061924e-07,0.00015967493983881257,1.4021320566826034e-05,6.343370597194387e-05,2.297673660223154e-07,0.038151315104216335,0.03316853940486908,3.1887219999631244,3.1910223960876465,0.03987891271260256,0.03665181249380112,0.039711195480516055,0.040396316863719584,0.04636278240631024,0.03681004047393799,1.576587967177232,1.6021380424499512,0.009134382520746482,0.26019335589309533,0.12636564295490582,0.20185528092086316,0.20100234381854534,0.21058337598542373,0.1338277129381895,-0.00085293710231781,2.927242193858216,7.717071614509865,10.500828739763103,0.11256795059606069,0.08468843780422526
full,8,last30,6000,179,0.7308333333333333,0.22366666666666668,0.0455,0.6488333333333334,0.12516666666666668,0.026166666666666668,0.6580470118770997,0.8989988565444946,0.7522767019635697,2.1861497427962604,0.0015900883942193522,0.000736534595489502,0.008343882550251142,0.008085112163398023,0.02197110151090601,0.00277341459877789,0.00012189109601064052,1.4145520310648863e-09,0.00021722389597540826,4.383050509204622e-06,0.00012189109601064052,1.4145520310648863e-09,0.00017139269822288687,6.844993095000973e-06,9.636450859863688e-05,9.591394700692035e-06,0.03962693740800023,0.03763997554779053,3.122303709348043,3.065333366394043,0.03913658285769634,0.03720691055059433,0.03901787907193556,0.03982320483152657,0.039488675897320115,0.0321296751499176,1.5775392451882362,1.598426342010498,0.009564133448208181,0.2586985602378845,0.12576752452924847,0.20229825357844433,0.20174916561941306,0.21148649643113215,0.13293103570863604,-0.000549087959031264,2.8782823577937244,10.598768537384247,21.84528509142901,0.27688716856722617,0.18973811602863955
full,9,last30,6000,179,0.7705,0.20833333333333334,0.021166666666666667,0.734,0.14616666666666667,0.011333333333333334,0.6772286279151837,0.8823443055152893,0.8403957158359593,2.014819903207346,0.0018331273117257122,0.0010439753532409668,0.00962871106150649,0.010017702232890002,0.013474358936589851,0.007628452964127064,0.00010602080799103423,5.050464437772462e-07,0.00018600102670458086,7.470679702237248e-05,0.00010602080799103423,5.050464437772462e-07,0.0001509638806964999,0.00014767312677577138,4.49827845829196e-05,3.651861788966926e-06,0.036425192755957445,0.0341915488243103,3.413068089167277,3.3980295658111572,0.04549784531483116,0.037190090864896774,0.04530679297892449,0.049342173602444195,0.05738404188801845,0.04628971219062805,1.579715136051178,1.6048935651779175,0.008947042866217888,0.2540189934720596,0.12780442047615845,0.2017815262203415,0.20316415505856275,0.21323090586811305,0.1262145729959011,0.0013826288382212321,2.8176729337547166,12.019815801899442,15.41814070373811,0.12555899992077205,0.12451028563689781
