cohort,seed,valence_name,zone3,n,body_state,body_u,pred_UP_minus_DOWN,true_UP_minus_DOWN,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,abs_err_trend_UP,abs_err_trend_DOWN
full,17,bottom,BR,153.0,0.3788302437542311,-0.5027135087315907,0.0073112264957303,0.0014233827681933,0.0717701582737218,0.0912832872219145,0.0597165612613453,0.0792296899884354
full,17,mid,ML,33.0,0.5023378215052865,0.0094988923985332,0.0113947536006118,0.002580148296366,0.0715193838784189,0.1314999862325166,0.0108603403875322,0.0657759536847923
full,17,mid,MM,200.0,0.4913596729934215,-0.0326444649352793,0.0115742224454879,0.0026274642666707,0.0720906647294759,0.1333210560687668,0.0107976217102259,0.0628412981517612
full,17,mid,MR,200.0,0.4909337675571442,-0.025337135532291,0.0091641663759946,0.0024451206471793,0.0655535370111465,0.1315132997959646,0.0176877575740218,0.0817566787824034
full,17,top,TL,99.0,0.6386693198271473,0.5836632552119865,0.0046905538048407,0.0007909476949035,0.0559209906543144,0.0585487558647516,0.0088903071603389,0.0207649867727675
full,17,top,TM,200.0,0.6030476354062557,0.4560692457968762,0.0046857294440269,0.00093006253985,0.0552318583521991,0.0640827486862442,0.0122716953791677,0.0259891009074635
full,17,top,TR,200.0,0.7312461550533772,1.099341571464887,0.0005945950746536,0.000483737910193,0.0414024268463254,0.0463741091833456,0.0090404266677796,0.0173820239445194
full,18,bottom,BL,2.0,0.4724544882774353,-0.110295616665383,0.0084004700183868,0.0018389658580723,0.1029745191335678,0.1057932677555679,0.0016195205971598,0.0044382698833942
full,18,bottom,BM,28.0,0.4617815038987568,-0.153734392948367,0.0082136935421398,0.0017297572165647,0.1022813381361109,0.1014112618508506,0.0147390253010338,0.0066015890666416
full,18,bottom,BR,200.0,0.3076580816879868,-0.9417943017759562,0.0068102043122053,0.0009390943204032,0.1158679281175136,0.0787445666029911,0.052944881899748,0.0149628455005586
full,18,mid,ML,74.0,0.4593312321482478,-0.1638567199431017,0.0107171732831645,0.0026067171822977,0.1340307667851448,0.1331457014955615,0.0074380467570311,0.0076942759993914
full,18,mid,MM,200.0,0.4970195904374123,-0.0111516761234145,0.0122492170333862,0.0026531212254634,0.1316488775983453,0.1338469452171708,0.0172432672837749,0.0157620175555348
full,18,mid,MR,200.0,0.5240850311145187,0.1052405246368724,0.01106694214046,0.0024033619144073,0.1261447500437498,0.1306157961235343,0.0132318671839311,0.0186128131765872
full,18,top,TL,39.0,0.5823820722408783,0.3404084327585149,0.0034292416694836,0.0007161164366915,0.0622998101589007,0.0521023479783342,0.0029004004139166,0.0145727816539315
full,18,top,TM,200.0,0.6232568217813969,0.5425048837082218,0.0054217363893985,0.0008633783427826,0.0703545454144477,0.0606622722089018,0.0046346360258758,0.0158856456121429
full,18,top,TR,200.0,0.7522440649569034,1.218767434094164,0.0029727898538112,0.0004385512849992,0.048470927607268,0.0453819630685116,0.0117784755863249,0.018861984796822
full,19,bottom,BL,1.0,0.4771024882793426,-0.0916541700361144,0.0077422559261322,0.001841004788392,0.1172810122370719,0.1057932677555679,0.0194561183452606,0.0079683735966682
full,19,bottom,BM,83.0,0.4426351800022355,-0.2320947312623134,0.0063365780445466,0.001562489428205,0.1131124281919146,0.0941662985885718,0.0257831589397357,0.0068370294140045
full,19,bottom,BR,193.0,0.3679952600613776,-0.5739978124077413,0.0049136722643758,0.0012586570170159,0.1141493239782634,0.0843022433799093,0.0424689791440346,0.0126223511646448
full,19,mid,ML,57.0,0.5597220167779086,0.259315085653869,0.0089069782641896,0.0024544849808078,0.1148240421163408,0.1317191288609635,0.0098938529559394,0.0206784853679046
full,19,mid,MM,200.0,0.5026027010381222,0.0180673064155981,0.0108425645530223,0.0026056644985824,0.1242905918508768,0.1336148895360662,0.0119780572829768,0.0113725698087364
full,19,mid,MR,200.0,0.523188735768199,0.1288886138700797,0.0097801010310649,0.002356757585255,0.116706717684865,0.1313538039754825,0.0106091646105051,0.0181075373478233
full,19,top,TL,200.0,0.7082998543977738,0.9332294627903012,-0.0027432857453823,0.0005363049618929,0.0555913745239377,0.0472376735711857,0.0086791959777474,0.0189373335824348
full,19,top,TM,200.0,0.6984179982542992,0.9525314242915374,0.0003296971321105,0.0007168880516503,0.0653688845224678,0.057613664163086,0.0132114673219621,0.0178797376470174
full,19,top,TR,200.0,0.7579211880266666,1.2408788701782345,0.0002675621211528,0.0004216993378615,0.0584743959829211,0.0440867291910294,0.011600216217339,0.0186954964953474
full,20,bottom,BL,3.0,0.4665284156799316,-0.134093499218232,0.0058687627315521,0.0018358889686047,0.0916306525468826,0.1057932677555679,0.0111890509724617,0.0253516683975855
full,20,bottom,BM,35.0,0.4081558798040662,-0.4325095224369976,0.0053872510790824,0.0015818092775246,0.0882660808307784,0.1017033955778318,0.0140408841626984,0.0194056696125439
full,20,bottom,BR,200.0,0.3996588954329491,-0.4393434398800939,0.0060983955860137,0.001262915628245,0.0979373349249363,0.0863736662549716,0.0365766030037775,0.0244358749501407
full,20,mid,ML,30.0,0.5028449594974518,0.0114579738963622,0.0105824649333953,0.0024336013151062,0.1250438089172045,0.1269642063558314,0.0301015921557943,0.0320219875623782
full,20,mid,MM,200.0,0.5006429278850555,0.0041006729838455,0.0107010101526975,0.0026057735221348,0.1263683162257075,0.1324143974932041,0.0220441904757171,0.0241349812317639
full,20,mid,MR,200.0,0.5412472682446241,0.2026759825578591,0.0096335566043853,0.0023440653922952,0.1182271864637732,0.130434396471978,0.028861266542226,0.0405869271606206
full,20,top,TL,174.0,0.6478363844169968,0.6414548732204227,0.0043377302501393,0.0007517567437564,0.0662720745279528,0.0564787330719809,0.0167860002524551,0.020973788999856
full,20,top,TM,200.0,0.6355162945389747,0.6175146785582616,0.0051121655851602,0.0008318541817668,0.0695519294962287,0.0609268914267641,0.0183428927510976,0.0208685569523368
full,20,top,TR,200.0,0.7415091601014138,1.147814062616738,0.002083428800106,0.000530693568227,0.0477905136346817,0.0499965476708306,0.012902493532747,0.0197678642184473
full,21,bottom,BL,10.0,0.488910636305809,-0.0444250027331803,0.0021550595760345,0.001842682325587,0.0910409487783908,0.1057932677555679,0.0161744420416653,0.0309267617762088
full,21,bottom,BM,68.0,0.4211708951522322,-0.3225221192538558,0.0027497614569523,0.0015447886175492,0.0893527243067236,0.0943826830856458,0.0293768403558608,0.0271416264860069
full,21,bottom,BR,200.0,0.3385779053717851,-0.7018561081155041,0.0033197556063532,0.0011102682789018,0.0962224335223436,0.0795951578725199,0.0417540097190067,0.0249483752064406
full,21,mid,ML,14.0,0.5207310191222599,0.0830101174178459,0.0111649121556963,0.0026100323211473,0.1268466083066804,0.1324632526015604,0.0088377093364085,0.0131850753511701
full,21,mid,MM,200.0,0.5042881882190704,0.0281836191385119,0.0122222419083118,0.002579338642856,0.1263161301985383,0.1325395802368889,0.0123808736959472,0.0106400315836071
full,21,mid,MR,200.0,0.5379314162582159,0.1912354775581535,0.0113850365206599,0.0022470647861801,0.1233936828002333,0.1301859978381224,0.0087047395296394,0.0161749509302899
full,21,top,TL,33.0,0.5886281936457662,0.3661792812088701,0.0071860479586052,0.0008750111036723,0.0964165657307162,0.0588971350188728,0.0088703729438059,0.0334953082668961
full,21,top,TM,200.0,0.6353705562651157,0.6145500502076667,0.005642562508583,0.0008708125045851,0.086250971853733,0.0626812891293765,0.0055034527741372,0.0268925247591687
full,21,top,TR,200.0,0.755809900611639,1.2384660478283582,0.0013320656120777,0.0004999230792813,0.0588169507496058,0.0497518728049677,0.0075031037069857,0.0195236664399271
full,22,bottom,BL,7.0,0.4454368310315268,-0.2192227402907305,0.0108876185757773,0.0018202777854568,0.1072881051472255,0.1057932677555679,0.0520943839635167,0.0505995473691395
full,22,bottom,BM,83.0,0.4188990567822054,-0.3349997938407647,0.006123785153929,0.001408243478895,0.0891181796071041,0.0878339210463986,0.0501265904630523,0.048842332359538
full,22,bottom,BR,200.0,0.3780104050785303,-0.5166364512671214,0.0049639693275094,0.0010980789269961,0.0883304226770997,0.0753808396683593,0.0615928990440443,0.0486433160677552
full,22,mid,ML,132.0,0.4825404315735354,-0.0633564987074275,0.0137542488448547,0.0024811055647816,0.0986022963894136,0.1307551740028094,0.0233555917458778,0.0555084693160924
full,22,mid,MM,200.0,0.50422393232584,0.0200080635255958,0.015372664630413,0.0025804734419971,0.1069046882726252,0.1322094668392782,0.0146093455422669,0.0388478210568428
full,22,mid,MR,200.0,0.5618558437377215,0.2845757418961957,0.0139511329308152,0.0022783434844782,0.099700901415199,0.129732668550341,0.0140834306553006,0.0440588994324207
full,22,top,TL,159.0,0.6233459261228453,0.5692611588830042,0.0032143553472914,0.0010838936100856,0.0383954554819648,0.0749686797150045,0.0065639217460305,0.0344856254897027
full,22,top,TM,200.0,0.6263014248013496,0.5661459752766964,0.0042841261625289,0.0009494188159243,0.0447400002740323,0.0670797391628674,0.0081864768266677,0.0228139846434351
full,22,top,TR,200.0,0.7370117081701756,1.122467595654246,0.001690078228712,0.0005705615902699,0.0333672991581261,0.0530846461223111,0.0082295875437557,0.0175143163022585
full,23,bottom,BM,22.0,0.4790604155172001,-0.0703358566476963,0.0100232714956456,0.0014579296981237,0.1054216203364458,0.0918874211203595,0.0287723070095208,0.0108285475183616
full,23,bottom,BR,200.0,0.3546497474983334,-0.6758092690116158,0.007354421056807,0.0011153718892848,0.1033651045337319,0.0783956058518891,0.0310292480071075,0.0052113463729619
full,23,mid,ML,37.0,0.4831453843696697,-0.0676186758664118,0.0142881572246551,0.0025892248561658,0.1255588054254248,0.1318612876608163,0.0079879978218594,0.0131602165968836
full,23,mid,MM,200.0,0.5150986374914646,0.0735332720078416,0.0140335374325513,0.0025844197315023,0.1234886066243052,0.1338704762195403,0.0183817309141159,0.0153500905912369
full,23,mid,MR,200.0,0.4900048866868019,-0.0411331169393054,0.0124729586020112,0.0023932332485239,0.1211657485365867,0.1307788859688256,0.0201925607211887,0.0165174395404756
full,23,top,TL,22.0,0.5402998003092679,0.1620300144839525,0.0010857392441142,0.0008922835131489,0.0644964381036433,0.0593771154384995,0.0035763768987222,0.0116146981970153
full,23,top,TM,200.0,0.6265934296697379,0.5585320821460096,0.0025613738596439,0.000828886022852,0.0694936798140406,0.0605618965669208,0.0116229090839624,0.0255206822231411
full,23,top,TR,200.0,0.7345009592920542,1.129230201695748,0.0018504072725772,0.0004996591445104,0.0614146959967911,0.0486927977658036,0.016479732748121,0.0326718953356612
full,24,bottom,BL,2.0,0.4840026497840881,-0.0640511839689085,-0.0099027007818222,0.0018422704257499,0.0310374032706022,0.1057932677555679,0.0523960851132869,0.0223597809672355
full,24,bottom,BM,37.0,0.4657937997096293,-0.1371574220531459,-0.0079524146543966,0.0017707867282086,0.0452044587078932,0.1030298406084489,0.0379390040966304,0.0198863770913433
full,24,bottom,BR,141.0,0.4338197281174626,-0.2716404086980394,-0.0014077830821909,0.001410012331914,0.0766107787424368,0.0895118710998781,0.024893636422245,0.022905058260505
full,24,mid,ML,75.0,0.4893922766049703,-0.0424697672196123,0.001404667297999,0.0026167431627519,0.0906280059119065,0.1325370709929431,0.0366590405503908,0.0132072561482588
full,24,mid,MM,200.0,0.4931290850043296,-0.0276101045972333,0.0044621533155441,0.0026445991457836,0.1055337440781295,0.1334733638396304,0.0262148042302578,0.0106400403287261
full,24,mid,MR,200.0,0.6110793682932854,0.5093214256660433,0.0059419067203998,0.0021897775069975,0.1037788831442594,0.1294878639412947,0.011594819612801,0.0265630804840475
full,24,top,TL,27.0,0.5845960709783766,0.3601172632362028,-0.001294038913868,0.00101119184067,0.0711582875638096,0.0679821167572354,0.0030107422283402,0.014939733384246
full,24,top,TM,200.0,0.631235534697771,0.5899418550609953,-0.0042224819958209,0.0008196596697547,0.0476292412728071,0.059141860016761,0.0034350393153727,0.017788866974879
full,24,top,TR,200.0,0.7327675651013851,1.0989205276986589,-0.0046979853510856,0.0005423468976571,0.0317893424257636,0.0508218562937172,0.0035244457609951,0.0188919664151035
full,25,bottom,BL,2.0,0.4636265635490417,-0.1457538559418479,0.0076608955860137,0.0018342808877584,0.1109538711607456,0.1057932677555679,0.0052644466049969,0.0104250498116016
full,25,bottom,BM,83.0,0.4345598590661244,-0.2650974678370409,0.0090378206896494,0.0014386400895595,0.1156601973147277,0.0880872316512566,0.0313084672698863,0.0067464676068489
full,25,bottom,BR,200.0,0.3634244984388351,-0.5829279954482457,0.0096350021660327,0.0012899390314927,0.1177430361136794,0.0861013274618872,0.0474817922431975,0.0159882006049156
full,25,mid,ML,60.0,0.4783751274148623,-0.0867555398518433,0.0117083355784416,0.0024653567328924,0.128481354812781,0.1280765644305643,0.009465944316859,0.0098476559544603
full,25,mid,MM,200.0,0.4957882644236088,-0.0155676212446009,0.0147988338768482,0.0026265878826126,0.1319598069787025,0.1333900219045801,0.012713050651364,0.0139821411576122
full,25,mid,MR,200.0,0.5494397316873073,0.2306559539321115,0.0138472413271665,0.0023010503432836,0.1207808979600668,0.1303418996337952,0.0132811331562697,0.0194957075081765
full,25,top,TL,80.0,0.5701463252305985,0.2883041531882364,0.0051088258624076,0.0011813171583672,0.0899209506809711,0.075104497920561,0.0151920887641608,0.0299410175997763
full,25,top,TM,200.0,0.6295775263011456,0.5828262882399811,0.0036968636512756,0.0008737500742177,0.0728749271854758,0.062480943987165,0.0124160482827574,0.0256629910063929
full,25,top,TR,200.0,0.7357719330489636,1.1313439246448902,0.0019629456102848,0.0004830479237221,0.0549380932189524,0.0477646426904594,0.0151955393142998,0.0251712485111784
full,26,bottom,BL,36.0,0.3826158344745636,-0.4834287016495691,-0.0002909700075785,0.0012654789362359,0.0966826795289913,0.0819319934411018,0.0339486180390748,0.0191979321340719
full,26,bottom,BM,59.0,0.3772029475135318,-0.5252936306020924,0.002380982293921,0.0013158463392858,0.1008261541946459,0.0875712798519795,0.041372533682418,0.0279416900317547
full,26,bottom,BR,200.0,0.3012795473635197,-0.90431327091751,0.0021886320412158,0.0011082736014282,0.1003808134049177,0.0848376868841076,0.0454067297233268,0.029899381455034
full,26,mid,ML,65.0,0.4867597694580372,-0.05425544707557,0.0066276403573843,0.0025725965184568,0.1325164306622285,0.1318138729035946,0.0081801495299889,0.008342681137415
full,26,mid,MM,200.0,0.5031772971153259,0.0154810092419923,0.0083587269484996,0.0025833105097458,0.1330983228608966,0.1325866422416279,0.0099059347715228,0.0101999143604189
full,26,mid,MR,200.0,0.5088473322987557,0.0398911148162572,0.008167282603681,0.0022907763808312,0.1280861314386129,0.1303183686314257,0.0119397773267701,0.0129819126334041
full,26,top,TL,52.0,0.5916086504092584,0.3744878319753664,0.00074586386864,0.0010513935359063,0.0834179936120143,0.0695517079871051,0.0063731760646288,0.0220253250176588
full,26,top,TM,200.0,0.6299981407821178,0.5880666442132495,0.0029018227756023,0.0009261945826885,0.0892573570646345,0.0651491227124105,0.0096170134004205,0.0306820182991214
full,26,top,TR,200.0,0.7560359343886376,1.228070533747482,0.0001642299443483,0.000474853756345,0.0656928689777851,0.0486998233290516,0.0168550069909542,0.0332630519219674
full,27,bottom,BL,11.0,0.4654108692299236,-0.1387603471635045,0.0079743455756794,0.0017048514870383,0.0898855714635415,0.1002161693313823,0.0058320729400623,0.0076604106209494
full,27,bottom,BM,84.0,0.4390612400713421,-0.2465943631179982,0.0038048429858116,0.0014380855070913,0.0784892032277726,0.0871130875002307,0.0215240523463026,0.0089016660515751
full,27,bottom,BR,200.0,0.3123947085253894,-0.9146276162687303,0.0028186973556876,0.0010092665632126,0.0761035737581551,0.0787439204688332,0.0207924943894613,0.0107677034847438
full,27,mid,ML,96.0,0.5030863226080934,0.0136089836654379,0.0136320292949676,0.0025653231260543,0.1121117861475795,0.1313592739966012,0.011886067125791,0.0077303462312556
full,27,mid,MM,200.0,0.4986277006566524,-0.0048444923312646,0.0138935323059558,0.0026159065259798,0.1134969332069158,0.1328278528258649,0.0184639479266479,0.0089300924632698
full,27,mid,MR,200.0,0.5286018060147762,0.1297808712086028,0.0124067416787147,0.0023156655933349,0.1110133139044046,0.1310998444633037,0.0170356860430911,0.0137245760299265
full,27,top,TL,175.0,0.6437164868627275,0.6221111172276823,-0.0010744539328983,0.0009487336104711,0.0501176054775714,0.0692627204054796,0.0161008551078183,0.0181618034067962
full,27,top,TM,200.0,0.6401642742753029,0.6508668404009345,0.0007007993757724,0.0008622374651646,0.0584416140057146,0.0623765349963363,0.0147630826756358,0.0166144369984976
full,27,top,TR,200.0,0.7350382450222969,1.1114628308804697,0.0002813690900802,0.0005448159694532,0.0572010229900479,0.051232175669861,0.0093485147692263,0.0214732744847424
full,28,bottom,BL,193.0,0.2218056758913969,-1.3729765308352695,0.0120837879150024,0.000649569066364,0.0642070814465302,0.0652569778948267,0.0513336056158178,0.0523835022986861
full,28,bottom,BM,135.0,0.3620286068430653,-0.6074039734329917,0.015614507706077,0.0010655102040085,0.0809932604432106,0.0740320483943888,0.0525995082394392,0.0456095537929623
full,28,bottom,BR,200.0,0.3645253777131438,-0.6299546929135104,0.0190617598593235,0.0010639364115581,0.0991794469952583,0.079767325671348,0.0594908321788534,0.0400787106528878
full,28,mid,ML,121.0,0.4341545831566014,-0.2842445527938512,0.0257037572624269,0.0023518373384487,0.113007896448955,0.1292009228107897,0.0197346250041703,0.035389087478484
full,28,mid,MM,200.0,0.4964022117853164,-0.0140337079999478,0.0262192469835281,0.0025689926193571,0.1178250640258193,0.1313554311467777,0.0193012225721031,0.0319205318018794
full,28,mid,MR,200.0,0.5575098908692598,0.2678369743598022,0.0216628865152597,0.0022070318085671,0.1050841069966554,0.1297761365302707,0.0194120285287499,0.0437830564938485
full,28,top,TL,167.0,0.6986225568605754,0.93897141876032,0.0109167966300142,0.0006631922304685,0.0689587360861415,0.0553024956907307,0.0088588514861589,0.0149579188831061
full,28,top,TM,200.0,0.6557103845477105,0.7071806172652465,0.009721642434597,0.0008205075440824,0.0621988173015415,0.0606149502708501,0.0073785336874425,0.0189826604374684
full,28,top,TR,200.0,0.7393514859676361,1.1475494898172658,0.0053120520710945,0.0005661908524425,0.0420930682960897,0.0540862166811411,0.0064652742072939,0.017222837137524
full,29,bottom,BL,89.0,0.3429643928669811,-0.6799423131909488,0.0110697788134049,0.0007606836305387,0.0583627984095155,0.0595916742670261,0.0405331298583344,0.0413020436515968
full,29,bottom,BM,200.0,0.4045103269815445,-0.404614420445384,0.0167122087627649,0.0012165019772169,0.0620737116783857,0.0796601435603133,0.0274050986976362,0.042426933646202
full,29,bottom,BR,200.0,0.3271135937795043,-0.795996955175412,0.0132635064795613,0.0010598419597183,0.0603213628008961,0.0785296138743685,0.0343609218869823,0.0500836554728448
full,29,mid,ML,198.0,0.5538676332945776,0.2321505316604015,0.0202817793446357,0.002207702650444,0.0679481782094396,0.1307525370350799,0.0159791347693012,0.0569479662614564
full,29,mid,MM,200.0,0.496891895532608,-0.0131495772746269,0.0266143025457859,0.0025886161393389,0.0746977816708386,0.1326392651246901,0.0118846021266654,0.0484203445445746
full,29,mid,MR,200.0,0.5103792034462095,0.0509363604112896,0.0201285286620259,0.0022443199058857,0.0677095128409564,0.1302657457483634,0.0125117866043001,0.0564020032482221
full,29,top,TL,200.0,0.6429894591867924,0.6259124633614548,0.0061730735749006,0.000699063782447,0.0431557625439018,0.0560232957762232,0.0091549268923699,0.0174884503218345
full,29,top,TM,200.0,0.656159158796072,0.719876751232422,0.0066657058149576,0.0007947915333463,0.043940355638042,0.0604808302842423,0.0075042264908552,0.0213202517922036
full,29,top,TR,200.0,0.7553394083678723,1.2440660267905452,0.0024195130169391,0.0005003317878676,0.0365323579125106,0.0505205069755353,0.0062033925391733,0.0198496556328609
no_conative,0,bottom,BM,39.0,0.1681727018111791,-1.6966695288657234,0.0035308011067219,0.0003796659692407,0.1148778544022486,0.0480425107751219,0.1066048309589043,0.0397694876942879
no_conative,0,bottom,BR,200.0,0.2189669825136661,-1.4229172910990675,0.0014527523517608,0.0006504494778934,0.1134353195875883,0.0598945575962463,0.0841307700425386,0.0305900082737207
no_conative,0,mid,MM,200.0,0.4971652691066265,-0.0113427046613475,0.0016573743522167,0.0027332134883622,0.1259748713672161,0.1360223823069712,0.0182501048035919,0.0282043681200593
no_conative,0,mid,MR,200.0,0.4634156480431556,-0.161020334746204,0.0012876400351524,0.0025204437003963,0.1231791611015796,0.1330128465022305,0.0150987705867737,0.0232531493809074
no_conative,0,top,TM,3.0,0.507254163424174,0.0290189460523925,-0.0007666250069936,0.0018456773097846,0.1124235937992731,0.1057932677555679,0.0099750732382138,0.0166054014116525
no_conative,0,top,TR,200.0,0.6674028664827347,0.7471327735850156,-0.0040183989703655,0.0011963828380114,0.0984232096374034,0.0852121173294078,0.0132751955091953,0.0266961152467411
no_conative,1,bottom,BL,200.0,0.3191028241813183,-0.8100338444742676,0.0229873035103082,0.0010720054282699,0.09593335326761,0.080712512801782,0.0778491392359137,0.0626282993890345
no_conative,1,bottom,BM,200.0,0.3599596974998713,-0.6123830538907495,0.0195455583557486,0.0011459992896896,0.0965024549141526,0.0793555045451008,0.0327968909125775,0.0137757303938269
no_conative,1,bottom,BR,200.0,0.2131967711821198,-1.4929413811243404,0.0069034457206726,0.0005732207568018,0.0647610603272915,0.0592908178254351,0.015983461800497,0.011327340286225
no_conative,1,mid,ML,200.0,0.4797999743372202,-0.0816455701874297,0.0147961308062076,0.0021986977906158,0.0595888911001384,0.130626578197962,0.0159663750696927,0.070538965165615
no_conative,1,mid,MM,200.0,0.4891030862182379,-0.0435190801588125,0.0231032355874776,0.0025776067599658,0.0846153375506401,0.1326954820325617,0.0211940298764966,0.0296177782677114
no_conative,1,mid,MR,200.0,0.480732611939311,-0.0917159912629443,0.0206927734985947,0.0023834592035303,0.0919467216916382,0.1314626437664164,0.0341219324525445,0.013835528595373
no_conative,1,top,TL,200.0,0.7858498194813728,1.4227758817325105,0.000727544426918,0.0003849963446419,0.0083546251058578,0.0453735621587946,0.0338738629221916,0.0182599908532574
no_conative,1,top,TM,200.0,0.6866002285480499,0.8896358037323334,0.0025463643670082,0.0006104648764607,0.0177003587409853,0.0517233965640492,0.0380473654530942,0.0205873179738409
no_conative,1,top,TR,200.0,0.7528315153717995,1.215553728843742,0.0050303381681442,0.0006787125916198,0.0322817646805197,0.0619697994948452,0.0332194184325635,0.0173413519165478
no_conative,2,bottom,BM,18.0,0.3943655366698901,-0.445214831649486,0.033877986172835,0.0014685535606627,0.1065069118307696,0.0932003389286963,0.0164578129640883,0.0148889132671886
no_conative,2,bottom,BR,200.0,0.2878206740133464,-1.0132630873082622,0.0261278499662876,0.0010235576311919,0.097621781527996,0.0788919700054017,0.0325183594279224,0.0133174022845923
no_conative,2,mid,ML,1.0,0.524806022644043,0.0993055578314999,0.0643321871757507,0.0028019618409849,0.1450923383235931,0.1382903162349544,0.0229867585003376,0.0297887846827507
no_conative,2,mid,MM,200.0,0.4794933807849884,-0.0855991786688262,0.0570451276749372,0.0026711597376304,0.1410127842053771,0.1355219910144508,0.024753485280089,0.0239814031589776
no_conative,2,mid,MR,200.0,0.4718381537497043,-0.1163650445267654,0.0539154713600874,0.0025445646085042,0.1382947532832622,0.1323872724660253,0.0274617423210293,0.025987684931606
no_conative,2,top,TL,16.0,0.5594206638634205,0.2390660966989322,0.0451062284409999,0.0013820979859368,0.1078970176167786,0.0866219919224298,0.0187648236751556,0.0152124715968966
no_conative,2,top,TM,59.0,0.6339862609313707,0.5557639730488403,0.0358692185353424,0.0013277125441505,0.0952068342495772,0.08740749432418,0.0276848754640352,0.0265770047366366
no_conative,2,top,TR,200.0,0.7063879376649856,0.9487383363943658,0.0330594608187675,0.0008874269958308,0.090694698896259,0.0685837190922781,0.0313053747080266,0.0297007159946952
no_conative,3,bottom,BL,8.0,0.4310043230652809,-0.2816171577669954,-0.0073309391736984,0.0014204014447137,0.0468620853498578,0.0877379129990784,0.0821809163317084,0.1230567432940006
no_conative,3,bottom,BM,200.0,0.2797116515599191,-1.0831242110077732,-0.0036666465550661,0.0009191266337166,0.0390070137567818,0.0737609106038821,0.0975557931140065,0.1323096900805831
no_conative,3,bottom,BR,200.0,0.1881702709384262,-1.65603225591987,-0.0018935010209679,0.0004951502601789,0.0327284753881394,0.0533462203252672,0.1140342228487134,0.1346519673615694
no_conative,3,mid,ML,11.0,0.4924819875847209,-0.0300912485253349,-0.0076167420907454,0.0025127171300418,0.0489707358858802,0.1292576386402066,0.0266868807375431,0.1066268160939216
no_conative,3,mid,MM,200.0,0.4776567107439041,-0.1048620422086705,-0.0067104695551097,0.0026131780663194,0.0483239297382533,0.1338721033908354,0.0191286330297589,0.1046439534425735
no_conative,3,mid,MR,200.0,0.467580029964447,-0.1435110676852627,-0.0057640677317976,0.0024832586979844,0.0470915205962955,0.1312521522341672,0.0181571645103395,0.1002058113552629
no_conative,3,top,TL,200.0,0.7990202313661575,1.4603872523226955,-0.0062996037304401,0.0002373128706782,0.0359884509630501,0.0339791304126004,0.0063848896324634,0.0128037771815434
no_conative,3,top,TM,200.0,0.7158035522699356,1.027747970090748,-0.0059210728108882,0.0003455795173442,0.0408552591875195,0.03696492127137,0.0094252872653305,0.0181408517970703
no_conative,3,top,TR,200.0,0.7215716451406479,1.058062617579792,-0.0039235178381204,0.0006844632070293,0.0412953196652233,0.0557963069430243,0.0122831956297159,0.0244601850712206
no_conative,4,bottom,BL,19.0,0.1316720757045243,-1.9577795089525671,0.0103301676480393,0.0006197816986487,0.074706288936891,0.0804910590655889,0.0265976848865025,0.0308344050457603
no_conative,4,bottom,BM,200.0,0.2082719683274626,-1.5160523383853968,0.0101160475984215,0.0004359395498488,0.0674539734795689,0.0488099144389513,0.0431359912641346,0.0238336579874157
no_conative,4,bottom,BR,200.0,0.2422488300874829,-1.301927018053852,0.0049315045401453,0.0006327127495481,0.0548199382796883,0.0590516235846179,0.0276553225365933,0.0207449650205671
no_conative,4,mid,ML,35.0,0.1680332784141813,-1.6511476174108224,0.0229431950620242,0.0014156760056962,0.1012112826108932,0.1313799890133783,0.0102251442415373,0.0282436597560133
no_conative,4,mid,MM,200.0,0.4294992880150676,-0.3340468761582928,0.0436213001981377,0.0024883496704749,0.1155689184740185,0.1352791532589186,0.0254391571460291,0.016363368500024
no_conative,4,mid,MR,200.0,0.4875606932491064,-0.0560809281425755,0.0378335782140493,0.0023754435081185,0.1059880148619413,0.1310037536003117,0.0406693030428141,0.0183091415930539
no_conative,4,top,TL,9.0,0.2718859910964966,-1.005606329814931,0.031188385354148,0.0011372481564072,0.0901764548487133,0.0904490861431061,0.0181977897882461,0.0306587482078207
no_conative,4,top,TM,188.0,0.5059867279326662,0.0199501365390427,0.032404694785463,0.000958195242194,0.0940212415570908,0.0643481951776983,0.0199263484633349,0.0497401872937111
no_conative,4,top,TR,200.0,0.6889322661608458,0.8865832223855954,0.0294356407225131,0.0007463948543613,0.0950157623365521,0.0611619004715145,0.0366516504902392,0.0705055125150829
no_conative,5,bottom,BM,1.0,0.4557955861091614,-0.1772805267171683,0.0016312003135681,0.0018292106284679,0.1329805999994278,0.1057932677555679,0.0297830514609813,0.0025957152247428
no_conative,5,bottom,BR,200.0,0.2741984632238746,-1.0615574290433754,-0.0023655606806278,0.0010245413235239,0.1211415509134531,0.0797293066007571,0.0271859885100275,0.0166366714425385
no_conative,5,mid,ML,4.0,0.483831837773323,-0.0646978609757704,0.004398375749588,0.0024911247999132,0.1352040581405162,0.1286812299357521,0.0107686892151832,0.0042458567768335
no_conative,5,mid,MM,200.0,0.4966591706871986,-0.0133725045345567,0.0058799235522747,0.0027477322452999,0.1352907343208789,0.1364793056195618,0.0119571506092324,0.0103884695656597
no_conative,5,mid,MR,200.0,0.4854761362820863,-0.0639689936392288,0.0040713422745466,0.0024827512709233,0.1324598068371415,0.1314335518857236,0.0138449147623032,0.0154316107928752
