valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,10884,0.08455991534840004,1.5915204165109769,0.23311984097774702,0.1343003515091145,0.20795414493840567,0.20750020572950584,0.21712545687876963
mid,4421,0.10188891676803757,1.5344245220519546,0.33372655466074214,0.0971301476260678,0.18615324567734615,0.18629309669511132,0.19669695468516243
bottom,695,0.0770084854939001,1.5548260395475428,0.3277909655365155,0.12773068109862237,0.17953206654504048,0.17866269418661543,0.1862835946700556
