valence_name,zone3,action_name,n,body_delta_mean,body_u_delta_mean,body_state_mean,body_next_mean,tendency_target_mean,tendency_pred_mean
bottom,BL,DOWN,13,-0.005057671895393958,-0.021576661150290256,0.39160788517731887,0.3865502132819249,-0.1144082215549751,-0.10989750405916801
bottom,BL,LEFT,17,-0.0038107738775365494,-0.0172799633331423,0.34713486012290506,0.34332408624536853,-0.08554012770071051,-0.07312630566165727
bottom,BL,RIGHT,23,-0.0037749604038570237,-0.01727327291529727,0.3331941482813462,0.3294191878774892,-0.08550700846395051,-0.07592291303950807
bottom,BL,STAY,17,-0.0030572186498080984,-0.014671111274177653,0.30015191348160014,0.29709469483179207,-0.07262565942472274,-0.06301446631550789
bottom,BL,UP,13,-0.003507654254253094,-0.015568046276380122,0.3658094715613585,0.3623018173071054,-0.032905947804972274,-0.023358534448421918
bottom,BM,DOWN,4,-0.0053619518876075745,-0.02156532508051649,0.466723769903183,0.4613618180155754,-0.11951698010404659,-0.11011545732617378
bottom,BM,LEFT,4,-0.003658279776573181,-0.015637399826638497,0.39576156437397003,0.39210328459739685,-0.07740902872821573,-0.05702620930969715
bottom,BM,RIGHT,19,-0.004026034944935849,-0.017241053986529073,0.39116836456876053,0.38714232962382467,-0.08534751673193246,-0.07689994985335752
bottom,BM,STAY,9,-0.0035721345080269706,-0.015688977083962566,0.37283773389127517,0.3692655993832482,-0.07766434901408055,-0.0693499789469772
bottom,BM,UP,17,-0.0032878614523831535,-0.014053257270389854,0.38446055703303395,0.38117269558065076,-0.020849413574352188,-0.008681472171755397
bottom,BR,DOWN,86,-0.004725471138954163,-0.02135692590554778,0.43793446050826895,0.4332089893693148,-0.11657412244925142,-0.11896523989217225
bottom,BR,LEFT,57,-0.003973567956372311,-0.01827070917153833,0.4066752940416336,0.4027017260852613,-0.09044456666863362,-0.08228787018410992
bottom,BR,RIGHT,141,-0.003981272907967263,-0.017796312907321435,0.3953785681766821,0.39139729526871486,-0.08809618685789507,-0.07963639456805185
