cohort,seed,t,PC1_ctrl,PC2_ctrl,PC3_ctrl,PC1_shock,PC2_shock,PC3_shock,pc3_shock_control_dist,t_rel
full,0,153,0.0305527325531901,2.6456359101001583,-0.474515112138766,-0.4023190078915061,2.6484524168926065,-0.3888831257765828,0.4412694341040012,73
full,0,154,0.0289020828727548,2.645893026059677,-0.4759018759307839,-0.3954924797797806,2.6501034776923067,-0.379621654745177,0.4351992115152978,74
full,0,155,0.0272348598856244,2.646343824604403,-0.4762527612930396,-0.3883305226413358,2.6519134284141948,-0.3856073740530974,0.42537300557188146,75
full,0,156,0.0249200643237782,2.6469704034459447,-0.4701965304730556,-0.384508766754197,2.653186150902427,-0.3891655240659766,0.4174166111137217,76
full,0,157,0.0237601184490406,2.6473638355434,-0.4721781747764419,-0.3772996413067887,2.653927686318578,-0.4116323454862468,0.40565725985965023,77
full,0,158,0.0218401638319863,2.647632568046153,-0.4674931032452458,-0.371026036305677,2.6544777911112867,-0.4278808699050493,0.3949175069804023,78
full,0,159,0.0195585291971514,2.6484324166431947,-0.4690809329779375,-0.3661359514407438,2.656669740681799,-0.430673280848047,0.3876896099252382,79
full,1,80,1.030602007956306,1.2698285479961011,-0.3561469265090349,1.0263569879102024,1.3802849319802897,-0.54521223028774,0.21900758445996424,0
full,1,81,1.009064309705602,1.237347142948935,-0.327926036409329,1.007430288059398,1.3522329509042912,-0.516574730563895,0.22088401640344693,1
full,1,82,1.0028701301534786,1.2548311747711554,-0.3129963939065294,1.003366048440576,1.3621401954748489,-0.5092537647518988,0.22367929602551517,2
full,1,83,0.9866764690106448,1.2068445841758588,-0.2781652390189469,0.9828009042896764,1.3361520092777277,-0.4764442183748282,0.23674877791192894,3
full,1,84,0.992465315021274,1.2039060277696416,-0.2497254599414944,0.986225303023982,1.3349284243125823,-0.4570854645045265,0.2453649886148442,4
full,1,85,0.983852598374118,1.1372759691270522,-0.2185007568892542,0.9646537561813492,1.3061823369850387,-0.4290692960035275,0.27062347701047584,5
full,1,86,0.95608133830165,1.1168366421580027,-0.1953784401661192,0.9370844753235684,1.294389956023407,-0.4038569955632659,0.27449839367121237,6
full,1,87,0.945828932836458,1.1607830593963666,-0.1787240594268214,0.9275314916666584,1.324755062761874,-0.3944549698466333,0.2715905741214543,7
full,1,88,0.9283766854228224,1.1113853840012051,-0.1462614633698314,0.9106033359703274,1.2846001589676774,-0.3613632101684762,0.27674539145805926,8
full,1,89,0.9452303202736868,1.174488173093915,-0.1294835507849025,0.9148382509275886,1.3284868195916186,-0.3523603776950442,0.27260473395705365,9
full,1,90,0.9291063706069124,1.113175305256712,-0.0934100464361998,0.9049897573110856,1.268795190180013,-0.315035597891575,0.2718768925052312,10
full,1,91,0.9225906693578292,1.1295253392442877,-0.0619180238133582,0.890441219064446,1.3077493735446906,-0.30065870206583,0.2996573126238173,11
full,1,92,0.9461138886431616,1.184655723955836,-0.0384545136335157,0.8970448060591566,1.3542636838933937,-0.2891547218522423,0.30663533609277477,12
full,1,93,0.9406955981166162,1.1738092646755534,0.0086683484528464,0.8947344858736427,1.363703508914623,-0.260352405917691,0.3324822012015555,13
full,1,94,0.9388655154207664,1.14183768479736,0.0519519440757051,0.9014915615936768,1.339999380158147,-0.2261535995242727,0.34352228939905766,14
full,1,95,0.9214937952588168,1.144604615119886,0.0891466491606928,0.8934127273473922,1.3456416581032693,-0.1982604439432364,0.3518625814050129,15
full,1,96,0.9011967858378772,1.1589548545933326,0.1213878919949057,0.885891360644495,1.3439342984136076,-0.1643213224419777,0.3407072143212549,16
full,1,97,0.8673660336425407,1.1030637950369988,0.1462593299092638,0.8629841329427482,1.2635639268587733,-0.1180613429581217,0.3092651151902155,17
full,1,98,0.8865505320483568,1.165401337121433,0.1709899540969469,0.8627273117169366,1.328337877391934,-0.1008759574154008,0.317847346732232,18
full,1,99,0.8536049715387539,1.0703625447613447,0.2068195566467022,0.8308999238524551,1.2602201251936658,-0.0576788563683604,0.32637529092371403,19
full,1,100,0.8174703424461374,1.0092226908711426,0.2339155849930917,0.793788516259703,1.2039773585237876,-0.0146065743005857,0.31662828857196046,20
full,1,101,0.800007059012996,1.0249285141202384,0.2647430710870702,0.7751382208682661,1.2078381834284797,0.029263430834741,0.29920739832177495,21
full,1,102,0.7916941809299897,0.9694468428576336,0.3090972333740612,0.7528777521294054,1.2085745826661305,0.0696626055810405,0.340613757909356,22
full,1,103,0.7822312590029893,0.9370163931441998,0.3437276643734271,0.7379519885530355,1.1636204799519323,0.1236486307631146,0.3189746807889234,23
full,1,104,0.7818390785193867,0.9888030454029196,0.3511016274477467,0.7211665797217224,1.2118198679514025,0.1486364046052629,0.3072618129716589,24
full,1,105,0.7954795121283962,1.0540523525740106,0.3756680664989473,0.7080346537122798,1.2878921311031315,0.1820357775166161,0.31594478730072434,25
full,1,106,0.7770784384085451,0.9945578989410796,0.4152163611952734,0.6740674629185087,1.2136192503526562,0.2469469315066893,0.2948113595528443,26
full,1,107,0.7917432553004472,1.0596886859168495,0.4516664098347906,0.654135869905238,1.2301560608891275,0.3276929749702192,0.2517227264220794,27
full,1,108,0.7502266003562914,1.001894276411761,0.5030236475867631,0.578934230902583,1.1398304013488594,0.4208627818060421,0.2347719281804496,28
full,1,109,0.7545581647811483,1.047256512296965,0.5316626388658239,0.5383416464239663,1.144149925961914,0.4897521768876854,0.24061255837002674,29
full,1,110,0.7336635673414628,1.0331793879721218,0.5617204672472483,0.4709107289522139,1.0626534303249835,0.5667839547982413,0.2644492619774237,30
full,1,111,0.7146238749148901,1.007093689570103,0.5890386625149252,0.4020784072707386,0.9942773179483748,0.6271837292959731,0.31512533196520104,31
full,1,112,0.665502921765666,0.9152794015382584,0.5920821536838048,0.3240708132248951,0.8517371256980625,0.6488436729317678,0.35190250869933437,32
full,1,113,0.6681724674863159,0.9558142728451172,0.6238637119956753,0.2712545080432996,0.8720168969134334,0.7061131042270932,0.4139212838981362,33
full,1,114,0.6493641836828743,0.9155079969508813,0.6538653650806701,0.2035397659027334,0.8205653278792775,0.7454505645426168,0.464931576320566,34
full,1,115,0.6255254646961659,0.8430164398302954,0.6724785068375099,0.1293163219018596,0.7330771141025945,0.7634405361859035,0.5163179829497514,35
full,1,116,0.5735749148660082,0.7195912954435191,0.6748386221848092,0.0502409015139122,0.604165657876394,0.7622216584667945,0.5429892838434731,36
full,1,117,0.5632749576846126,0.7540637544408291,0.6857956231541765,0.0056966192208625,0.6234465369344693,0.7823020010034216,0.580747743860173,37
full,1,118,0.5333595478450432,0.758409563063517,0.7111709682317172,-0.0553509563235255,0.6167837438492346,0.8112940838075383,0.6137284160433963,38
full,1,119,0.511366223198575,0.6989153133741194,0.7294281916143651,-0.1093355024540716,0.5804078541277967,0.817619389883195,0.638037880989275,39
full,1,120,0.4910540094488063,0.6475921360157216,0.7415011634178506,-0.1597659096857623,0.5527803264024495,0.8175556382691571,0.662072601403636,40
full,1,121,0.4919287964727056,0.6777840760266377,0.7476798415828817,-0.2066018450968477,0.5365489180728872,0.8334179531069335,0.7178046049040807,41
full,1,122,0.4747612152108257,0.6882634907534368,0.7539458245252503,-0.2442866369730235,0.5399865539727768,0.8382822009807317,0.7390050663594284,42
full,1,123,0.4550638299362979,0.6285981011155024,0.7706015768408344,-0.2772350324437038,0.5282021522333079,0.8336989378212927,0.7418370760198625,43
full,1,124,0.4614124470227757,0.6790989498933888,0.7924882483755865,-0.3238653062133266,0.5610369927152148,0.8541488134368707,0.7964934404902269,44
full,1,125,0.4692285128292673,0.7160494887574714,0.8081824740245699,-0.3527019752487477,0.5868579916964501,0.8654640636238633,0.8339912173710546,45
