cohort,seed,g_mode,valence_name,n,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,q_UP_minus_DOWN,q_entropy,delta_trend_ud_from_actual,delta_q_ud_from_actual,kl_q_actual_to_mode,body_state,body_u
full,14,actual,bottom,176,0.09174587323584339,0.08528804258358749,0.1948561149395325,1.5599890717051246,0.0,0.0,0.0,0.4639944269914519,-0.14424304995999762
full,14,actual,mid,204,0.12672984731547973,0.13181152461352302,0.2442233707828849,1.530612521311816,0.0,0.0,0.0,0.5326317531221053,0.14736470157205814
full,14,actual,top,220,0.058978118637407366,0.052794821094721556,0.10679079043594274,1.5896841211752457,0.0,0.0,0.0,0.7275588696653192,1.0777197409154256
full,14,mean,bottom,176,0.09414385208352045,0.08528804258358749,0.19971491904421287,1.5579176558689638,0.009490027769722721,0.02003742525862022,0.000806242202605228,0.4639944269914519,-0.14424304995999762
full,14,mean,mid,204,0.12886921677957563,0.13181152461352302,0.247520719161805,1.5289526757072,0.0057618094644710125,0.011795162716332604,0.000496611937806205,0.5326317531221053,0.14736470157205814
full,14,mean,top,220,0.057839778455143626,0.052794821094721556,0.1047406672754071,1.5908713086084887,0.010017899855632674,0.017698733644051987,0.0007457519225846971,0.7275588696653192,1.0777197409154256
full,14,random,bottom,176,0.0958828315646811,0.08528804258358749,0.20298483840782533,1.555950558998368,0.012717873620038683,0.02640420130708001,0.0014285456872729892,0.4639944269914519,-0.14424304995999762
full,14,random,mid,204,0.1283310433740125,0.13181152461352302,0.24649923477394908,1.5293992524053537,0.007068292292601922,0.014574761776363148,0.0007196105220231733,0.5326317531221053,0.14736470157205814
full,14,random,top,220,0.0572989711029963,0.052794821094721556,0.10380853035233238,1.5910007232969456,0.011510471821847288,0.020303722200068562,0.0010602164839342136,0.7275588696653192,1.0777197409154256
full,14,shuffled,bottom,176,0.0936981779734858,0.08528804258358749,0.19838849954645743,1.557819977402687,0.014088346813382073,0.029367488046938724,0.0017993786357599427,0.4639944269914519,-0.14424304995999762
full,14,shuffled,mid,204,0.12663913003223784,0.13181152461352302,0.24319512959496647,1.531348849628486,0.00874391749647318,0.018249643491763695,0.0011049317606603819,0.5326317531221053,0.14736470157205814
full,14,shuffled,top,220,0.0610015616836873,0.052794821094721556,0.11027483235705983,1.5889046522704038,0.013089308659122749,0.02303945469585332,0.001255443862095779,0.7275588696653192,1.0777197409154256
full,14,zero,bottom,176,0.068833761933175,0.08528804258358749,0.14642054680734873,1.5814114341681653,0.023097392086955635,0.048933449455282906,0.003716154445597071,0.4639944269914519,-0.14424304995999762
full,14,zero,mid,204,0.12587288288655235,0.13181152461352302,0.2503542569922466,1.5282453392066209,0.013660010352146392,0.02773321894746201,0.002199872714103834,0.5326317531221053,0.14736470157205814
full,14,zero,top,220,0.07937806475568901,0.052794821094721556,0.14282885898243297,1.57822392095219,0.02140837191519412,0.03781404041431167,0.0027434076584375525,0.7275588696653192,1.0777197409154256
