valence_name,n,conative_loss,q_entropy,q_UP,q_DOWN,q_LEFT,q_RIGHT,q_STAY
top,11510,0.041283557541364174,1.5918394891206955,0.2352683546217393,0.13501236091014304,0.20625291686411218,0.2063588418927429,0.21710752493966465
mid,3889,0.05821092275044826,1.5476382206325574,0.3162822546866045,0.10109725426312552,0.18924797829609355,0.19107200644429467,0.2023005064056722
bottom,601,0.05626175695171769,1.5553204110775534,0.322959022246264,0.12116977015817026,0.18166726646625658,0.18343136996377923,0.19077257192174527
